Composite Element REF	Hugo_Symbol	Group	TCGA-KL-8323-01	TCGA-KL-8324-01	TCGA-KL-8325-01	TCGA-KL-8326-01	TCGA-KL-8327-01	TCGA-KL-8328-01	TCGA-KL-8329-01	TCGA-KL-8330-01	TCGA-KL-8331-01	TCGA-KL-8332-01	TCGA-KL-8333-01	TCGA-KL-8334-01	TCGA-KL-8335-01	TCGA-KL-8336-01	TCGA-KL-8337-01	TCGA-KL-8338-01	TCGA-KL-8339-01	TCGA-KL-8340-01	TCGA-KL-8341-01	TCGA-KL-8342-01	TCGA-KL-8343-01	TCGA-KL-8344-01	TCGA-KL-8345-01	TCGA-KL-8346-01	TCGA-KM-8438-01	TCGA-KM-8439-01	TCGA-KM-8440-01	TCGA-KM-8441-01	TCGA-KM-8442-01	TCGA-KM-8443-01	TCGA-KM-8476-01	TCGA-KM-8477-01	TCGA-KM-8639-01	TCGA-KN-8418-01	TCGA-KN-8419-01	TCGA-KN-8421-01	TCGA-KN-8422-01	TCGA-KN-8423-01	TCGA-KN-8424-01	TCGA-KN-8425-01	TCGA-KN-8426-01	TCGA-KN-8427-01	TCGA-KN-8428-01	TCGA-KN-8429-01	TCGA-KN-8431-01	TCGA-KN-8432-01	TCGA-KN-8433-01	TCGA-KN-8434-01	TCGA-KN-8435-01	TCGA-KN-8436-01	TCGA-KN-8437-01	TCGA-KO-8403-01	TCGA-KO-8404-01	TCGA-KO-8405-01	TCGA-KO-8406-01	TCGA-KO-8407-01	TCGA-KO-8408-01	TCGA-KO-8409-01	TCGA-KO-8410-01	TCGA-KO-8411-01	TCGA-KO-8413-01	TCGA-KO-8414-01	TCGA-KO-8415-01	TCGA-KO-8416-01	TCGA-KO-8417-01
cg00503840		1stExon5'UTR	0.128454741780117	0.178328277324451	0.0980060937235633	0.263710736435836	0.131863258085118	0.353515796529787	0.157914190471764	0.12447526082632	0.388285096911015	0.241719138593977	0.348716937079807	0.23273295337597	0.200794383677104	0.688194370169016	0.198982634243795	0.232419185980375	0.5641508570539	0.231984022747814	0.645774950455497	0.245326485699511	0.231687057566376	0.227849638811603	0.202899662332417	0.101923717366928	0.66693872917503	0.434351919171938	0.232214097352113	0.253645979839715	0.487406100250237	0.0970491264921367	0.208947846088357	0.211176931592138	0.266490397429954	0.47854772260217	0.169978915434806	0.179141489111668	0.140851111076166	0.143264387077815	0.411645512240014	0.180612678925891	0.170750763006815	0.575239560475764	0.591913055095925	0.191440646587276	0.193242288363127	0.210354186441572	0.446439465736177	0.200610045852086	0.498956509651515	0.128249220254393	0.429708795824176	0.188634627619373	0.577279363745977	0.208093090561894	0.202043201502621	0.236323523690092	0.433229376923995	0.202785150671707	0.279923038614343	0.171120261048838	0.44078614450459	0.263205300583116	0.176610116642057	0.266918131711452	0.160173178509604
cg00662556		Body	0.0723794841516597	0.156507786284338	0.0965754669075027	0.0686263081577753	0.0852036515490483	0.112573059135932	0.118146645583824	0.0927961491781193	0.142853291990245	0.136715622278804	0.211863566575266	0.0931145607855844	0.148343114888094	0.624440922768305	0.115573804666956	0.444873198996367	0.642770887032318	0.157223858968665	0.1529163566339	0.108591488556784	0.0835107210977452	0.103296196746768	0.0955417655465228	0.490545358493697	0.407937360346456	0.115581427832393	0.136548469795648	0.152267200761204	0.504720332058802	0.0826950570547754	0.122734564386499	0.261760663917961	0.139157965696606	0.255797772847441	0.222978782548754	0.435148471115103	0.20169268357546	0.388559592853478	0.138248347723569	0.14090852088709	0.199218842516009	0.545765683583632	0.708282268983902	0.15060290929904	0.157893034322815	0.110053612410237	0.194614554706726	0.111705800314161	0.504350674503504	0.0695724831394792	0.118184853189852	0.128618529264216	0.281600115845706	0.154328370622878	0.0661392027024574	0.0784701063336923	0.38673106413655	0.13806703550263	0.170113915894562	0.099049601007066	0.121224415382439	0.183470244420631	0.0927364524074459	0.241236091382728	0.108388777626502
cg00718513		Body	0.810970295766772	0.323498061418997	0.848820958055944	0.523367614148587	0.767474620110525	0.807788415921267	0.379144429411422	0.918163920124181	0.143597363022712	0.39620293947623	0.603828994304592	0.861706631907992	0.845691882349649	0.815413215634447	0.564404360966985	0.851264509962315	0.597665672308215	0.831744006025208	0.253563173137313	0.276727624658316	0.423320293434938	0.285645921840723	0.250498436879142	0.909841905991372	0.318029784726276	0.26715502652649	0.876352792990868	0.608360124755431	0.918507589333072	0.17249700252511	0.771883220930624	0.557937103231809	0.386691260074705	0.26416059867975	0.133876029417102	0.415421287111226	0.850376310929232	0.90723345041027	0.429613415045902	0.86211540757933	0.320551309315533	0.291462762237827	0.199674237702635	0.843623096597381	0.290217768248263	0.305307255414007	0.428817589981516	0.809410633946207	0.153259598708942	0.151964382955939	0.731112936700848	0.360647739960735	0.335068590316478	0.493373850409956	0.362828984517463	0.799672614654289	0.782922871251826	0.896037069727834	0.502427922690004	0.206618526399007	0.389228120299923	0.819508439359043	0.699784579951927	0.231598894404857	0.178154247766765
cg00904483		3'UTR	0.948075064910328	0.957632168182317	0.953661129447354	0.952030401382839	0.944939302005405	0.950535212825514	0.941652883615281	0.934450489342354	0.961359879399083	0.951206249776882	0.963875224829732	0.925190229281108	0.939866930512602	0.960081029524255	0.955532049658515	0.952781276854388	0.955523907687873	0.955348669582446	0.951532471105714	0.957464909844097	0.939367653728147	0.948697242126774	0.949731059720792	0.938792173036149	0.951675717101036	0.945565081995381	0.953611124815192	0.961261352122856	0.93465155221231	0.956462576972196	0.926389139038389	0.955203190588153	0.955206633251979	0.949728291194438	0.712736183438689	0.952635403252228	0.93653745283994	0.957531248798506	0.944575327311997	0.946787682979195	0.955332772983919	0.961381099785856	0.92967067923169	0.952598404799523	0.961934600613722	0.942442378324312	0.956596896386182	0.957191866084711	0.951729782498347	0.951883088541757	0.947099649000556	0.952747681445352	0.404827959416375	0.955084278324941	0.954076939013348	0.948227671749902	0.93406746440404	0.950092081628885	0.93742821583276	0.948827522034615	0.961489854136423	0.952031494688782	0.950878155643318	0.95512390766661	0.507099109423056
cg00953256		BodyTSS1500TSS200	0.835374219524485	0.785512938799217	0.87539272641727	0.785091174565906	0.62104119094871	0.904124354321486	0.805122505232482	0.853905655754117	0.859859869160023	0.441704786995526	0.726584529506381	0.809909086938801	0.550981426859986	0.850478778202277	0.872638453897775	0.867863880396796	0.823967318143732	0.806122937062896	0.286422920705184	0.665778929285829	0.755788808694954	0.736191667052137	0.81626696575376	0.519109086644162	0.447553110604243	0.777397495917358	0.859451236028585	0.729070937019853	0.818095383616164	0.815608827793169	0.434075361014369	0.768072444082567	0.791730091170211	0.767637623548913	0.632066129326745	0.864575817725771	0.795459980847305	0.747450097091585	0.494623594699748	0.460096292327814	0.779480054407415	0.727207808675285	0.485276074613568	0.85342650625157	0.75548013106735	0.462853189342025	0.746401049135076	0.801523714312765	0.870973760799579	0.24728118148862	0.728786385143762	0.768751426452969	0.663334457057296	0.781846355141586	0.85361436980461	0.816320020706294	0.492586935099848	0.823608860837553	0.62241006841533	0.798570435391788	0.759966900054931	0.471617627230341	0.757727893012887	0.870230164738899	0.836478316512306
cg01134491		TSS200	0.0325483478663909	0.0373640323233059	0.05439060706523	0.0334091159051635	0.035664281837155	0.0589009588171484	0.0439109590659603	0.053104959252355	0.034216998071238	0.0475652495881205	0.0456368163169895	0.0480554462538326	0.0298061511554996	0.0354759137561795	0.028565865060105	0.0459306185262459	0.0447105530306977	0.036360342432616	0.0357087236995112	0.0372054003765927	0.0331945205850101	0.0342555272722645	0.0458225261743954	0.0348473803553809	0.0280191688388998	0.044667595723923	0.0250183439429412	0.0362216491019101	0.0415248265177439	0.0385769399311605	0.0283713337144037	0.0362128113197304	0.0296136304655611	0.0242911111002805	0.0313461727465299	0.0452325976562961	0.0310725088406305	0.0446710284501416	0.0323995479304528	0.0378966383615914	0.0339554984533854	0.0367231823232948	0.0408301272389	0.0399497891572445	0.0346138614055053	0.0365348377057495	0.038412306976273	0.0464343462452422	0.0349922074918051	0.0374471990415389	0.0420561645878065	0.0406493823881633	0.0414309403439095	0.0443623720442009	0.0323019033699514	0.0294308812052199	0.0410693183411454	0.0287448959533822	0.0366717530893672	0.0429345571631888	0.0357484343632992	0.0428793090518835	0.0437879213468457	0.0397623254190127	0.0411825209764145
cg01169726		TSS1500	0.0844220606953521	0.0798846526085077	0.0674916927022216	0.0626933751302095	0.0745772639439025	0.0851647539890898	0.093707686556905	0.0911512323632536	0.068754517463833	0.0694601018764676	0.124003449517731	0.0840178493582	0.0740574178726648	0.0836582988538308	0.0754654423534431	0.110264252181594	0.0713755400070028	0.102134554976461	0.0969396084588236	0.116641898678983	0.137281547242795	0.0712283779657849	0.081591301199417	0.113091867391404	0.360781255372892	0.0919956374421164	0.0654395879849828	0.109491399468371	0.0800203654516426	0.0660469489672637	0.0689041270109629	0.0785619332747432	0.0785717029955545	0.0880984482956392	0.0784058221082266	0.0887184457167278	0.0929979143155813	0.0945139452205063	0.0713807956397322	0.0879291108219141	0.0806254041643389	0.0953971065034821	0.0846836610560436	0.0716468649992878	0.0739901942693312	0.0801980119709908	0.0998334070282377	0.0937857134336594	0.0752947777593153	0.0878450274922778	0.352990674346566	0.0850645442325419	0.104483257767793	0.0958970570002409	0.0757902996416187	0.0730019284620337	0.0929195142852233	0.0977115712463772	0.0804176457966264	0.0591788672660591	0.0852422935327801	0.0826027317585627	0.0757529512305914	0.077942246515516	0.140767410266441
cg01226883		NA	0.0403411891589241	0.0321504378177298	0.0430464243270704	0.0484823743621383	0.0501313208442782	0.0358479299679119	0.041353416475872	0.0538657556529057	0.0417393566737988	0.0321210595909238	0.0399020069482881	0.0397910302147428	0.0372061116387971	0.0354846459544726	0.0397264111056384	0.0468592719765095	0.0527551453708961	0.0369103840150892	0.0443334725888534	0.0382446893528591	0.0331587414637689	0.035187772642085	0.046164076044441	0.043333971273737	0.044038709216533	0.0367542812789079	0.0333964490797062	0.0439677532078517	0.0429650144590505	0.0356535295936321	0.0330391178968707	0.043121103225712	0.0305188650625892	0.0373264994019034	0.0347915450438623	0.0395915710603869	0.0360684759299072	0.0448867974571357	0.0449949767729527	0.0369567605345932	0.0475934867652802	0.0674528947970556	0.0480489320745102	0.0336572675788248	0.0324095396553548	0.0460874434999585	0.0617763973573238	0.0512875025476335	0.0452854009886618	0.0404328404338041	0.0500830973232544	0.0408864074602105	0.0451900771797025	0.0485551922288005	0.0444234874608997	0.0413689029354837	0.0453986107422453	0.0406502797994767	0.0703113419589703	0.0321919963714227	0.0505623751817456	0.0372691623531087	0.0358608938716916	0.054369539460024	0.0411622254154896
cg01228636		TSS1500	0.0603881747237078	0.0624139203056265	0.0506786007416113	0.0622462262973902	0.0533889648114006	0.0419327028976249	0.0343904560703865	0.0510170582113235	0.0748947983577764	0.0527096824589801	0.066311451225024	0.0537844513149091	0.0490368134378614	0.0439179552704476	0.0511380684343614	0.0489468270529963	0.0353383523209211	0.0549474202719756	0.0611008917652359	0.0358507384922178	0.0488529096264758	0.0668917662243984	0.0474332604671532	0.051482047426039	0.0468736487487732	0.060983850925906	0.0476333078801984	0.0542512679027644	0.048901330475265	0.0646732255106226	0.0435772386042076	0.0625166957636188	0.0384648525133493	0.0516228842508686	0.0789966396688587	0.0626386153703314	0.0578461906394226	0.0471888979008228	0.0591806255554443	0.0463844545797646	0.0498013737269587	0.0598464102795973	0.061182637103891	0.051330217288715	0.0683298444475627	0.0733018209469614	0.0546309446524667	0.0630300685662205	0.0782668287877001	0.0545076119414219	0.0763855735397204	0.0570435386390101	0.0524124878457844	0.0474365587832507	0.0568501701618038	0.0456410491769223	0.0462441124472784	0.0534743484491667	0.0560896427055787	0.0506315269734734	0.0418388341458467	0.0415580345445002	0.0621362421950584	0.0420589971833844	0.0447762000302495
cg01355739		TSS1500	0.502587814582765	0.488114134333109	0.51972869307411	0.572396404052403	0.525709659041391	0.523109172445802	0.526750774637264	0.56442972225292	0.471454076967055	0.520063365400909	0.61174980558936	0.492061033852451	0.199185622423898	0.827659839673043	0.486004596479832	0.839706916632344	0.629036408649605	0.504653710035834	0.52781727711417	0.522613414218718	0.525885657015096	0.471678830344545	0.549848924629824	0.506893193937651	0.503914881090575	0.465158038760687	0.528175770342329	0.52400262973165	0.534957585745056	0.463769777339572	0.552219548246722	0.533460887824787	0.601398076889154	0.525543163791345	0.554378103459294	0.486999725197435	0.51393279474262	0.495323009347148	0.645748469991775	0.494774911179363	0.273828940380524	0.776065944501505	0.675677410644026	0.542428576501293	0.515465498660217	0.887112464925031	0.553484001255268	0.593624491135097	0.551707062150638	0.527543964985458	0.536551078572276	0.479638637610149	0.558061843347044	0.506237450676904	0.531900546056111	0.498818787406081	0.572654038651837	0.456972468956504	0.524172074667008	0.497824509669154	0.508725764397674	0.486699114221073	0.4936032873557	0.490783042445918	0.497617487033834
cg01401376		TSS1500	0.0494298041334843	0.068412175262143	0.0608705191229307	0.162563437676345	0.0623110114342328	0.0575142578099348	0.0598128972140481	0.0527129773298201	0.0636087175333912	0.0640889444778415	0.0612108396811286	0.0802067628204827	0.0527961282981404	0.0723499084985797	0.0631060090277694	0.11231618779285	0.136461440930082	0.0699738533830022	0.0601423683390893	0.0644580717682214	0.0456698483720781	0.053945374554861	0.0441998066482554	0.0616874317365118	0.759560054367104	0.0509226442733683	0.0735058844014452	0.0655331692001543	0.0695135212548425	0.0565558401157561	0.0716281796638299	0.0453843103350074	0.102425124312573	0.0785860812050209	0.0374486119758055	0.0789009816097015	0.0735108431238118	0.0451135412239265	0.0483003401991947	0.05775026275766	0.0884528149097894	0.0889353163263789	0.295373059879104	0.0625301057592163	0.0579923151531576	0.0497795390559327	0.0755940192718347	0.0699465612414338	0.052792724390163	0.0696050393358253	0.0604572293221134	0.0667266982373308	0.0566884419223608	0.0561737934843815	0.0482619809993382	0.0454023666374521	0.660844679437615	0.0461895571060356	0.065209569257171	0.0471921989669135	0.0544822840812067	0.0575830971021122	0.064482541818428	0.0697562490549331	0.0810364948654286
cg01407244		BodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBody	0.0356757530183799	0.0389063049999254	0.0324964458229273	0.0562001666299208	0.0547156151049501	0.0435472454888369	0.0785920707138653	0.0532187418295211	0.0374203624727939	0.0391167822762756	0.0510782238702076	0.0485510163651564	0.0779384746127785	0.124109965503766	0.0557140211416433	0.246315905293634	0.0602374691448732	0.0450476516417113	0.066796086442266	0.040192294206064	0.0445215635098351	0.379180233650969	0.0441510873850067	0.0386061257282384	0.0345725887754542	0.0344302491328575	0.0380124062937374	0.03735746628513	0.0506833451685459	0.035695300406355	0.118333312850863	0.0901590389771817	0.0404018892921825	0.150001140998951	0.0348196800745547	0.0487123569284356	0.0445251222104819	0.0492495999738928	0.102459926390664	0.0343236182471969	0.0500533589865368	0.683325845742177	0.0392587015673207	0.0418105410059989	0.0370777470598224	0.0553131392041941	0.0512472846404873	0.0785162162277585	0.0664161663675698	0.06365056613942	0.0412287472651312	0.148387646314507	0.343524324271759	0.0481102012214729	0.0574310675817019	0.0470286562757441	0.0569676063154083	0.206554422594999	0.05216207416631	0.0695462793768859	0.0469163316628774	0.0505674008622622	0.043639705681817	0.051496639014595	0.0499674312676191
