chromosome	start	end	same_chr/new_chr	length_ratio/new_pos	file
chr2	3273964	3541434	False	-12.3190	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	131705224	136198806	False	-29.5233	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124115142	132349534	False	-15.2469	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146713021	146752210	False	-3785.4091	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	146792483	146967023	False	-850.9560	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130751277	132349534	False	-82.7059	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21100678	23843192	True	2.0634	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	57747443	71618687	False	-4.1851	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129843525	132349534	False	-52.3851	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21437192	23850881	True	2.2083	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132282738	132349534	False	-2002.7047	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21028207	23850881	True	2.0332	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127078915	132349534	False	-24.3829	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	23185126	32764651	True	0.4885	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124189237	132349534	False	-15.3945	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21348971	22565699	True	3.3970	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	109967986	132349534	False	-4.9810	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	123260759	132349534	False	-13.7196	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	118650204	121138480	False	-48.2928	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744050	132349534	False	-82.3291	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124500268	132349534	False	-16.0441	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33136797	True	0.4614	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	119886718	132349534	False	-9.7412	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	112109030	132349534	False	-5.6137	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24031628	33106416	True	0.4600	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	120230001	146509391	False	-4.5826	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr6	169536264	170088907	False	-307.2406	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	94073866	132349534	False	-2.4964	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	119519356	121138480	False	-74.7534	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124604445	132349534	False	-16.2733	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91027951	132349534	False	-2.2386	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124517245	132349534	False	-16.0810	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143573921	146967023	False	-42.6933	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	129230159	136088711	False	-18.9822	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124928948	132349534	False	-17.0287	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131156176	131289703	False	-992.9844	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131617891	132349534	False	-181.9300	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129011381	132349534	False	-39.0771	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122985047	132349534	False	-13.2863	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	69287560	69995968	False	-98.8099	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	74562689	132349534	False	-1.3200	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33136797	True	0.4614	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130525785	132349534	False	-72.3564	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24140765	33338372	True	0.4673	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129286917	132349534	False	-42.6828	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	84430978	132349534	False	-1.7928	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122825406	132349534	False	-13.0468	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127794840	132349534	False	-28.3727	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	123260759	132349534	False	-13.7196	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124383533	132349534	False	-15.7943	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	112425080	132349534	False	-5.7186	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	104707965	132349534	False	-3.8415	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr2	109452089	109508237	False	-1960.6336	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	126533541	132349534	False	-22.0027	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127254746	132349534	False	-25.2589	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24014367	33020593	True	0.4559	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	104902450	132349534	False	-3.8758	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	127078915	132349534	False	-24.3829	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24033464	33106474	True	0.4599	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	24778126	64197638	False	-0.6288	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	29394979	29763417	False	-80.1285	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130756912	132349534	False	-83.0021	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22032910	22770746	True	4.9304	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	59740823	59869144	False	359.1775	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24165666	32836340	True	0.4349	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	145819658	146509391	False	-213.6378	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	99059813	132349534	False	-3.0200	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	145819658	146509391	False	-213.6378	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	125850508	132349534	False	-19.5852	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	27548428	132349534	False	-0.2639	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	131705224	132185824	False	-276.0412	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744412	132349534	False	-82.3479	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	126619332	132349534	False	-22.3471	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129894866	132349534	False	-53.5017	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	113249400	132349534	False	-6.0086	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91561236	132349534	False	-2.2810	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	92419225	132349534	False	-2.3515	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24165666	33106474	True	0.4520	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129698258	132349534	False	-49.4601	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	73498794	132349534	False	-1.2780	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33136797	True	0.4614	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	94298652	132349534	False	-2.5170	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24031628	33338372	True	0.4735	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36993209	132349534	False	-0.4059	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122623492	132349534	False	-12.7552	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33106416	True	0.4596	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122644035	132349534	False	-12.7843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21656820	22367498	True	5.0806	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122644035	132349534	False	-12.7843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22069633	22988796	True	4.1550	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	118032381	132349534	False	-8.3500	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr7	140362967	141941760	False	-89.1292	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130784863	132349534	False	-84.5027	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132134663	132349534	False	-621.8829	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	71398166	71618687	False	-323.6135	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748229	132349534	False	-82.5466	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22069633	22947297	True	4.3042	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91039294	132349534	False	-2.2395	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24031628	33106474	True	0.4600	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129505350	132349534	False	-46.0376	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131930862	132349534	False	-318.6762	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121879425	132349534	False	-11.7777	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129011381	132349534	False	-39.0771	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	86839942	132349534	False	-1.9406	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130897942	132349534	False	-91.1634	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91312762	132349534	False	-2.2611	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	104523850	132349534	False	-3.8094	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130748068	132349534	False	-82.5382	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	23605608	32690406	True	0.4606	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129011381	132349534	False	-39.0771	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121872489	132349534	False	-11.7692	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	16254806	132349534	False	-0.1409	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33106474	True	0.4596	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124383533	132349534	False	-15.7943	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	121899205	132349534	False	-11.8019	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24161928	33136797	True	0.4540	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124517245	132349534	False	-16.0810	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24039581	33136797	True	0.4614	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	36594	132349534	False	-0.0013	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	90613184	132349534	False	-2.2064	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr7	140641005	141962328	False	-44.7024	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129425695	132349534	False	-44.7561	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	36153002	68245287	False	-1.1268	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130077971	132349534	False	-57.8949	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	131913385	132349534	False	-305.8664	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21437192	23843192	True	2.2122	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	126352450	132349534	False	-21.3081	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143030042	146751818	False	-38.7768	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	32078080	68245287	False	-0.8872	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122841795	132349534	False	-13.0710	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122841795	132349534	False	-13.0710	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	91027951	132349534	False	-2.2386	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130775778	132349534	False	-84.0091	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21308497	22747427	True	3.0268	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	145819658	146509391	False	-213.6378	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129161348	132349534	False	-40.9623	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	37202476	132349534	False	-0.4090	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122644035	132349534	False	-12.7843	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr19	24161928	32833529	True	0.4349	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	124383533	132349534	False	-15.7943	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22032910	23078509	True	3.7735	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr6	82885557	170088907	False	-0.9498	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129843525	132349534	False	-52.3851	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132054760	132349534	False	-453.0409	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr4	52972909	59438786	False	-8.2399	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	87241903	132349534	False	-1.9668	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129242399	132349534	False	-42.0569	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	143216727	144555760	False	-107.9177	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129242399	132349534	False	-42.0569	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132254227	132349534	False	-1403.2983	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129193348	132349534	False	-41.3877	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	90844318	132349534	False	-2.2243	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	122572879	132349534	False	-12.6840	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130984059	132349534	False	-96.9759	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	120070967	147239482	False	-4.4268	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129242399	132349534	False	-42.0569	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130784863	132349534	False	-84.5027	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	32893329	68245287	False	-0.9307	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	125853993	132349534	False	-19.5962	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	21832515	23841664	True	2.4434	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	54206540	132349534	False	-0.7156	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130064451	132349534	False	-57.5465	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr1	141484300	142576039	False	-130.5649	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	128536856	132349534	False	-34.0891	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	129369766	132349534	False	-43.8973	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	130744181	132349534	False	-82.3359	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr9	90689687	91566243	False	-104.3857	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr12	132013684	132349534	False	-397.5096	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr17	22069633	24106837	True	2.4235	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
chr6	167088250	170087660	False	-55.7337	/Users/suny1/data/datahub/public/sarc_mskcc/sarc_mskcc_data_cna_hg18.seg
