Composite Element REF	Hugo_Symbol	Group	TCGA-N5-A4R8-01	TCGA-N5-A4RA-01	TCGA-N5-A4RD-01	TCGA-N5-A4RF-01	TCGA-N5-A4RJ-01	TCGA-N5-A4RM-01	TCGA-N5-A4RN-01	TCGA-N5-A4RO-01	TCGA-N5-A4RS-01	TCGA-N5-A4RT-01	TCGA-N5-A4RU-01	TCGA-N5-A4RV-01	TCGA-N5-A59E-01	TCGA-N5-A59F-01	TCGA-N6-A4V9-01	TCGA-N6-A4VC-01	TCGA-N6-A4VD-01	TCGA-N6-A4VE-01	TCGA-N6-A4VF-01	TCGA-N6-A4VG-01	TCGA-N7-A4Y0-01	TCGA-N7-A4Y5-01	TCGA-N7-A4Y8-01	TCGA-N7-A59B-01	TCGA-N8-A4PI-01	TCGA-N8-A4PL-01	TCGA-N8-A4PM-01	TCGA-N8-A4PN-01	TCGA-NG-A4VU-01	TCGA-NF-A4WU-01	TCGA-NA-A4QW-01	TCGA-N9-A4Q1-01	TCGA-N9-A4PZ-01	TCGA-NF-A4X2-01	TCGA-NF-A4WX-01	TCGA-NG-A4VW-01	TCGA-QN-A5NN-01	TCGA-N9-A4Q7-01	TCGA-N9-A4Q3-01	TCGA-ND-A4WF-01	TCGA-ND-A4WC-01	TCGA-ND-A4W6-01	TCGA-NA-A4QV-01	TCGA-NA-A4QX-01	TCGA-N8-A4PP-01	TCGA-NA-A4R1-01	TCGA-ND-A4WA-01	TCGA-NA-A5I1-01	TCGA-N8-A4PO-01	TCGA-N8-A56S-01	TCGA-NA-A4QY-01	TCGA-NF-A5CP-01	TCGA-QM-A5NM-01	TCGA-N9-A4Q8-01	TCGA-N8-A4PQ-01	TCGA-N9-A4Q4-01	TCGA-NA-A4R0-01
cg00503840		1stExon5'UTR	0.805122005757893	0.704625962032642	0.579524879846721	0.672899442476719	0.303345033644088	0.531508728929274	0.150309037523454	0.700636627994252	0.783000834408013	0.421245892338379	0.57532247275738	0.791857383633238	0.160686747210284	0.445812834704603	0.122107348973649	0.664021325599022	0.095225137408744	0.499011501937883	0.455133881975876	0.602801453866536	0.452389987021918	0.766795886052184	0.099768636098786	0.0736750647015195	0.14912312393485	0.443637218787995	0.419163774068942	0.739605850181135	0.597349865899746	0.267363245064912	0.78016829498793	0.786134912286906	0.123604962490308	0.0906021657227522	0.611549408373328	0.209760207524473	0.140382182312134	0.556609300472965	0.47938008753191	0.779674050691419	0.610889599841706	0.498150795528503	0.15459128552848	0.396718943184517	0.473381216642354	0.0958399220038521	0.179558655508782	0.67365913343238	0.468344850064173	0.459781298964381	0.381310657928688	0.357297171224651	0.107981214735773	0.161651765414655	0.662485224088998	0.641440563742674	0.332999257997248
cg00662556		Body	0.0677172574679775	0.119102293854494	0.571828662598818	0.769350894003959	0.148747983100611	0.0983751098135018	0.157506850634514	0.273250627892725	0.0429830807021401	0.0659683826298579	0.104984983488281	0.0772170019407791	0.112860775704329	0.113720075733695	0.0870996464910665	0.0567521378096598	0.49248967901992	0.124935909453611	0.567879753480283	0.0617410047586476	0.730520525221072	0.068217583065651	0.0775548068390837	0.0604361817196832	0.272679500326556	0.108512967009594	0.478543709757416	0.0950240760597915	0.190084525434884	0.130693280474803	0.128477296001845	0.181726774713914	0.159511145119746	0.788828793666281	0.0644682862738723	0.158232178676917	0.600972815861618	0.517048504701034	0.0856016646885872	0.105509843537233	0.64088682537596	0.18527255645918	0.0956298332970662	0.109794834531053	0.473723334377381	0.173399388885507	0.278230792708881	0.0822503677675221	0.334875685973673	0.0673237911801975	0.113849507954512	0.473137771775721	0.53671977868941	0.0461422825083918	0.140937788803084	0.251988959113333	0.193963292143547
cg00718513		Body	0.225154419537463	0.657034039983364	0.217867382477792	0.171192165970749	0.122374671728802	0.205751524648979	0.161038964560628	0.361172621055701	0.585719240342316	0.684954518589326	0.174565649811398	0.0922516416908154	0.484306028026095	0.29582032261296	0.175325443040046	0.152053184809561	0.178627411978175	0.752354147372783	0.253254524613097	0.670885285023564	0.14768063302896	0.141955370494872	0.505211939717632	0.228659815741135	0.196128826704199	0.701094110819713	0.646819769020042	0.77182133421899	0.163155857985219	0.669679151488028	0.533497648259652	0.526994494671032	0.340330036970271	0.183050385566854	0.589050817687194	0.663514413586071	0.251389575961895	0.371046556522046	0.696917586745112	0.635911572558764	0.259451966399616	0.704902986159466	0.152289286523145	0.200445851167009	0.591757173480084	0.0826836790127461	0.318981735974312	0.757178722475522	0.170630161340488	0.559910170748311	0.14034722199859	0.195926410932078	0.0969417557909448	0.139538957217728	0.689864589366731	0.210496950728529	0.374592108148237
cg00904483		3'UTR	0.632831765258871	0.925538183971119	0.59738117511856	0.657533538551098	0.922757761822805	0.91269204063523	0.90401118708636	0.881434489944771	0.79647119697507	0.899200381659595	0.915824066384034	0.905888337209133	0.742367822823168	0.820992154644776	0.904086420593083	0.898940847672206	0.918473762870757	0.939560064772886	0.936402972825483	0.943688787229785	0.803124222200488	0.926691883495452	0.958325269823245	0.949813682630821	0.93981145633171	0.932252831991336	0.921335418768698	0.914821124784194	0.926073377206231	0.953344990991705	0.808985420757351	0.94223465592386	0.935654917456695	0.671209284705694	0.924717575778363	0.936471405308404	0.881368803291692	0.935742208691739	0.897069624096358	0.937700332096225	0.954750554569097	0.91352857117204	0.9489227632451	0.940764946101042	0.946051904359008	0.724724012431416	0.919335886200355	0.877885492019963	0.944177119251097	0.896194883770958	0.929996684248179	0.943258586433705	0.881439754088929	0.962060468279085	0.851742540941729	0.912730835397021	0.939490064616933
cg00953256		BodyTSS1500TSS200	0.353482584595865	0.586295657517665	0.518084164096721	0.687470488948307	0.614501256636214	0.399291980971503	0.579747018193374	0.600359290411911	0.148248684518045	0.48224137722135	0.534519084355026	0.166978116776407	0.320397123788384	0.487440443114855	0.206350183597841	0.214258943493366	0.351299834574843	0.321192025065174	0.420522196384326	0.627629018559136	0.411795135389564	0.581896317902314	0.722323572371705	0.742228884343063	0.723274939202295	0.475541042143525	0.267289464879844	0.497187529518962	0.5483219618687	0.431574521328121	0.346304625431436	0.456392068460692	0.365549139218092	0.65193152394512	0.445462822254883	0.495170663565119	0.687418341036758	0.751068349158954	0.172767502738577	0.594537476894885	0.652593569579258	0.573327124091529	0.530341688121324	0.397062778863672	0.640509489870765	0.66883533834455	0.551018984584581	0.203482685474739	0.533271718873744	0.320710155989758	0.360992396780875	0.71155172965303	0.678532460701607	0.266935853531035	0.551215117950731	0.482444361056819	0.537482262035962
cg01134491		TSS200	0.0356967819765848	0.0448919578164184	0.0345825742390771	0.0368165267061743	0.0364022248501619	0.0236075692391573	0.0361023880789042	0.0425364038177681	0.0342082460346432	0.0301663695178714	0.0255283965013071	0.032216416639588	0.0302853333612612	0.0400271178701765	0.0319480474209575	0.0270442694658792	0.0296215272244027	0.0308456915935159	0.0502758645692737	0.0365443820805717	0.0307488721129854	0.0290050999392225	0.0477057389688296	0.0316175392219408	0.0361328734781471	0.0338762368223811	0.0399532489784757	0.0348832449669691	0.0317928094879954	0.0281157257939172	0.0365515480425781	0.0360293091744401	0.036594252354512	0.0461446906307614	0.0298631220896784	0.0324844216074992	0.0304510124503116	0.0308476941968571	0.0256023703400023	0.034123146799532	0.0397297013689465	0.0467089926093455	0.038312653129126	0.0409190206775256	0.0313644069799653	0.0480674467272843	0.0341254794742095	0.0308216989267236	0.0231455565818407	0.0266863426746938	0.0425565754623793	0.0257646957359431	0.0383068998370471	0.031966439228185	0.0385025948843985	0.0519296794663502	0.0320335731027444
cg01169726		TSS1500	0.070637166864164	0.105490612126727	0.0754082450109014	0.0843574596873829	0.0802594290901389	0.0666813088690685	0.0878791388919722	0.182303606023541	0.0576851433203498	0.0517619864631296	0.0659881799954769	0.10946162756631	0.0565592518255207	0.0885424828143642	0.0560018483827605	0.059995893648399	0.0655969553595473	0.113334447864727	0.0896652469855567	0.121735229596316	0.0623659613830087	0.0594936102773096	0.0794804589646567	0.0674507374108729	0.109148650020323	0.183710790730896	0.0600270362588347	0.0644410489519035	0.307407940597126	0.26738028080869	0.0906153445540255	0.114215790034205	0.0625303965350511	0.078357984691263	0.0645620465318912	0.110916529295001	0.0655967911694886	0.192126391049241	0.171915932323126	0.0727615269340415	0.204055059805208	0.0826113763972463	0.0645100151642969	0.0802220565894384	0.171312273641601	0.0637329208778673	0.125166822791742	0.202366644051631	0.0822042443654896	0.0968000721766761	0.173422418963505	0.0739000405145389	0.055394803813351	0.071544009832882	0.0987992781828516	0.185362228916413	0.0979338697871079
cg01226883		NA	0.050341369433499	0.0532240169203163	0.0339426368812233	0.0552610156286563	0.0412706292935852	0.0409593526248764	0.0403494574077936	0.0435507875946101	0.0315700232357536	0.0317293797839742	0.039865664084756	0.0406213365106297	0.0429936846672863	0.0417588339867686	0.0540010042632673	0.0311530416813242	0.0296634866377607	0.055100700583012	0.0348727372838719	0.0386140888541526	0.0404208800358396	0.0456412998439946	0.0392604373588322	0.0415694950277255	0.0342028536473216	0.038994629347322	0.0374908414011803	0.046792279056896	0.0427947271651875	0.0528805985236824	0.0428111069149512	0.0454233854548155	0.0549049916603779	0.0501825387815369	0.0303790543975842	0.0513599493422505	0.0374915604964515	0.0589122287894269	0.0398665734301036	0.0394792612922697	0.0515205102336952	0.0369070334095439	0.0428827584966733	0.042965228285486	0.0495463733633703	0.0448695347512654	0.040240136849235	0.0682304202262614	0.0389723319615142	0.0369839781223981	0.0471779760737086	0.0370817016961735	0.0390834158722801	0.0512953476596584	0.0406844950893828	0.0393149008257742	0.0437691108352329
cg01228636		TSS1500	0.0632194817743597	0.223763555554543	0.106699991402147	0.0576355863583586	0.0712812997975218	0.218822591655793	0.0467416197388088	0.221220765770906	0.0394540137060823	0.047258889083248	0.38927664467666	0.0865095133989646	0.0915609460154782	0.0461769748347577	0.104145717455769	0.0451708732456984	0.0568841809968449	0.115949542689965	0.212524807741335	0.0573995602363273	0.085011545171187	0.644840480016602	0.904065106892851	0.0512606226619305	0.0448982973035362	0.0727677732858143	0.0775294066913113	0.0755407579958559	0.885560311452753	0.113274952599192	0.047594418244393	0.0656902657586158	0.0500982384684635	0.0563379194918262	0.0816836751189379	0.0358542692712162	0.0764736724097383	0.14837413305337	0.126560528526489	0.0746984079326263	0.0514970593116692	0.225963674091582	0.072764575863469	0.0688697997276098	0.16180716377795	0.068358376116988	0.0729528941560609	0.0509093441097976	0.103867602317502	0.0551272363111064	0.1508644827161	0.0828578880264471	0.0722537102500636	0.114304549645299	0.129949205487966	0.248355962404948	0.0379884387190016
cg01355739		TSS1500	0.441359500137589	0.43343903881134	0.842923823172961	0.858758272522674	0.538937524892405	0.552044992714898	0.477233325751635	0.877818066755163	0.545861624060044	0.731889789786325	0.645728174295067	0.92874994695444	0.619935902021141	0.539097351270685	0.514370811916313	0.458558131778818	0.516506618176488	0.547053347788185	0.709357624255172	0.812644580889132	0.836642346807471	0.526575601451192	0.575046643217326	0.89529640960456	0.500620830047891	0.522408012817347	0.581835728801803	0.486916066930096	0.582451111071123	0.578396499969024	0.43925531771854	0.603884098711846	0.553136978622011	0.664671649376453	0.61219649400595	0.632430702608951	0.432416164373726	0.748690539722228	0.360846268098681	0.584405369450759	0.81279857128103	0.540420807565209	0.509873310971779	0.442058938932952	0.757990316506299	0.598071457129601	0.410978386321281	0.573147402340016	0.584314107674477	0.621350006091496	0.583275773555063	0.605926402517343	0.923871329558664	0.904600070001334	0.538118039374768	0.78475315064606	0.574910465307672
cg01401376		TSS1500	0.0644315749355796	0.0556805488560148	0.0582763487930879	0.647550083341104	0.0584208424297267	0.0467965832377249	0.0543270634006543	0.0794455515063255	0.0454200206812666	0.0515868303854446	0.0912396482488332	0.0602719211064522	0.0658009216571929	0.0889744462507247	0.0413374072961532	0.0585095312445955	0.0504634902351338	0.057478516433333	0.0636240487966254	0.061482600770679	0.280597336685919	0.0527902938351485	0.0752982532722302	0.05518515238962	0.0484038497024294	0.0612507803530999	0.0577293932207279	0.0495397841172899	0.0483165955901135	0.0670481859741175	0.0548946249231018	0.026454858454801	0.0967736361595313	0.0469851558085259	0.0658520219335568	0.18236964207975	0.059276087373532	0.121361411070188	0.0426549353113172	0.0398672856542812	0.439349673917979	0.0611137016550241	0.112568981355107	0.0544710523009899	0.0517479117684206	0.0540601889321473	0.0404089820345526	0.0588201989263382	0.0617041319170455	0.0713405874845225	0.0546924281642962	0.102949742923031	0.0580311425392363	0.0719273784570624	0.0714270071839847	0.0546880904778754	0.0503572105951659
cg01407244		BodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBody	0.186527516148203	0.346340035473803	0.893021823456272	0.75914504550173	0.0974343957685372	0.100259670833287	0.0643234734434555	0.790055095499545	0.0682987856297761	0.0433099845577898	0.351880286484912	0.52479634913231	0.537420897377949	0.184665449184809	0.157049300367787	0.809992832380643	0.0406345600535746	0.0929936060429842	0.275784171547696	0.31320235886249	0.0287465800878502	0.270510671037791	0.118923308653375	0.57222414087928	0.32435681708215	0.135482361528746	0.194450192080848	0.0939988502647038	0.457091642480888	0.346270930276532	0.499704547336945	0.435978439127826	0.0808264057544151	0.525779734687645	0.408665862400894	0.0691675028460727	0.0390538070661701	0.396989510738363	0.0631572936467544	0.411415490459062	0.535320976053349	0.544896458187809	0.118784326904501	0.357545191608236	0.19696199178035	0.737955707916076	0.106830261222107	0.0943468882877006	0.134752269917787	0.126270593203632	0.226908319319253	0.0687778794040485	0.396598644911832	0.808537211416169	0.582692784030096	0.831302779581111	0.0811054321653927
cg01488147		NA	0.911743141806906	0.918523114412061	0.883406738830981	0.907916895096674	0.889986676015215	0.902587924294941	0.87480710068751	0.911384169993205	0.915066300091798	0.912108942342183	0.893954214568735	0.902403355300916	0.880853417754862	0.899194598587772	0.900217743131937	0.868737802698206	0.916374478627478	0.906678642713297	0.91998547431474	0.914917866713543	0.881937771173416	0.907325846689423	0.914873845393571	0.917511260445768	0.900003194684916	0.89922767432108	0.895481510776953	0.921072723327826	0.910323373209628	0.912129406847322	0.890890473400501	0.932699036847471	0.913170713673178	0.905619260358805	0.930053396564066	0.882295582976189	0.881297421664703	0.90242578885958	0.85161390043676	0.910251462144836	0.889381043566693	0.899893838680742	0.905153276751089	0.927102009469503	0.90356113526886	0.935924121938423	0.914138056470629	0.922194459402822	0.917039504611645	0.882443353286828	0.904503594892012	0.902962879175513	0.92675132513422	0.910421777649593	0.900278419176122	0.923717420262655	0.90582978453991
cg01505590		TSS1500	0.0176024498745672	0.0172094373255677	0.0173847801540091	0.0178854300573064	0.0182836751112745	0.0169698579802345	0.0166008618021122	0.0164452098570333	0.016621168238598	0.0155038794122881	0.0153229596870917	0.015661027380806	0.0150940375333849	0.0173685526376072	0.0201883877892447	0.0206310828869759	0.0153827668313577	0.0169232571413957	0.0169581880049121	0.0173297806933459	0.0167359596416529	0.0141378093393644	0.0188290382101978	0.0161052551032451	0.0184404563739549	0.0208777702029887	0.0190198135024185	0.017251411542066	0.0178347068824403	0.0179473346860819	0.0179709239721967	0.0157789486016778	0.0186389062250971	0.0208535248512945	0.0181391633235931	0.0162925025657024	0.0187356797975972	0.0209746587069728	0.0157450793597707	0.0172126698923659	0.0189928284128282	0.0174197596559531	0.0194175510355036	0.015137161751442	0.0151984720900973	0.0188404581215833	0.0171875291619881	0.0183671402084494	0.0182187485046744	0.0205513948344959	0.0195503955427209	0.0183970125726384	0.0183284828025277	0.0176640324333791	0.0173001262672689	0.0224601218709585	0.0145680850255609
cg01520924		Body	0.0275526167580329	0.0605363282374634	0.12107736462095	0.104577290753714	0.118084728631516	0.0561706198013092	0.0303511539703926	0.110378141450087	0.0266131903716917	0.0307700249345573	0.032430795213426	0.0295199282197287	0.0383692191891626	0.0759714352462888	0.16417551883095	0.0281943865168255	0.0291562726505693	0.0994765358322021	0.0724290700036345	0.0757237019360252	0.0254873044130689	0.0958486233550595	0.0346468264131912	0.0315176987298925	0.0515837799886381	0.0456296755925751	0.0355460216094717	0.0269506573840214	0.134165911638464	0.0471843052092797	0.121105093052398	0.0892022742858588	0.122629675575983	0.0473883506546999	0.0854578980329257	0.060872170552649	0.0429044488385354	0.279514564410264	0.0213755784311764	0.0354333535935867	0.0986546151388612	0.101182850071915	0.121010689380033	0.0399849490667455	0.0881547325066457	0.482834846568651	0.117461945853821	0.0361287660744922	0.0268615850510319	0.0587105851367989	0.0763040103372851	0.0608251100808419	0.0513600584342708	0.0304748254710327	0.0652973163223141	0.0713561532698671	0.0961246699614125
