Composite Element REF	Hugo_Symbol	Group	TCGA-3G-AB0O-01	TCGA-3G-AB0Q-01	TCGA-3G-AB0T-01	TCGA-3G-AB14-01	TCGA-3G-AB19-01	TCGA-3Q-A9WF-01	TCGA-3S-A8YW-01	TCGA-3S-AAYX-01	TCGA-3T-AA9L-01	TCGA-4V-A9QI-01	TCGA-4V-A9QJ-01	TCGA-4V-A9QL-01	TCGA-4V-A9QM-01	TCGA-4V-A9QN-01	TCGA-4V-A9QQ-01	TCGA-4V-A9QR-01	TCGA-4V-A9QS-01	TCGA-4V-A9QT-01	TCGA-4V-A9QU-01	TCGA-4V-A9QW-01	TCGA-4V-A9QX-01	TCGA-4X-A9F9-01	TCGA-4X-A9FA-01	TCGA-4X-A9FB-01	TCGA-4X-A9FC-01	TCGA-4X-A9FD-01	TCGA-5G-A9ZZ-01	TCGA-5K-AAAP-01	TCGA-5U-AB0D-01	TCGA-5U-AB0E-01	TCGA-5U-AB0F-01	TCGA-5V-A9RR-01	TCGA-X7-A8D6-01	TCGA-X7-A8D7-01	TCGA-X7-A8D8-01	TCGA-X7-A8D9-01	TCGA-X7-A8DB-01	TCGA-X7-A8DC-01	TCGA-X7-A8DD-01	TCGA-X7-A8DE-01	TCGA-X7-A8DF-01	TCGA-X7-A8DG-01	TCGA-X7-A8DI-01	TCGA-X7-A8DJ-01	TCGA-X7-A8M0-01	TCGA-X7-A8M1-01	TCGA-X7-A8M3-01	TCGA-X7-A8M4-01	TCGA-X7-A8M5-01	TCGA-X7-A8M6-01	TCGA-X7-A8M7-01	TCGA-X7-A8M8-01	TCGA-XH-A853-01	TCGA-XM-A8R8-01	TCGA-XM-A8R9-01	TCGA-XM-A8RB-01	TCGA-XM-A8RC-01	TCGA-XM-A8RD-01	TCGA-XM-A8RE-01	TCGA-XM-A8RF-01	TCGA-XM-A8RG-01	TCGA-XM-A8RH-01	TCGA-XM-A8RI-01	TCGA-XM-A8RL-01	TCGA-XM-AAZ1-01	TCGA-XM-AAZ2-01	TCGA-XM-AAZ3-01	TCGA-XU-A92O-01	TCGA-XU-A92Q-01	TCGA-XU-A92R-01	TCGA-XU-A92T-01	TCGA-XU-A92U-01	TCGA-XU-A92V-01	TCGA-XU-A92W-01	TCGA-XU-A92X-01	TCGA-XU-A92Y-01	TCGA-XU-A92Z-01	TCGA-XU-A930-01	TCGA-XU-A931-01	TCGA-XU-A932-01	TCGA-XU-A933-01	TCGA-XU-A936-01	TCGA-XU-AAXW-01	TCGA-XU-AAXX-01	TCGA-XU-AAXY-01	TCGA-XU-AAXZ-01	TCGA-XU-AAY0-01	TCGA-XU-AAY1-01	TCGA-YT-A95D-01	TCGA-YT-A95E-01	TCGA-YT-A95F-01	TCGA-YT-A95G-01	TCGA-YT-A95H-01	TCGA-ZB-A961-01	TCGA-ZB-A962-01	TCGA-ZB-A963-01	TCGA-ZB-A964-01	TCGA-ZB-A965-01	TCGA-ZB-A966-01	TCGA-ZB-A969-01	TCGA-ZB-A96A-01	TCGA-ZB-A96B-01	TCGA-ZB-A96C-01	TCGA-ZB-A96D-01	TCGA-ZB-A96E-01	TCGA-ZB-A96F-01	TCGA-ZB-A96G-01	TCGA-ZB-A96H-01	TCGA-ZB-A96I-01	TCGA-ZB-A96K-01	TCGA-ZB-A96L-01	TCGA-ZB-A96M-01	TCGA-ZB-A96O-01	TCGA-ZB-A96P-01	TCGA-ZB-A96Q-01	TCGA-ZB-A96R-01	TCGA-ZB-A96V-01	TCGA-ZC-AAA7-01	TCGA-ZC-AAAA-01	TCGA-ZC-AAAF-01	TCGA-ZC-AAAH-01	TCGA-ZL-A9V6-01	TCGA-ZT-A8OM-01
cg02723372		BodyBody	0.898198499028005	0.875933572052551	0.898685199405815	0.880305944364941	0.922323105385443	0.904526983581216	0.826701248449595	0.948055252582752	0.923365462920237	0.869247224593931	0.870907123528961	0.886902876148763	0.866992702930799	0.920565868324067	0.93566889184614	0.896545147976383	0.895397540419634	0.923379519033545	0.873847463334779	0.899963674490913	0.879532525674043	0.903878067634681	0.888792199742781	0.880564136982745	0.911351261899507	0.913783425869322	0.889669998994095	0.90379215075386	0.889567331842586	0.864726384627764	0.907588271288077	0.855494048572562	0.93978558456162	0.923890700390073	0.884127992752256	0.886781835710268	0.909934245618795	0.866821093275243	0.928862420733017	0.913224333092948	0.896444471701915	0.881457673093211	0.922356663712691	0.900966307639422	0.882128635342934	0.917274918821517	0.887737423367274	0.90519226303126	0.899836075225181	0.936242675778876	0.914530631462099	0.912756737534804	0.853515595319467	0.905536884515863	0.883915124331533	0.909431766346616	0.853413230001266	0.897346305556405	0.929625789893003	0.919383140169515	0.87143850008604	0.817295168497815	0.860778640420969	0.902805995154381	0.933870152809643	0.886283263765623	0.908993202003136	0.9072628646713	0.909297898290215	0.948287310085369	0.875160098047681	0.849697566859772	0.905650106080728	0.906406113974912	0.906388347329716	0.855822164379735	0.829625162203274	0.920918954210698	0.878595451096075	0.893610692612616	0.878056880422241	0.899747369643416	0.896024694941599	0.888252787865574	0.866698645657853	0.891246261018522	0.916141692415544	0.907261304579107	0.931443938922013	0.912690808989147	0.886215408644871	0.899114541765914	0.887292068352727	0.891336929691495	0.869529080059127	0.8992804435065	0.908405170551487	0.891035930931788	0.853116961713083	0.884767949824926	0.918267044478677	0.908426110612683	0.898011527939235	0.909114520350572	0.918675316879098	0.878245130408959	0.913332505373397	0.887207899159396	0.874453894875165	0.904362483608459	0.882112198858373	0.930552482002679	0.897837694026224	0.900351350998413	0.92157823567738	0.909850231692183	0.891859116133865	0.841435914017446	0.934015120199039	0.897236586609687	0.888916831186538	0.883812914478666	0.909708326407526
cg02723533		Body	0.988786344762012	0.988801781701792	0.985626441148666	0.987725153371034	0.986193859098935	0.988347585299791	0.303595238728487	0.989784147480888	0.989508022150721	0.988349795144233	0.988376541161078	0.9891623460532	0.985588268482444	0.987678664722918	0.813890651455746	0.988254422651762	0.988950070332748	0.988988720941905	0.987580389519919	0.990975044796481	0.989956053390504	0.985614694100493	0.986987906348642	0.98864327039398	0.988026077929381	0.986987142017549	0.620344797603469	0.989526570548407	0.328495685320134	0.985158041725496	0.985827926585082	0.988100124808501	0.990127081867474	0.987271214820031	0.988168440906863	0.987887567052523	0.991018735809751	0.987646976652307	0.987981252339581	0.988262649155215	0.989767776632221	0.988982574065461	0.988184426387695	0.988974182113226	0.990131928167481	0.98992809938942	0.989197838036857	0.98792919921953	0.989646005826043	0.987036389151789	0.989423438379487	0.988245685131988	0.988631251827054	0.984409327664511	0.987953461899951	0.991413096447116	0.987337107449377	0.988106623578067	0.987925510372018	0.98840206260532	0.986725190644145	0.988374636824564	0.975328643714676	0.990023390005766	0.98729343374612	0.981406902805447	0.989771382744775	0.975176241937713	0.987908072249106	0.990234578563112	0.99021228097573	0.989802250899024	0.989466091680436	0.989436695844482	0.986729035690231	0.98948530029891	0.975898688056144	0.988850363117208	0.986998284018109	0.988612833447659	0.481460648313483	0.518776742242213	0.988085189123706	0.986394804508324	0.986846717392632	0.986689836647929	0.987570139072676	0.988443531740808	0.982784227694002	0.985156027548064	0.989512908678152	0.987528732266315	0.987823987201509	0.987890937934273	0.398097494477544	0.988659114621622	0.989921214226208	0.98912076384036	0.527486467851578	0.986387822633782	0.987924054947107	0.987903092509976	0.987543589575544	0.990248604282627	0.988049969385199	0.98638478204712	0.98828711552306	0.828195498322836	0.988075408189958	0.988320603276998	0.978291506173545	0.985350632948887	0.98753637534368	0.988067184398676	0.984791149969823	0.985675592408708	0.988356539185093	0.542631585461351	0.986927209960423	0.98658771211342	0.988472232465924	0.988710540298336	0.988037106583504
cg02793099		TSS1500	0.515769209439568	0.503527007032809	0.574250068668594	0.508768577414845	0.456125743803944	0.519383990700205	0.936694800276822	0.624781311245097	0.486928407200317	0.468092691270124	0.566806459398895	0.482644622725301	0.511065221561376	0.451717021875412	0.67432207757886	0.533856940527458	0.391520905045006	0.512690776532391	0.518069617304847	0.535935386632913	0.537077656442281	0.482911291467481	0.431578082778137	0.482385884986253	0.352203884045565	0.346685603022079	0.689601867849027	0.56204037194096	0.909814991965759	0.57108623136392	0.618245625239049	0.499290372633788	0.589721015476127	0.528272335979277	0.517342728267185	0.553547379108115	0.48180987651586	0.601416091199979	0.535016244813945	0.433297556979851	0.604277013092602	0.524809415227671	0.615293591706186	0.637745351859333	0.483345211234239	0.492794313646838	0.46271995457496	0.542848380354068	0.511559168918177	0.520098186943798	0.494244290373353	0.542670623790463	0.539845556555879	0.568388487577141	0.463621004448522	0.518408453112836	0.505185119044047	0.565481783308893	0.559184376468267	0.46369961758735	0.493578587484898	0.513561102340175	0.532181738855546	0.523556980538809	0.518628531503555	0.44946066922278	0.488483000649445	0.45853526578316	0.518249368125528	0.481467446699637	0.494096653409949	0.56254522997758	0.49249590760404	0.507875918656732	0.51030156247365	0.553255969506037	0.379565968659267	0.712780541106299	0.552343811966281	0.486770567029337	0.856793021040035	0.740797641415294	0.540143689201019	0.560026060397036	0.489746227025854	0.520621687857744	0.473788188977885	0.538649526496345	0.486644771855127	0.569364218527555	0.520491338408595	0.485521585538965	0.547709358861086	0.710683173477501	0.44594485912761	0.482106830200504	0.328825963595008	0.457069551767937	0.845315823888827	0.481882147328305	0.615524332722721	0.391808764843327	0.454208880374839	0.492286164290485	0.507369615792841	0.439014596500586	0.548892869013449	0.434300772279523	0.466386904274175	0.527449725724394	0.492741008835328	0.439753844061226	0.432187430004051	0.491476307541573	0.464678401630691	0.581002382805759	0.70748936152098	0.74076313696377	0.442319028458401	0.512881143333072	0.423423340673279	0.224568762621106	0.493500234986082
cg02807948		NA	0.438861623799301	0.543796022668632	0.447578452881071	0.462241106006031	0.235634913116763	0.480011149614561	0.157298954758611	0.492990216802269	0.485949174590394	0.421630654468695	0.376910373640755	0.481872453557178	0.403275976680961	0.678935735812376	0.347964766100254	0.454820518799241	0.395045497268737	0.497864151081525	0.502310399498708	0.415656292614913	0.453015551651503	0.534563006825456	0.187301247371982	0.402647923874887	0.434241116058116	0.371463003736105	0.365843663965532	0.421965754313873	0.286419689084292	0.519832520199197	0.500921993917012	0.427791141949654	0.533763295687306	0.484736494234167	0.415309554440839	0.338547332658818	0.490496732444335	0.431418477232586	0.444985431108964	0.38620538319875	0.44022189188405	0.493880850920583	0.430304226078808	0.452510229593673	0.401443276646222	0.462797610526033	0.763569785728041	0.491749139677881	0.408827359633956	0.515498722587902	0.495628045782392	0.451277676930142	0.450658411963676	0.41998630463209	0.274471948349957	0.56467922056396	0.365837631550292	0.419402529917245	0.453835652115212	0.629652253687354	0.370976443170676	0.448521292941228	0.337480242876588	0.392699016297867	0.404402798916473	0.173817501537194	0.721439287304819	0.67510603231654	0.123711114074594	0.365002350891405	0.285252856617327	0.459092749769692	0.322504519303302	0.448901985973314	0.493656473496687	0.39748550654702	0.417187046543938	0.272619631513538	0.399708158847648	0.3787441797095	0.206218178884246	0.351172736566713	0.467571223192302	0.37179047958945	0.453658583856786	0.422168210209538	0.556240076158211	0.285673466032254	0.279547213006503	0.449394078829752	0.584109799904308	0.529730420985844	0.408042020269351	0.341546278553898	0.196489356734942	0.498245057024091	0.412833559292769	0.36919217664523	0.34989106158637	0.108865940442161	0.454438537723212	0.493039642801355	0.526852305494555	0.52716703687579	0.467679018926064	0.354483250433708	0.570988970924016	0.39377278330413	0.59788201941376	0.373406520879184	0.217770149960303	0.368757943023888	0.433931280930241	0.4698798768928	0.47284900399127	0.433834729290873	0.286789618938681	0.27771875598023	0.455239769863359	0.389026705873426	0.491946280084771	0.652387551312447	0.449662773414964
cg02938601		NA	0.0291079533193995	0.0329136470806529	0.294010453132882	0.038625241372611	0.0371306762219045	0.0526299839271581	0.347503514956101	0.0309622893589517	0.0554570573931245	0.0410630992963947	0.0545826548318459	0.0485661468531536	0.0414817464743512	0.455947392415119	0.0446258385637598	0.0517137232420219	0.0803253439110168	0.0324295367436704	0.0273458049598842	0.0351318513221778	0.0518857067695828	0.0627531301173474	0.0291148613905093	0.0331764291786053	0.0378141892041236	0.224913843763977	0.389918576466382	0.0440798861978246	0.563750183475902	0.044180110431281	0.0342331243239408	0.0366739159506174	0.0406046023252792	0.042268725930905	0.0318895183406304	0.0323469402969356	0.0391588039454298	0.0403275098045165	0.0345657825998978	0.0295088230595955	0.0355411371704499	0.0798281780959979	0.0549161929312791	0.0278034764332167	0.0430406167806769	0.0574942128613264	0.925550053206437	0.0289073200018471	0.046907979637531	0.0425322115982879	0.0399100822543218	0.0331030908849905	0.0261312889223277	0.0447868436098386	0.0398672385128067	0.144403489475075	0.0752285560111511	0.0763327551326021	0.0325272061803723	0.0382090313845694	0.0413126671967576	0.0308660201460131	0.0539733927268209	0.0320056745570028	0.0795540371661275	0.0332008185622779	0.0524778316659206	0.0373894386515602	0.0710134318486574	0.0537444341909989	0.0413882060267958	0.0293117487287554	0.0228417794024149	0.0777687132917687	0.0497578354454976	0.0315217030168542	0.0336573151694936	0.410532934193753	0.36032225084799	0.0897226979870362	0.441828007119455	0.259187364501804	0.065064132954424	0.0585441213175375	0.0521271141778567	0.0345157284152005	0.0271211246651553	0.0303794818058985	0.0335684477160822	0.0276998000115897	0.0293480823996116	0.363605036124517	0.0246780819648381	0.278072748355387	0.0336052496049438	0.0301278482192567	0.0302026204301886	0.0308532496050413	0.646498447140174	0.0407065878501066	0.0276215201276639	0.0294527318013309	0.0413980380871085	0.0291581108799541	0.0281436172298897	0.0376046286875808	0.026013925776999	0.0341361211602443	0.049226974164857	0.0279261965669497	0.0408334618896104	0.0271012179583847	0.0249797674158169	0.0265438946778141	0.0301833975664455	0.0433154874177214	0.576187834944302	0.0205629187476964	0.184780656395251	0.0420083601310512	0.0539453338317248	0.0405543688181617	0.0412514145115303
cg02978542		NA	0.0398496023276913	0.0404745533195518	0.0619766504304898	0.0424215083997809	0.0464203959060017	0.0787707028146061	0.0452965227772519	0.0393470602005375	0.0479101576325454	0.0406771480464973	0.0538142413821313	0.0531117481479554	0.0506075909109329	0.0493892211262694	0.0451395804250293	0.0421187981398237	0.050106040918686	0.0419018527326996	0.0388514661006437	0.0341556619952736	0.0488451952600532	0.0432897082466495	0.042819463369792	0.055371229847835	0.0568064710908355	0.0367838084964861	0.0371217470769437	0.0581123464245341	0.0467821801356066	0.0536372610159969	0.0576333749968635	0.0497939983852368	0.0508424323324973	0.0538950985178121	0.0337215057622669	0.0478878173689671	0.0493495110297186	0.077671557974982	0.0484421886020361	0.0426809954149729	0.0463788980069273	0.0298091218396594	0.0423198369178385	0.0399720903713673	0.0479812301557793	0.041725182737974	0.0375588032600747	0.0477739423249901	0.0544490216655386	0.0629168986831867	0.0430151385068205	0.0417401267961067	0.0439116046315114	0.0432411657961564	0.0471426634019853	0.0476481586443618	0.0434445092855143	0.0516631971444639	0.0426326307083206	0.0532008130684671	0.0418191417904734	0.0519736881624941	0.0519584333864686	0.0443873433204697	0.0499306711318539	0.0469845503258358	0.0574471926261259	0.0337037525726769	0.0547317063701119	0.0305033609769411	0.0488840255013422	0.0554876837600791	0.032043591519764	0.0509391408076794	0.0425108738493469	0.0376187836598905	0.0341300259949694	0.0452708002669413	0.0517372320520529	0.058133445359998	0.0411535346775537	0.0420136547528749	0.0592639491978343	0.0499987982151485	0.0512750986530243	0.0449225351773127	0.0488845344013488	0.0531274853889936	0.0504781234909345	0.0466371062796774	0.0435442829469	0.0532887400500321	0.0447789785942368	0.045530882940661	0.0500542637399191	0.0508661573804491	0.035965904438768	0.0392011053600494	0.0470286334883186	0.0587464381195842	0.0497842923200907	0.0505049253642261	0.0493610109597169	0.0480934093025107	0.0538553679360172	0.0478361756539159	0.0444713733964597	0.0467322794023786	0.0500877242148611	0.0514548655558775	0.0582597422956757	0.0402393340082344	0.0518015297031137	0.0390379132424094	0.0473726807425805	0.0472525023004764	0.0506078459219914	0.042021893300608	0.0497980940571218	0.0575322699304315	0.043833018607351	0.0805225411383643	0.0499524856190628
cg03005055		NA	0.0279436077558582	0.0269511273741417	0.0380261014155542	0.0293965193636406	0.0369074203102425	0.0329247247179932	0.0379422653408271	0.0264218072913784	0.0354724078364874	0.0326935749127225	0.0736455856665111	0.0388507177704509	0.0318131972613492	0.0306079908034134	0.0301007278884465	0.0377489236614313	0.0259990070462543	0.0368940744938862	0.0272873323022122	0.0347574400169714	0.0328631443671631	0.0414130512760075	0.0282387904853929	0.0271180558268601	0.0376884627246676	0.028323793103355	0.0292145839051675	0.0372609808559312	0.0452346268805495	0.0367225748940553	0.0283892151576308	0.029100123573923	0.035856271644125	0.0379204963980261	0.0315644926475171	0.0317229090936734	0.0408758521377838	0.0314393382189077	0.029018972669029	0.0287476730623535	0.0341982795230134	0.026617435920711	0.0267934317202472	0.0313190979751413	0.0342029632666029	0.0344484914326071	0.023517223095198	0.0294026510795171	0.0313035149586043	0.0296527111488507	0.0301129352014426	0.0344284859361006	0.0314413883200307	0.0222289541280589	0.0251509754488683	0.040113637221005	0.0418681947598204	0.0358212244907759	0.0306934568152704	0.0324294009109019	0.0383771567888834	0.0410131241913261	0.0370431901950054	0.0319224248934854	0.037248448403734	0.0397038793440035	0.0466481964397972	0.029804134932318	0.0453419259787213	0.0344038294845086	0.0277895727011436	0.0379286376375879	0.0274811997781329	0.0308075309728725	0.0273034358896664	0.0331030544728303	0.0223223581235314	0.0310966662219253	0.0326334213203888	0.028865291394946	0.0354653150347702	0.0348671906531394	0.0283965708015664	0.0311598997433419	0.0280757623634049	0.0333507337010641	0.0305186490388213	0.0256305270909011	0.0266874784568592	0.0324591755449916	0.0301843859974629	0.0262941982889208	0.0309201685342186	0.0302903337224177	0.0363846516309546	0.0326887959239239	0.0227183567677021	0.0311355421152992	0.0282896625237152	0.0231998925492194	0.0314213169643627	0.0338368815874583	0.0388489825437573	0.0276876420553117	0.0237059999313998	0.0259169248437361	0.0283534972684027	0.0266801303205196	0.0346295355671128	0.0283656498314722	0.0292537476510723	0.0357474729276101	0.0274977442673961	0.0320451903940217	0.028767450592609	0.0300436332551882	0.0303465924225088	0.0283739558630475	0.0332630057110696	0.0377368974479039	0.0273590248664116	0.024358403374387	0.0337657395272777
cg03085377		NA	0.328398389261178	0.758049409633151	0.588212986063916	0.595090031485262	0.425838912558687	0.430061358187901	0.890044645877003	0.405875967893696	0.485095472253834	0.33220328830071	0.450805126784899	0.682776347462993	0.692857386139673	0.830972618420603	0.383301961766439	0.606705009982267	0.528255673361069	0.364717846359086	0.403298743219014	0.47188358614154	0.465730920403416	0.391645696375626	0.876997035103139	0.375976290217962	0.439379302541972	0.475535283324609	0.602077141566289	0.701925769866689	0.892530446519953	0.543365289087918	0.409019720941162	0.705879609420074	0.422934788140678	0.349180255883464	0.744328477246416	0.623616264438999	0.423051508128208	0.595803039915605	0.525840369755748	0.456526216529333	0.546488805447334	0.335031133347936	0.496500779954832	0.525837539427832	0.555049939475568	0.531699296302359	0.938025300586528	0.437619420228627	0.65061784942109	0.403944266834837	0.389302567222516	0.390950356436652	0.399694683365105	0.493547022010805	0.402776534885921	0.460451853344351	0.533172982441791	0.449851571063129	0.57126570130114	0.74396469857851	0.930905535149739	0.388430860918651	0.540029531172116	0.350809160494822	0.436312240044862	0.875431246788719	0.904152289604934	0.71312763711632	0.88806259319971	0.338109492615966	0.789870234381566	0.472982572088805	0.739488860017699	0.485095912451834	0.372983964279067	0.407246472543428	0.833443547560339	0.653581070979639	0.358200294040726	0.375964534550547	0.840778460148057	0.72059083654679	0.442168361052882	0.423633456613753	0.506211842603166	0.419497934201594	0.63949546679015	0.463253461411238	0.738985320092827	0.463554269016817	0.644940478857687	0.434762883521938	0.469632652128266	0.462559798173299	0.911792822235781	0.397574415856256	0.93072189794723	0.940560953018712	0.808930673739952	0.911928219891374	0.557391663271186	0.410752584356601	0.873833760520947	0.621947602328597	0.784974711333342	0.436181094168229	0.334886114568048	0.869619929453801	0.679070815934925	0.636489428772785	0.784668398434664	0.624556128692595	0.349892337501136	0.422126880086552	0.544297202691193	0.422834602617404	0.642855867747998	0.675322991904503	0.410052119261995	0.652216341081025	0.430043035940266	0.853955816068943	0.372212969538057
cg03086857		BodyBody	0.205087848434243	0.0455694129037822	0.225174840345209	0.228651881458386	0.0485844680761996	0.243360034387689	0.593138652815067	0.267575586380577	0.245605195140955	0.244578383699826	0.280600476974633	0.0597930874218746	0.0712184206998871	0.0219617641119659	0.245118361003257	0.1574016519799	0.171458010849411	0.167728797050388	0.128809079664913	0.163302695917866	0.271463049079356	0.330925585729561	0.0545946308983416	0.167524922487166	0.240982903282645	0.0953119337905472	0.137633157499431	0.196796791493651	0.135612300632218	0.094375074898737	0.14166605459581	0.206111231099119	0.209053376135237	0.228222594958719	0.0479705150753219	0.151212888495805	0.151194124215798	0.218141820207555	0.222024022343472	0.180792155712632	0.213910175781608	0.203172778038249	0.192199976339316	0.196283881387759	0.114939978893019	0.144647630382865	0.0227463800622172	0.116008447997638	0.0943606110175697	0.237956274768788	0.156397770770782	0.160557221785342	0.271178357685973	0.229691206737411	0.138469013094589	0.275791822047949	0.165989856414475	0.309696541681115	0.257158898455217	0.0897668676143616	0.0284976571475297	0.155928253473141	0.0904712764581657	0.180040505525997	0.105043062310326	0.071343765372511	0.0306746735578622	0.138495464315969	0.132017496750873	0.326239271027531	0.0214883678885573	0.189582483661302	0.0951579805151764	0.219529406454109	0.141094661703068	0.167850791891426	0.0769342725997566	0.385059361507222	0.0512266714867721	0.190360532593127	0.0642491208631731	0.15592790391765	0.245663706268177	0.165492612663346	0.156427896666828	0.231894045713267	0.15218480475096	0.197868703484858	0.158679750902905	0.254941933598453	0.181338673618838	0.115251234801178	0.288567147541067	0.183582819355651	0.0267528895567065	0.197086603831061	0.0241215388880285	0.0180359994159612	0.158950859499472	0.0305893217925994	0.220992032281902	0.236901895463204	0.0752274628190151	0.206119664865878	0.139917392198034	0.114067426861646	0.212069312120297	0.024072950464311	0.124089223443828	0.150187183847573	0.0423421312587178	0.0525653209228217	0.341966804700693	0.281558029563153	0.203577584663843	0.154459722453825	0.133515388893328	0.135378845224919	0.234854710058755	0.23479681453759	0.252664773654992	0.0914829056512578	0.175796772261557
cg03104936		BodyBody	0.370703046742743	0.431181929494074	0.525025705105896	0.61385851605112	0.36392143302756	0.60102444094578	0.433292612039881	0.600412503839682	0.661072264053878	0.711497951112266	0.778715843621859	0.386045192484605	0.726697385695706	0.891991743378907	0.718612282656817	0.289555166035184	0.432148267987394	0.606769829958675	0.531787672464878	0.785381808691378	0.690883093998931	0.637565322451913	0.404711074997506	0.62434375579503	0.594019691657922	0.606785427076649	0.472442262152982	0.620776835565464	0.302010195875843	0.545678931264551	0.368575775856455	0.589166357527311	0.750059901516846	0.618752240773125	0.461579555143897	0.646720250948451	0.76695750833783	0.66502086968249	0.701770951824662	0.594928956033252	0.675740522318892	0.531148481570222	0.663694983735348	0.711148444074197	0.380745928270038	0.554786326684579	0.938180752401832	0.693711349749174	0.395461732789165	0.663480935545055	0.7758671047308	0.721793825104646	0.72967731490866	0.478043038264049	0.507010568298894	0.912847315807619	0.795551153674176	0.640585956310184	0.751065038300602	0.317302572357362	0.146348023891891	0.612273003414415	0.554263778182478	0.643504233353585	0.666053022285201	0.343509177198896	0.223949433876616	0.287617176611571	0.526486811325266	0.582625484399295	0.60733567078322	0.651401963945695	0.713921523818601	0.653375525708715	0.524639428798086	0.484405499950636	0.40270003021936	0.803312148853097	0.319630619129791	0.653757277900048	0.115579827734693	0.449211189469305	0.529504944184408	0.597455858164577	0.63018414701895	0.746227834020029	0.691185180326894	0.541702335967037	0.740012953835616	0.57404456386081	0.66932592926113	0.599829451244609	0.747750352253975	0.381905142630983	0.371294853979871	0.553038308164117	0.36787856281165	0.0941128665498046	0.33075964476094	0.314050768498668	0.701514769614313	0.783523617200396	0.474267595863138	0.622598720606131	0.499245314324924	0.450858396792369	0.599183173296804	0.317959585766659	0.598434821679954	0.612451791224181	0.546317012916369	0.480192338525832	0.612917874449973	0.694680013573944	0.593269262433186	0.663195905965167	0.217151162402787	0.259958542605809	0.411686271482701	0.510682862670485	0.713046910087405	0.23177379606338	0.498918758272554
cg03165700		NA	0.0371421597679411	0.0563732213337188	0.0624093792592808	0.0453711948357032	0.0645130263339927	0.0564128280548409	0.074302868429904	0.0388096596105991	0.0528230859778305	0.0653237522150433	0.0637411581407609	0.0582032279588963	0.0713323562995049	0.073246816783151	0.0636352953528039	0.0662163690035112	0.0513058192186496	0.04120088343083	0.0321625397200368	0.0513072702938117	0.0543597154294334	0.0677725201368292	0.0411905028040334	0.0573452273742577	0.0586766916759942	0.0520991606374991	0.056504904788001	0.052743564826213	0.0450139727344842	0.0460181065739253	0.0559440247084507	0.0516902607628929	0.0597942331406916	0.0417982062177913	0.0519834376862843	0.0431216627525638	0.0457054577442252	0.0528101846520767	0.0408811978315919	0.0444091550895995	0.0419322672837132	0.045300553301636	0.0530919673262113	0.047010747294805	0.0606070812052716	0.0619436674005783	0.0479112320573686	0.0426285941954707	0.0803682500049049	0.0495618044975061	0.064801381962062	0.0554780501277582	0.0392441669657482	0.0355327691587879	0.0504274118702763	0.0566287267544016	0.0720363071765331	0.0476586643456415	0.0469732887122308	0.057001666418999	0.0590849525308593	0.0423354139820669	0.0776745074202607	0.0396229381035945	0.0494712551113792	0.0523027537366092	0.100619013603123	0.0397365927101693	0.0703359160865845	0.0467180737880556	0.0491238121571942	0.0515551352424211	0.036328482487596	0.0445733467786099	0.0517656567127566	0.0598004196494433	0.044031432257178	0.0507262004639481	0.0751243545479116	0.0420949753064589	0.0852049073533245	0.0442003068783498	0.0502504894083593	0.0453925630271056	0.0432981785156251	0.0502697971401383	0.0370152902630422	0.0395128338283797	0.0397737277550803	0.0396721696694042	0.0369406912203657	0.0351168596912958	0.0340868219072628	0.0460954306946886	0.0417211608681754	0.0440338494130599	0.0386532864047006	0.0646249480259037	0.0481933668393898	0.043664851694447	0.0436251248191866	0.0359320003263791	0.0544966169043108	0.0449606961313376	0.0407344106086819	0.0570482454056415	0.0428437464058008	0.034576946932044	0.0470387855329598	0.0350033041795212	0.0426844952471722	0.0414633152028015	0.0359999306090142	0.0416372480862314	0.0346217122986741	0.0409070200304307	0.0419645539764816	0.0410111102442082	0.0419471335812936	0.0545728120640264	0.0393233965676993	0.0460207895486915	0.0413168929099591
