ID	chrom	loc.start	loc.end	num.mark	seg.mean
TCGA-KL-8325-11	7	124163766	124164127	3	-1.0309
TCGA-KL-8325-11	7	124164636	158385118	18003	0.0014
TCGA-KL-8325-11	8	617667	40435969	23276	-0.0021
TCGA-KL-8325-11	8	40436427	40436774	3	-1.0436
TCGA-KL-8325-11	8	40440599	145232496	58254	6.00E-04
TCGA-KL-8325-11	9	789932	9628367	5384	0.008
TCGA-KL-8325-11	9	9631694	9631801	2	-1.2191
TCGA-KL-8325-11	9	9632921	140938752	62640	8.00E-04
TCGA-KL-8325-11	10	415240	135225087	80862	0.0038
TCGA-KL-8325-11	11	456120	74359066	38948	0.0016
TCGA-KL-8325-11	11	74364561	74364566	2	-1.6274
TCGA-KL-8325-11	11	74364730	134142530	38288	0.0029
TCGA-KL-8325-11	12	889902	105626199	58963	-7.00E-04
TCGA-KL-8325-11	12	105626933	105627084	3	-1.0311
TCGA-KL-8325-11	12	105631147	133161346	14964	0.0014
TCGA-KL-8325-11	13	19450806	107382635	51886	0.0022
TCGA-KL-8325-11	13	107384238	107384710	2	-1.2316
TCGA-KL-8325-11	13	107385235	114987458	4750	0.0021
TCGA-KL-8325-11	14	20501368	99481474	46344	0.0012
TCGA-KL-8325-11	14	99481973	99484096	2	-1.3979
TCGA-KL-8325-11	14	99484255	105988038	3090	-0.0019
TCGA-KL-8325-11	15	23687685	101884307	44524	-0.0014
TCGA-KL-8325-11	16	653459	83793995	38144	0.0031
TCGA-KL-8325-11	16	83793997	83794006	2	-1.2657
TCGA-KL-8325-11	16	83794024	89379936	2646	-0.002
TCGA-KL-8325-11	17	987221	74333126	34254	0.0014
TCGA-KL-8325-11	17	74335820	74340791	4	-1.076
TCGA-KL-8325-11	17	74351143	80917016	2732	-0.0013
TCGA-KL-8325-11	18	329586	77109240	42657	-0.0071
TCGA-KL-8325-11	19	284018	58878226	23948	0.0011
TCGA-KL-8325-11	20	455764	48294822	27941	0.0023
TCGA-KL-8325-11	20	48295466	48358558	3	-1.1233
TCGA-KL-8325-11	20	48359896	62219837	9339	0.0032
TCGA-KL-8325-11	21	15347621	30927992	9915	0.0035
TCGA-KL-8325-11	21	30931792	30931880	4	-0.9173
TCGA-KL-8325-11	21	30944546	47678774	10661	0.0026
TCGA-KL-8325-11	22	17423930	49331012	16923	-0.0016
TCGA-KL-8325-11	23	3157107	110361496	43518	2.00E-04
TCGA-KL-8325-11	23	110361509	110361790	2	1.2269
TCGA-KL-8325-11	23	110366760	154905589	20268	-3.00E-04
TCGA-KL-8326-11	1	3218610	59091759	30431	-0.0021
TCGA-KL-8326-11	1	59091918	59095567	4	-1.1254
TCGA-KL-8326-11	1	59099869	189022676	61658	8.00E-04
TCGA-KL-8326-11	1	189034234	189034776	4	-1.0983
TCGA-KL-8326-11	1	189037876	247813706	37010	0.0019
TCGA-KL-8326-11	2	484222	242476062	131276	0.0034
TCGA-KL-8326-11	3	2212571	197538677	106352	-0.0021
TCGA-KL-8326-11	4	1053934	188763651	102735	4.00E-04
TCGA-KL-8326-11	5	914233	180360469	100485	0.0018
TCGA-KL-8326-11	6	1014281	170903919	96478	0.0038
TCGA-KL-8326-11	7	705284	158385118	81300	0.0047
TCGA-KL-8326-11	8	617667	145232496	81531	-8.00E-04
TCGA-KL-8326-11	9	789932	140938752	68015	-0.0013
TCGA-KL-8326-11	10	415240	135225087	80844	0.0072
TCGA-KL-8326-11	11	456120	61622461	33597	-0.0014
TCGA-KL-8326-11	11	61626833	61626921	3	-1.0229
TCGA-KL-8326-11	11	61627606	106394390	24908	0.0012
TCGA-KL-8326-11	11	106398938	106400518	2	-1.3236
TCGA-KL-8326-11	11	106405860	123146735	11219	0.0036
TCGA-KL-8326-11	11	123150893	123151639	2	-1.6663
TCGA-KL-8326-11	11	123151785	134142530	7501	-0.0013
TCGA-KL-8326-11	12	889902	127598170	71947	0.0013
TCGA-KL-8326-11	12	127598638	127598954	5	-1.0641
TCGA-KL-8326-11	12	127603808	133161346	1975	-0.0087
TCGA-KL-8326-11	13	19450806	66452309	26725	0.0027
TCGA-KL-8326-11	13	66455094	66468073	10	0.474
TCGA-KL-8326-11	13	66468810	96065030	17734	0.0038
TCGA-KL-8326-11	13	96067445	96067494	2	-1.4218
TCGA-KL-8326-11	13	96068869	104220591	5498	6.00E-04
TCGA-KL-8326-11	13	104220984	104220996	2	-1.3149
TCGA-KL-8326-11	13	104221874	114987458	6665	-0.0053
TCGA-KL-8326-11	14	20501368	48732885	14387	-0.0045
TCGA-KL-8326-11	14	48867571	48913499	25	-1.0501
TCGA-KL-8326-11	14	48916983	65350406	10453	-0.0036
TCGA-KL-8326-11	14	65351559	65364657	15	-0.9541
TCGA-KL-8326-11	14	65371349	105988038	24556	-0.0021
TCGA-KL-8326-11	15	23687685	101884307	44522	-6.00E-04
TCGA-KL-8326-11	16	653459	83793995	38133	-8.00E-04
TCGA-KL-8326-11	16	83793997	83794006	2	-1.9515
TCGA-KL-8326-11	16	83794024	89379936	2644	-0.0126
TCGA-KL-8326-11	17	987221	80917016	36978	0.0218
TCGA-KL-8326-11	18	329586	24616319	11776	-0.0083
TCGA-KL-8326-11	18	24616548	24637254	21	-0.9528
TCGA-KL-8326-11	18	24641037	77109240	30855	-0.0092
TCGA-KL-8326-11	19	284018	31284806	11256	0.0012
TCGA-KL-8326-11	19	31288118	31288540	2	-1.1039
TCGA-KL-8326-11	19	31290599	37747707	3899	-0.0021
TCGA-KL-8326-11	19	37751463	37753941	5	-0.9178
TCGA-KL-8326-11	19	37754106	51011873	5471	2.00E-04
TCGA-KL-8326-11	19	51028007	51029602	2	-1.3037
TCGA-KL-8326-11	19	51033881	58878226	3305	-0.005
TCGA-KL-8326-11	20	455764	44175721	25193	0
TCGA-KL-8326-11	20	44176576	44178179	8	-0.7042
TCGA-KL-8326-11	20	44178657	62219837	12068	0.0035
TCGA-KL-8326-11	21	15347621	47678774	20579	-0.0036
TCGA-KL-8326-11	22	17423930	49331012	16921	-0.0036
TCGA-KL-8326-11	23	3157107	22098461	7651	0.0029
TCGA-KL-8326-11	23	22098653	22099099	3	-2.39
TCGA-KL-8326-11	23	22100052	50744872	13633	0.0014
TCGA-KL-8326-11	23	50745333	50745481	2	-4.5995
TCGA-KL-8326-11	23	50745677	154905589	42344	0.0039
TCGA-KL-8327-11	1	3218610	7956573	2957	-0.0044
TCGA-KL-8327-11	1	7960146	7961206	2	-1.3493
TCGA-KL-8327-11	1	7961294	36867234	14610	-0.002
TCGA-KL-8327-11	1	36872665	36873318	4	-0.8931
TCGA-KL-8327-11	1	36874242	119595949	49636	2.00E-04
TCGA-KL-8327-11	1	119609935	119610764	3	-1.4604
TCGA-KL-8327-11	1	119614337	180772708	19534	0.0018
TCGA-KL-8327-11	1	180773967	180774130	2	-1.3073
TCGA-KL-8327-11	1	180774153	247813706	42385	9.00E-04
TCGA-KL-8327-11	2	484222	183053658	97915	1.00E-04
TCGA-KL-8327-11	2	183054995	183059200	5	-0.9382
TCGA-KL-8327-11	2	183065934	207691896	12332	0.0034
TCGA-KL-8327-11	2	207692413	207692427	2	-1.3804
TCGA-KL-8327-11	2	207695335	208154038	317	-8.00E-04
TCGA-KL-8327-11	2	208155834	208156056	2	-1.4147
TCGA-KL-8327-11	2	208156375	209573138	848	-0.0033
TCGA-KL-8327-11	2	209573712	209575577	2	-1.3402
TCGA-KL-8327-11	2	209575592	242476062	19868	0.003
TCGA-KL-8327-11	3	2212571	197538677	106368	0.002
TCGA-KL-8327-11	4	1053934	162193979	89006	0.0026
TCGA-KL-8327-11	4	162194344	162205111	15	-0.8318
TCGA-KL-8327-11	4	162220337	188763651	13714	0.0035
TCGA-KL-8327-11	5	914233	45154301	25866	0.0012
TCGA-KL-8327-11	5	45157427	45158875	2	-1.0944
TCGA-KL-8327-11	5	45161432	100133268	26820	0.0014
TCGA-KL-8327-11	5	100133827	100133910	2	-1.6148
TCGA-KL-8327-11	5	100135050	180360469	47808	5.00E-04
TCGA-KL-8327-11	6	1014281	167234596	95461	0.0012
TCGA-KL-8327-11	6	167234990	167235233	2	1.4544
TCGA-KL-8327-11	6	167237848	170903919	1013	-0.0035
TCGA-KL-8327-11	7	705284	158385118	81316	0.0026
TCGA-KL-8327-11	8	617667	3252114	1226	0.0095
TCGA-KL-8327-11	8	3252267	3253248	2	-1.0479
TCGA-KL-8327-11	8	3253542	8723651	2268	-0.0024
TCGA-KL-8327-11	8	8723810	8726004	2	-1.1554
TCGA-KL-8327-11	8	8726140	42189719	20932	0.0025
TCGA-KL-8327-11	8	42189778	42193542	3	0.9903
TCGA-KL-8327-11	8	42199435	145232496	57091	4.00E-04
TCGA-KL-8327-11	9	789932	140938752	68019	0.0045
TCGA-KL-8327-11	10	415240	14500382	10226	-9.00E-04
TCGA-KL-8327-11	10	14500774	14501236	4	-0.7833
TCGA-KL-8327-11	10	14501835	27913008	8754	5.00E-04
TCGA-KL-8327-11	10	27914696	27915810	2	-1.2472
TCGA-KL-8327-11	10	27917036	75928178	24453	-0.0044
TCGA-KL-8327-11	10	75934509	75950107	10	-0.9263
TCGA-KL-8327-11	10	75952670	135225087	37408	-0.0023
TCGA-KL-8327-11	11	456120	23724269	15052	-0.0013
TCGA-KL-8327-11	11	23724527	23724542	2	-1.1807
TCGA-KL-8327-11	11	23725934	103974088	42065	-1.00E-04
TCGA-KL-8327-11	11	103975176	103975177	2	-1.241
TCGA-KL-8327-11	11	103976947	117327216	8484	0.0017
TCGA-KL-8327-11	11	117328101	117328700	3	-1.1979
TCGA-KL-8327-11	11	117331279	134142530	11630	0.0039
TCGA-KL-8327-11	12	889902	131874839	73530	6.00E-04
TCGA-KL-8327-11	12	131875814	131886071	4	-0.978
TCGA-KL-8327-11	12	131891698	131934227	41	-0.0505
TCGA-KL-8327-11	12	131934441	131934514	4	-0.5479
TCGA-KL-8327-11	12	131934761	133161346	359	0.0026
TCGA-KL-8327-11	13	19450806	42266889	14443	0.0022
TCGA-KL-8327-11	13	42268870	42278358	11	-1.1034
TCGA-KL-8327-11	13	42280317	114987458	42186	0.0012
TCGA-KL-8327-11	14	20501368	105988038	49438	0.0017
TCGA-KL-8327-11	15	23687685	26054812	1262	0.0077
TCGA-KL-8327-11	15	26054895	26054925	2	-1.1403
TCGA-KL-8327-11	15	26058208	101884307	43258	8.00E-04
TCGA-KL-8327-11	16	653459	83793995	38142	0.0039
TCGA-KL-8327-11	16	83793997	83794006	2	-1.3604
TCGA-KL-8327-11	16	83794024	89379936	2647	0
TCGA-KL-8327-11	17	987221	80917016	36990	3.00E-04
TCGA-KL-8327-11	18	329586	54464820	30257	7.00E-04
TCGA-KL-8327-11	18	54466980	54467343	3	-1.4335
TCGA-KL-8327-11	18	54469295	77109240	12389	-0.0033
TCGA-KL-8327-11	19	284018	58878226	23945	8.00E-04
TCGA-KL-8327-11	20	455764	62219837	37280	0.0033
TCGA-KL-8327-11	21	15347621	23445097	5248	-5.00E-04
TCGA-KL-8327-11	21	23445747	23452212	4	-0.8327
TCGA-KL-8327-11	21	23452958	47678774	15329	1.00E-04
TCGA-KL-8327-11	22	17423930	49331012	16924	0.0017
TCGA-KL-8327-11	23	3157107	72647525	27969	4.00E-04
TCGA-KL-8327-11	23	72648212	72649564	2	-1.0582
TCGA-KL-8327-11	23	72657526	106101203	13546	9.00E-04
TCGA-KL-8327-11	23	106110116	106110118	2	-1.4209
TCGA-KL-8327-11	23	106116248	154905589	22260	0.0011
TCGA-KL-8328-11	1	3218610	23957783	11371	0.0071
TCGA-KL-8328-11	1	23958921	23959613	2	-1.1948
TCGA-KL-8328-11	1	23960868	67252342	24816	0.0084
TCGA-KL-8328-11	1	67255725	67255744	2	-1.4934
TCGA-KL-8328-11	1	67256040	247813706	92941	0.0028
TCGA-KL-8328-11	2	484222	74146977	42994	0.0017
TCGA-KL-8328-11	2	74147627	74147818	2	-1.4005
TCGA-KL-8328-11	2	74150256	231258615	81793	0.001
TCGA-KL-8328-11	2	231265351	231266278	2	-1.4341
TCGA-KL-8328-11	2	231267643	242476062	6504	0.0031
TCGA-KL-8328-11	3	2212571	197538677	106361	9.00E-04
TCGA-KL-8328-11	4	1053934	18535789	10773	0.0048
TCGA-KL-8328-11	4	18539084	18547873	7	-0.9818
TCGA-KL-8328-11	4	18559880	35914787	10599	-0.0013
TCGA-KL-8328-11	4	35914852	35914900	2	-1.3658
TCGA-KL-8328-11	4	35915211	112212206	40192	-0.0018
TCGA-KL-8328-11	4	112212842	112216801	2	-1.2912
TCGA-KL-8328-11	4	112217810	188763651	41155	-4.00E-04
TCGA-KL-8328-11	5	914233	180360469	100489	0.0037
TCGA-KL-8328-11	6	1014281	170903919	96467	5.00E-04
TCGA-KL-8328-11	7	705284	53316829	31331	0.0078
TCGA-KL-8328-11	7	53318387	53318785	2	-1.7583
TCGA-KL-8328-11	7	53321683	158385118	49979	0.0076
TCGA-KL-8328-11	8	617667	145232496	81541	-0.0052
TCGA-KL-8328-11	9	789932	14290782	7482	0.0052
TCGA-KL-8328-11	9	14290920	14290978	2	-1.3632
TCGA-KL-8328-11	9	14291987	120259077	48873	0.0044
TCGA-KL-8328-11	9	120260121	120261120	4	-1.1639
TCGA-KL-8328-11	9	120263714	140938752	11656	0.004
TCGA-KL-8328-11	10	415240	135225087	80860	0.0138
TCGA-KL-8328-11	11	456120	9648337	4860	-0.0057
TCGA-KL-8328-11	11	9648721	9651675	3	-1.1437
TCGA-KL-8328-11	11	9652690	134142530	72380	0.001
TCGA-KL-8328-11	12	889902	129144687	72570	0.0022
TCGA-KL-8328-11	12	129144856	129147544	4	-0.9572
TCGA-KL-8328-11	12	129148984	133161346	1360	-0.0091
TCGA-KL-8328-11	13	19450806	114987458	56637	-0.0053
TCGA-KL-8328-11	14	20501368	105988038	49434	-0.0015
TCGA-KL-8328-11	15	23687685	71034013	26944	0.0047
TCGA-KL-8328-11	15	71034144	71034245	3	1.1019
TCGA-KL-8328-11	15	71034269	101884307	17582	-2.00E-04
TCGA-KL-8328-11	16	653459	89379936	40790	2.00E-04
TCGA-KL-8328-11	17	987221	80917016	36987	0.0038
TCGA-KL-8328-11	18	329586	40194304	21197	-0.0265
TCGA-KL-8328-11	18	40195794	40197614	8	-1.1899
TCGA-KL-8328-11	18	40198577	44785938	2683	-0.0268
TCGA-KL-8328-11	18	44788274	44790218	2	-1.0904
TCGA-KL-8328-11	18	44795676	44858900	52	-0.0893
TCGA-KL-8328-11	18	44862443	44862895	2	-1.2482
TCGA-KL-8328-11	18	44864122	48350339	2544	-0.02
TCGA-KL-8328-11	18	48351670	48351954	2	-1.0742
TCGA-KL-8328-11	18	48353544	52390080	2520	-0.0318
TCGA-KL-8328-11	18	52391574	52393744	2	-1.1337
TCGA-KL-8328-11	18	52394164	69027305	9926	-0.0287
TCGA-KL-8328-11	18	69029682	69029878	2	-1.1738
TCGA-KL-8328-11	18	69030354	77109240	3714	-0.0306
TCGA-KL-8328-11	19	284018	51837213	21026	-0.0018
TCGA-KL-8328-11	19	51848969	51854119	5	-0.8705
TCGA-KL-8328-11	19	51867778	58878226	2913	0.0027
TCGA-KL-8328-11	20	455764	62219837	37281	0.0041
TCGA-KL-8328-11	21	15347621	24082232	5461	-0.0047
TCGA-KL-8328-11	21	24084184	24084535	3	-0.9596
TCGA-KL-8328-11	21	24085817	47678774	15120	-0.0018
TCGA-KL-8328-11	22	17423930	49331012	16927	0.0021
TCGA-KL-8328-11	23	3157107	139729616	57044	0.0058
TCGA-KL-8328-11	23	139729939	139730613	3	-2.6591
TCGA-KL-8328-11	23	139735563	154905589	6640	2.00E-04
TCGA-KL-8329-11	1	3218610	247813706	129143	0.0014
TCGA-KL-8329-11	2	484222	4115039	1638	0.0078
TCGA-KL-8329-11	2	4119318	4123851	6	-0.7386
TCGA-KL-8329-11	2	4126904	20759651	11451	0.008
TCGA-KL-8329-11	2	20760123	20760522	3	-1.1384
TCGA-KL-8329-11	2	20762613	138037350	58548	0.0043
TCGA-KL-8329-11	2	138045092	138065771	24	-0.9961
TCGA-KL-8329-11	2	138073795	176199989	21964	0.005
TCGA-KL-8329-11	2	176205201	176210672	6	-1.0078
TCGA-KL-8329-11	2	176212390	212540205	19512	0.0034
TCGA-KL-8329-11	2	212541377	212541597	2	-1.3112
TCGA-KL-8329-11	2	212546612	222065439	5874	0.0064
TCGA-KL-8329-11	2	222065553	222070237	4	-1.2811
TCGA-KL-8329-11	2	222077111	242476062	12264	0.0018
TCGA-KL-8329-11	3	2212571	189230204	102455	8.00E-04
TCGA-KL-8329-11	3	189232595	189232615	2	-1.5188
TCGA-KL-8329-11	3	189232641	197538677	3910	0.0055
TCGA-KL-8329-11	4	1053934	188763651	102736	0.0011
TCGA-KL-8329-11	5	914233	120189468	64193	0.0011
TCGA-KL-8329-11	5	120192022	120213135	13	-1.0845
TCGA-KL-8329-11	5	120214083	153989572	20213	0.0037
TCGA-KL-8329-11	5	153991222	153993930	5	-0.9965
TCGA-KL-8329-11	5	153994420	180360469	16079	-1.00E-04
TCGA-KL-8329-11	6	1014281	4963177	2791	0.0077
TCGA-KL-8329-11	6	4963946	5193613	207	0.5677
TCGA-KL-8329-11	6	5200031	170903919	93478	0.0035
TCGA-KL-8329-11	7	705284	158385118	81313	8.00E-04
TCGA-KL-8329-11	8	617667	81143015	44063	0.0032
TCGA-KL-8329-11	8	81149186	81172024	13	0.5501
TCGA-KL-8329-11	8	81174382	145232496	37462	0.0019
TCGA-KL-8329-11	9	789932	20799776	12711	0.0033
TCGA-KL-8329-11	9	20801654	20804674	6	-1.0144
TCGA-KL-8329-11	9	20807210	21056233	181	0.011
TCGA-KL-8329-11	9	21057062	21057869	2	-1.6335
TCGA-KL-8329-11	9	21061291	110875895	36720	-4.00E-04
TCGA-KL-8329-11	9	110876357	110876874	4	0.8689
TCGA-KL-8329-11	9	110877124	140938752	18398	0.0016
TCGA-KL-8329-11	10	415240	120287418	71403	0.0045
TCGA-KL-8329-11	10	120288156	120288171	2	-1.5239
TCGA-KL-8329-11	10	120288377	135225087	9455	0.0025
TCGA-KL-8329-11	11	456120	134142530	77242	9.00E-04
TCGA-KL-8329-11	12	889902	133161346	73932	0.0028
TCGA-KL-8329-11	13	19450806	59924911	23611	0.005
TCGA-KL-8329-11	13	59927107	59927689	4	-1.3985
TCGA-KL-8329-11	13	59928533	103502020	25746	0.0051
TCGA-KL-8329-11	13	103502332	104039681	469	-1.0825
TCGA-KL-8329-11	13	104039913	114987458	6808	0.006
TCGA-KL-8329-11	14	20501368	26664514	2884	0.0018
TCGA-KL-8329-11	14	26664646	26664738	2	-1.1136
TCGA-KL-8329-11	14	26665315	45543529	10016	0.0044
TCGA-KL-8329-11	14	45543918	45563269	8	0.6807
TCGA-KL-8329-11	14	45569525	105988038	36532	-5.00E-04
TCGA-KL-8329-11	15	23687685	26218010	1392	-0.0018
TCGA-KL-8329-11	15	26219003	26219104	2	-1.3582
TCGA-KL-8329-11	15	26219370	39927064	6668	-0.0048
TCGA-KL-8329-11	15	39927152	39929560	2	-1.4207
TCGA-KL-8329-11	15	39929801	66666340	16051	-2.00E-04
TCGA-KL-8329-11	15	66675209	66675566	3	-0.9624
TCGA-KL-8329-11	15	66681124	101884307	20408	0.0021
