Composite Element REF	Hugo_Symbol	Group	TCGA-OR-A5J1-01	TCGA-OR-A5J2-01	TCGA-OR-A5J3-01	TCGA-OR-A5J4-01	TCGA-OR-A5J5-01	TCGA-OR-A5J6-01	TCGA-OR-A5J7-01	TCGA-OR-A5J8-01	TCGA-OR-A5J9-01	TCGA-OR-A5JA-01	TCGA-OR-A5JB-01	TCGA-OR-A5JC-01	TCGA-OR-A5JD-01	TCGA-OR-A5JE-01	TCGA-OR-A5JF-01	TCGA-OR-A5JG-01	TCGA-OR-A5JI-01	TCGA-OR-A5JJ-01	TCGA-OR-A5JK-01	TCGA-OR-A5JL-01	TCGA-OR-A5JM-01	TCGA-OR-A5JO-01	TCGA-OR-A5JP-01	TCGA-OR-A5JQ-01	TCGA-OR-A5JR-01	TCGA-OR-A5JS-01	TCGA-OR-A5JT-01	TCGA-OR-A5JV-01	TCGA-OR-A5JW-01	TCGA-OR-A5JX-01	TCGA-OR-A5JY-01	TCGA-OR-A5JZ-01	TCGA-OR-A5K0-01	TCGA-OR-A5K1-01	TCGA-OR-A5K2-01	TCGA-OR-A5K3-01	TCGA-OR-A5K4-01	TCGA-OR-A5K5-01	TCGA-OR-A5K6-01	TCGA-OR-A5K8-01	TCGA-OR-A5K9-01	TCGA-OR-A5KO-01	TCGA-OR-A5KT-01	TCGA-OR-A5KU-01	TCGA-OR-A5KV-01	TCGA-OR-A5KW-01	TCGA-OR-A5KX-01	TCGA-OR-A5KY-01	TCGA-OR-A5KZ-01	TCGA-OR-A5L3-01	TCGA-OR-A5L4-01	TCGA-OR-A5L5-01	TCGA-OR-A5L6-01	TCGA-OR-A5L8-01	TCGA-OR-A5L9-01	TCGA-OR-A5LA-01	TCGA-OR-A5LB-01	TCGA-OR-A5LC-01	TCGA-OR-A5LD-01	TCGA-OR-A5LE-01	TCGA-OR-A5LG-01	TCGA-OR-A5LH-01	TCGA-OR-A5LJ-01	TCGA-OR-A5LK-01	TCGA-OR-A5LL-01	TCGA-OR-A5LM-01	TCGA-OR-A5LN-01	TCGA-OR-A5LO-01	TCGA-OR-A5LP-01	TCGA-OR-A5LR-01	TCGA-OR-A5LS-01	TCGA-OR-A5LT-01	TCGA-OU-A5PI-01	TCGA-P6-A5OF-01	TCGA-PA-A5YG-01	TCGA-PK-A5H8-01	TCGA-PK-A5H9-01	TCGA-PK-A5HA-01	TCGA-PK-A5HB-01
cg06377278		TSS1500	0.11874993256923	0.0135656850792301	0.0137129893032387	0.561200063107064	0.0138609509244166	0.0115982149388731	0.716095334571331	0.661728954425691	0.0134285812224166	0.0372576170820928	0.0153348706145386	0.0140699681399749	0.0139061341877497	0.365296525728463	0.0163494608087626	0.0264050369593132	0.0153300886123061	0.0108661301732989	0.0122367225391425	0.0110197183475634	0.0144998981876606	0.0143649628869182	0.472979363747694	0.0142352257100945	0.0150396060387127	0.0176677404697372	0.0119582933657126	0.0122694827046541	0.0134775267625683	0.0132340500668216	0.0128942786244772	0.0118459003203402	0.9531761015966	0.0168672191527751	0.804726110775265	0.0147782858398038	0.00994866313714864	0.811420277112447	0.0132427238400414	0.0101882756482383	0.823911595305764	0.0130782098372249	0.0116878035151961	0.0133099465651051	0.0111805058279878	0.0143162553860085	0.645198866485733	0.0132209025111271	0.0139038151410327	0.0125577389559365	0.0116312641828895	0.0123705282268321	0.0194294406762909	0.0151700000001725	0.0128743278073504	0.015028290565263	0.0553117795541525	0.0128640603661943	0.865289381419084	0.0117177757377436	0.0113436644348575	0.0125846038900427	0.0186631132059143	0.321344712276677	0.460193421013394	0.0120324576158863	0.0123924193010261	0.0946770967816841	0.01439421662283	0.0135095675032862	0.0141240314175831	0.0571591297878153	0.0161894552072743	0.0150634690090869	0.0137091639386184	0.0125347377726627	0.0136110348586855	0.581983813148384	0.0105031660615902
cg06504820		NA	0.90049321516436	0.44884817173019	0.915407858854719	0.944882590721922	0.880800459534993	0.814253092021818	0.927962709772327	0.878026783432943	0.928598474366445	0.934257259434252	0.945556158622915	0.916080408273535	0.936189516907141	0.92980790146229	0.945891584352078	0.598655720182789	0.941018755883146	0.940784138905623	0.830972180514978	0.884172007499449	0.95096989607284	0.922720051325693	0.923740978994292	0.922463947442755	0.946984825232941	0.921500813537129	0.954490641579674	0.902056560008375	0.929741319517476	0.955536715997986	0.946273765296819	0.952157310600628	0.927573472702683	0.938954481339845	0.95744689640164	0.930774969813116	0.913279970520716	0.952781860597512	0.932180525590649	0.951956932531184	0.952453168578593	0.898684703674639	0.918725653778688	0.927588087711356	0.922488643289869	0.895024244756302	0.961755262169565	0.95403260936168	0.941228180582507	0.923943109079164	0.934415805780297	0.928848320168171	0.940004588064121	0.945101892861521	0.941620393112143	0.900693858304308	0.961775991815887	0.938245116177632	0.934028110059285	0.955996675583771	0.944611455783776	0.927759562759352	0.952815531314163	0.910345897825659	0.910663140707163	0.950817087261314	0.955280741003883	0.926134863094427	0.906817746580351	0.945891071248948	0.626083160206687	0.882348248630111	0.951530662541824	0.930033731045891	0.925084015067494	0.931136375570542	0.693606528044724	0.929554754836889	0.926184659487368
cg06516124		Body	0.352333689373176	0.0648880182730829	0.276975482472231	0.414854567123019	0.875314659411116	0.0773439903259743	0.848912570754912	0.620932410319388	0.812366469442992	0.598873496558581	0.150783169364362	0.289842766312088	0.0843603207732791	0.804942724397746	0.0526098156889369	0.0546347093247795	0.135821979593751	0.188819414274942	0.0976665645265523	0.0390854793480084	0.533858997383156	0.0964723990997122	0.809565341982991	0.0904365717175937	0.150059451721913	0.485678529409663	0.0306253094576384	0.0613709888249385	0.704117498458724	0.368323051007104	0.0447742526052112	0.0416828100071815	0.114177679420487	0.0277210924624877	0.732127977694516	0.574424261790467	0.0335828923826888	0.872066815087737	0.0378958096492179	0.0332544060847772	0.928054730014903	0.130541565114378	0.27114206381611	0.0506604338826389	0.85035115696001	0.0911349539023302	0.0531233758498632	0.132687789740694	0.256328484150244	0.452898616222407	0.0885201248644909	0.110426749157786	0.0420482900161678	0.0395715780520352	0.0835479083515502	0.0783249941679302	0.0464716813726508	0.822801594701367	0.922952357103979	0.0258314518827348	0.0480253901180773	0.605044867422435	0.102831842996702	0.101451883335166	0.373285084726874	0.436391982405465	0.0656723435563576	0.162180833266985	0.272203323283691	0.0459987861755321	0.0615146754502976	0.0540138105940541	0.855190379573784	0.183764718419024	0.0729699431867061	0.0388135868762102	0.471597390009204	0.244001893585328	0.0378442310472677
cg06537230		1stExon5'UTR	0.0775916084196148	0.100940041149392	0.085146132372779	0.0992646562545337	0.0738565816572168	0.121930589072754	0.0925475768855628	0.183953135106101	0.239696375440782	0.0907316697191035	0.314722930477389	0.119581378670271	0.112444196142449	0.547928687004677	0.115195279083482	0.112305371882323	0.282497605432178	0.175816860169878	0.343159108439265	0.0991934117758123	0.53499672787712	0.156659069858586	0.136505885889964	0.117838488759305	0.0981574621294865	0.105756416605969	0.102319199242419	0.143059953773137	0.106246486315829	0.0831497096217591	0.595358648399612	0.295756016573082	0.101876873445317	0.11854942841995	0.119966334367951	0.339267152888395	0.0752079217989604	0.250100980423038	0.111511069647835	0.0815108317292093	0.205701466252596	0.0910761491613625	0.151271948224172	0.324508880191378	0.0654143790197159	0.106962016139604	0.412378426900205	0.104288114648209	0.258447756442972	0.113785141209492	0.0907740174825633	0.142840088981509	0.0954231707336309	0.105570060502972	0.094473549860009	0.142668046880023	0.10577348761846	0.406273345229111	0.709263825204713	0.111110953772161	0.0886533873275124	0.0964558085955407	0.0948378249821891	0.135598429729925	0.304894087982742	0.0921424830860286	0.116368895060365	0.1280427305092	0.299982748587208	0.0998946516568759	0.101584316325015	0.0902265730667475	0.402969826899536	0.292040897263694	0.151058073263066	0.0897579853828425	0.115327367294204	0.624503688421048	0.262189379898531
cg06539449		Body	0.894005603207465	0.127937773410575	0.939704534236429	0.926653743487251	0.665859714180596	0.938449755979045	0.934411941346604	0.926501793923496	0.924593156792094	0.904105383087537	0.913417822205641	0.913873967747318	0.934704324055726	0.924350589125658	0.948975830502717	0.922790104433628	0.927812781162413	0.903655678313046	0.540100616302812	0.917761607730787	0.898007565787646	0.550600951522145	0.922192222126669	0.908102898632765	0.842430339074648	0.215867600125613	0.651194174217537	0.80326683263486	0.854663854308255	0.931954767483054	0.869963677847337	0.941006900999945	0.889795696533504	0.931276580060448	0.51408357320408	0.816451220610255	0.900414471890795	0.806249765366859	0.837085327334006	0.948041265379613	0.950961517830187	0.928289291490702	0.924240351234264	0.818321327214783	0.906967975137052	0.157031016270954	0.944255176889254	0.934163836963095	0.911844964168474	0.858139595013323	0.931171436637694	0.919819797410934	0.917190893043332	0.732054429608691	0.920472588005863	0.916556005202865	0.916546336140481	0.189616345352937	0.475850956385359	0.869356319619925	0.660525398829967	0.946312660880809	0.942221649814457	0.938439755219356	0.832402854276289	0.938960626983792	0.875208561146383	0.945756016408387	0.916712556038109	0.927413640102978	0.925773732731849	0.441729612730658	0.9394614630971	0.903315031832329	0.953578025891598	0.932807690737475	0.951731302662387	0.907734895093754	0.931946065928664
cg06630241		TSS200	0.198760048871089	0.0637420089807568	0.872169829179303	0.696701939569087	0.915716954631156	0.0879055660242474	0.919023434306072	0.864140923920286	0.0770417799654789	0.906508865901844	0.270314010282216	0.553489859810286	0.113847380556774	0.0973773407192388	0.114896406032506	0.923540589920345	0.555367303441209	0.898865075909527	0.681373994976816	0.132733153751522	0.918284548796823	0.292351423168983	0.0843836713350961	0.137856779450645	0.43637495233359	0.928557906840253	0.908155216345555	0.339572549570549	0.554863571117655	0.0867400520167022	0.922589765644095	0.541762078359892	0.90731668249018	0.581206270840227	0.107923431121148	0.898602661069121	0.919262071224227	0.0629824425571277	0.925782957843239	0.21242908999841	0.136023757765841	0.527654715623769	0.515078613886658	0.903490590769341	0.321136036913877	0.597220925551556	0.901725049678785	0.801146573734962	0.82239504048059	0.749812787126713	0.867427270156983	0.299279403058522	0.842106359936379	0.795332516326431	0.229215059417879	0.54900708212333	0.926733428385793	0.580299435964883	0.437588895181423	0.921601619696434	0.519151328697099	0.200700107717676	0.132337567072922	0.88018796023722	0.168114715205232	0.860341082086065	0.0796531564140385	0.921054696371237	0.100494841268615	0.841218214107976	0.873361765620355	0.663474896513169	0.85230530543432	0.919752023917389	0.729768115765513	0.882704271077485	0.0741539530599336	0.910811248002926	0.899242616491542
cg06677140		Body	0.0339640451432763	0.0492460656690896	0.0509967718796401	0.0488769570118337	0.0404007493161895	0.0359015936068554	0.0537740039856986	0.0405346051275825	0.0482499572108342	0.0522297790373268	0.12743819911152	0.0474582118153004	0.0509195957012499	0.0422636480114623	0.0500178595036405	0.0331112606348179	0.0723722040831453	0.0392737509351361	0.0528009189232098	0.051227088682237	0.0322255940918744	0.0448624151422934	0.0488728384273085	0.0508647819464326	0.0465755444346226	0.0485296883001463	0.0502897237343273	0.0385749914315278	0.0433471191641617	0.0345404764803672	0.0332491104995856	0.0373770061399263	0.0463467276025674	0.0370527181348116	0.0459549013883946	0.0521940461173264	0.0487050019173979	0.039992019171031	0.0449727253784349	0.0290640889233716	0.0432055794035607	0.051344214816178	0.0551549528474474	0.0510289208566702	0.0442840328520554	0.0446710241744448	0.0421266282126227	0.0453028355770343	0.0338376607675699	0.0523078946058068	0.0439414731619643	0.0367573565573408	0.0498139672376985	0.0462979720719153	0.0418383577518355	0.058802707312568	0.0367396387205938	0.0445209895394037	0.0347618070508084	0.0502391021534997	0.035208979664313	0.0509929046572664	0.0432189132311119	0.0552853950501781	0.045732891642621	0.0397040456177496	0.0466104343161369	0.157720591311957	0.0392434585284202	0.0475035382529593	0.0548253775253208	0.0555954770062033	0.0361430414897945	0.0433415226800671	0.0414863344977451	0.0336772203598905	0.0418260961882107	0.0443891987495618	0.0425040131868403
cg06682185		1stExon5'UTR	0.712174797596154	0.366465832993299	0.870909236479112	0.73616813473788	0.869520138284521	0.296616498102599	0.854548776565848	0.317937824123282	0.834067976185785	0.796627958283931	0.883035177300881	0.789573815507535	0.819065908441207	0.830002131135198	0.581835777537455	0.868452721992677	0.360618268221014	0.851156555441618	0.364920713097308	0.289190757583659	0.835118603019447	0.554026617487429	0.848718096397564	0.762022721187036	0.872995523597823	0.88976559998435	0.289061004049462	0.45511044786985	0.840633502835561	0.896898044754903	0.363668623245336	0.156525569476611	0.113734066745795	0.206562229552534	0.856441957937205	0.744964903106619	0.0978689015142063	0.765118660062475	0.763249867343424	0.819315397051411	0.84706170858296	0.868350476102325	0.707833099486047	0.81999382289873	0.798727200656284	0.307042950970793	0.865028812123289	0.305518829143105	0.876157558230761	0.516090656558311	0.503702432322844	0.758939530292807	0.822319214779307	0.459635474546826	0.800209776734426	0.736595671984513	0.841212505819262	0.590265876219497	0.850831200112355	0.0859918937494915	0.151242145995518	0.770243336032425	0.696804576495717	0.639169359308894	0.648381216345351	0.437877126291596	0.282056597016886	0.87855784180665	0.680056696731344	0.89079314914858	0.538327428679266	0.822020771914258	0.896311672429948	0.830674676329842	0.383235665632573	0.478954018011578	0.849583741863084	0.896483480168953	0.788775955044379
cg06695761		NA	0.237302084676926	0.542535126673051	0.511564784037878	0.270893490820572	0.62810655617589	0.585485838392956	0.605778957590132	0.572641902469594	0.449571875860817	0.523491138537215	0.584416561094374	0.73828387925138	0.582645837757716	0.770308076473228	0.584311019605799	0.531972347911819	0.540404389918214	0.209253330581013	0.51110598536135	0.53180160758943	0.610194046040523	0.553024882481168	0.196395196720836	0.512343805422826	0.546709517866726	0.594621219220899	0.504273812112077	0.581461973176313	0.547786011730147	0.531450982533366	0.4617077642865	0.777867929044442	0.595337436308804	0.518427877308652	0.668501116250041	0.542477238266977	0.852081510262017	0.61808189564418	0.630991293388947	0.525559469030831	0.71613006346205	0.51342119510903	0.566974133213605	0.660513430775006	0.553623583496969	0.513373419178727	0.581470653967041	0.615325673664334	0.463269079411908	0.561942760030687	0.554225684253642	0.698610466664672	0.174971981291634	0.621538448600679	0.375060860957634	0.596744800771797	0.56183376117628	0.542992852939576	0.661921563575182	0.569356425367151	0.560005959534082	0.521398101157127	0.573791437375732	0.52284370758742	0.578211491779764	0.498306585865125	0.574492181801104	0.560978420545203	0.560090308034086	0.82334783579046	0.49399167838436	0.242777086001933	0.535497634569555	0.526042169844416	0.554715621500353	0.554477673582189	0.561692021966671	0.547949900249313	0.539989306347878
cg06713098		BodyBody	0.0136724586794877	0.016131207904654	0.0119067880322274	0.013322432330617	0.0314531718151985	0.0115107285323331	0.526480921568255	0.0250737593767054	0.0287497333887799	0.0178635237874852	0.010510296297103	0.0137575368190489	0.0182636179167705	0.0143038769251101	0.0932145710214193	0.169396605508089	0.0186459086618284	0.0106405864564542	0.0167984834005093	0.014958126502433	0.106761688617749	0.0131227461633166	0.217395251627762	0.0927247240169213	0.0124366101478999	0.152392739892068	0.0123492640422612	0.0144274263008478	0.0147358337151731	0.014765316404366	0.0188462293381325	0.0157480167322034	0.74762826152195	0.0116825556005821	0.0982087375889211	0.0154449286577067	0.0157960456779054	0.0136848534249315	0.0165099288243719	0.0145896001846588	0.0899992191416388	0.0144945770852427	0.0562969613953345	0.0142439851713226	0.0158341709480523	0.0181422836615473	0.280271951275556	0.0673419459507712	0.0132023109402668	0.0142121220661333	0.0138676816351881	0.0156591101882723	0.0136992325954264	0.0111711970752662	0.0158148741491976	0.0330655830924956	0.0157554684504801	0.014826877603096	0.469104251998395	0.250682830727238	0.145038243166334	0.0157423621771218	0.010298397432134	0.0871918515732865	0.0158973431101563	0.0123579993270483	0.0158516616099159	0.123492399140039	0.0128798200945693	0.0123591017131846	0.0226283739646226	0.0126011715088566	0.0210596211219342	0.0435605564546379	0.0274916240460944	0.0115081110257082	0.0115325776612277	0.393880317730608	0.0157255259356975
cg06719391		5'UTR	0.0712577330390717	0.056523817672287	0.0693735410421311	0.0810704426008263	0.0593772461037989	0.0906423298569499	0.0657120401462802	0.0639238782490047	0.0620784659825456	0.0558678105705124	0.0661253153913937	0.0634289137601292	0.0535225141402215	0.0544384800467839	0.0689822383423006	0.0675874270752487	0.0641728829056077	0.0660461008484042	0.0588988145994154	0.0908587338383039	0.0671226654431259	0.0748130945349483	0.0679525630707443	0.0543227119067054	0.0726347128745147	0.0711442571144691	0.0792462220299332	0.0714863487802918	0.064549248854799	0.0637017943504281	0.0499751659371303	0.065926141922491	0.0944702956555179	0.0698324871633721	0.0785823211596273	0.0618237201777085	0.0595904145675491	0.0611637463232758	0.0807898849129323	0.0593394165636797	0.071112841918276	0.0516095899825107	0.0646227654991968	0.0580899303349196	0.05566976552934	0.0702951998915625	0.0576422020942305	0.0765885462919265	0.0943380084448066	0.0602444245428532	0.0721537843319316	0.0638881654233312	0.125815596593906	0.0895528406103967	0.0626294423563354	0.0677392808660569	0.0767588526675973	0.0546324732002339	0.060916896423505	0.0706103287164533	0.0709807805958495	0.0606264777326484	0.0649154800478361	0.267153786192892	0.0709711069763265	0.0813211893031102	0.0889821064673226	0.0731376079195567	0.047898590663876	0.0618758669591894	0.0554661526979063	0.0606585825819635	0.0722425240181543	0.0698781150830138	0.0598903898351985	0.0692346148234725	0.0852493260292155	0.0850547663520701	0.0623420543752821
cg06743811		TSS200	0.408471127968783	0.383393126757852	0.297457035366569	0.886291141294372	0.898008212193743	0.687956778489041	0.752577753295142	0.489566307393772	0.586835581363157	0.353591069743627	0.618392958545957	0.458979277108048	0.429100576927644	0.569744995245857	0.588037163927852	0.287654270997788	0.637176745194886	0.610673183575748	0.337308606917353	0.606045609724466	0.335990418747959	0.601560825465025	0.493998504485468	0.414908370578965	0.355000032409906	0.597064346650297	0.356791405544832	0.626481907680494	0.570842490735899	0.338599861323108	0.901436641759588	0.351610718193131	0.620878144650297	0.349578013283003	0.640238067275507	0.395514932104589	0.927207838413781	0.612384625206375	0.607126024483271	0.331011188768145	0.680459872782576	0.262783414334063	0.408737481756546	0.662145532141268	0.314130006414168	0.32022058522161	0.607175672696241	0.410789722016241	0.469567360109697	0.554963685646105	0.380067257651255	0.373818579313196	0.907715399145279	0.28723502892133	0.481594012079269	0.731666474481574	0.59210152231764	0.441828399865246	0.596526372977266	0.591915352100063	0.337722802219401	0.445749930231131	0.324012824626154	0.800060242274945	0.610345375778534	0.538415741343523	0.350337628704359	0.392205739840695	0.405403889508611	0.478713721239595	0.383058168005534	0.302724474381608	0.353173506236961	0.326133516378099	0.446173131026214	0.350177046026656	0.619380138358424	0.832445439875272	0.230729058936951
cg06821120		NA	0.702454808863958	0.426805795875365	0.771883840342134	0.826273563213342	0.880922204719347	0.655828924772406	0.753335748002219	0.644341660891677	0.810706063395516	0.854727079612946	0.29310397742341	0.72062248245386	0.741300922670874	0.760218828479141	0.800730816255458	0.797531965882529	0.737883964260011	0.653163438493824	0.562551192997928	0.714628359226915	0.868943720071798	0.443572305976675	0.493130480879506	0.691889014082962	0.355395315763621	0.852694154274803	0.832845996524133	0.613311005130435	0.808109087853425	0.773743693161476	0.775202402958889	0.801644974345744	0.896166293247225	0.213643738857991	0.844772969233347	0.781336417303396	0.713125046021177	0.821475966396534	0.802772919579242	0.84532174910098	0.877687576593695	0.876790852674034	0.682902539647826	0.78101955353239	0.115211135267737	0.825309016907649	0.862022747929885	0.700542831114332	0.834872800545945	0.740214210410853	0.801565770322558	0.577851322270742	0.518203092673726	0.872679998303624	0.693037362039455	0.634708262204738	0.871624158936873	0.79932760630402	0.841803959846991	0.593895684005544	0.838543518701057	0.702675404870954	0.786742105609788	0.615497155737872	0.801816255902356	0.76126781624105	0.739951461119732	0.836608526564663	0.601577337122718	0.715096326767291	0.761962846579713	0.851675518861122	0.781436484426894	0.408218526658947	0.63543925100389	0.817345742547327	0.672587356699201	0.763919411676566	0.737439684822701
cg06911084		Body	0.0802190061526931	0.120233025435201	0.0470048414589131	0.225116571405671	0.0430337746569339	0.113508417562746	0.648068188736196	0.413369218510079	0.398772318772708	0.247361644632917	0.698728787375674	0.420738918149339	0.0877459348200725	0.707023741005715	0.109930767018897	0.116617504539509	0.135100267948424	0.670011821246922	0.13257464291368	0.0591849792082563	0.893877998147016	0.412292776742658	0.177961724389852	0.124954807227916	0.0567057563823782	0.164182493620173	0.360433776024869	0.173435461863797	0.534385544716877	0.0606787756494271	0.776945491408603	0.103570757934201	0.133381397704747	0.0484480677657286	0.351872866575922	0.471241254553529	0.0527216182727154	0.800189733270378	0.0738759201687191	0.444704430928761	0.729635364252691	0.4653083883698	0.123020741495999	0.112993231974761	0.0367394271391256	0.0819191186770983	0.851563416155427	0.462508227063676	0.0766582323451954	0.0713612216442916	0.0770704239751944	0.235230814019159	0.282676240976022	0.133872225713287	0.0852218739670545	0.106252673449663	0.258969507222853	0.476044867812441	0.848722036315074	0.08681483578496	0.0692618261420175	0.106769920495902	0.224404948392205	0.292845571065821	0.201326574916557	0.099808272595003	0.0857984083473316	0.620948693144837	0.401841336476205	0.118631516074032	0.0941876163241847	0.0527571482778352	0.785806370612472	0.33376912807516	0.188192824605036	0.0516825244188681	0.137018221168569	0.465339386976413	0.736612530274723
cg06943865		Body	0.909612181486294	0.871865730748953	0.924899129660374	0.931240232363847	0.919549230844109	0.87620595321419	0.945664712772754	0.86909102954793	0.904915158179112	0.901136971146817	0.919730672120574	0.869325867744614	0.88171244311507	0.929069021600425	0.92276096568928	0.881443769830077	0.939842237599373	0.910312332444631	0.843043470010698	0.899860952083965	0.933327298841422	0.919568642877725	0.910230545103941	0.877338894371271	0.894020880181065	0.921618358754662	0.943082393143261	0.874813362707972	0.915789957648797	0.923741812528518	0.925302338295449	0.929703438244677	0.813332028290637	0.872856252765565	0.965169223237308	0.899533345437316	0.902299284050841	0.952334439070111	0.890069348216665	0.933958260606791	0.952480854728752	0.914233977427996	0.865072838257006	0.894464152508077	0.841290410496087	0.888104336512811	0.9163706436937	0.896885991568405	0.90728073300113	0.936797998428849	0.8878330361568	0.92278297521556	0.934052054952588	0.907068052849552	0.923242669618458	0.93477197951197	0.909683932813804	0.911901066698377	0.935382821337145	0.905792381151086	0.896971715371582	0.884943256648806	0.941035005683987	0.903044162224356	0.855756537794846	0.932036608439022	0.951654712151901	0.939276218090476	0.911104851446891	0.942649643503224	0.938204563244276	0.944297461128645	0.928238437335786	0.947693886226225	0.866504926958397	0.933288224695791	0.93974177055733	0.912635211641201	0.926735424303751
cg06980053		Body	0.601699686232147	0.377402663861332	0.739583625312853	0.755465374856586	0.852753827023129	0.380714218817489	0.68592100138701	0.519563554216904	0.698514273696169	0.754408771742984	0.570101488298539	0.664454601346298	0.455497205417388	0.689486725888575	0.695420323951175	0.719423781000783	0.57622448097023	0.670283654555105	0.514992392692456	0.602877015054072	0.875377597217032	0.253996148167265	0.59607668370487	0.595349107242801	0.716102949174989	0.77499255393824	0.758786365467307	0.511614667549325	0.700229769939874	0.764448510735451	0.729605534937346	0.749377249447805	0.805626556780229	0.697457919425175	0.747159102741088	0.711113243183059	0.802122259367871	0.761960087089345	0.714532387438716	0.767364150286869	0.832935225726357	0.814979964783043	0.575462674213973	0.702099409004616	0.182962427227787	0.787547741959617	0.799736322677442	0.591272895144414	0.782625804582185	0.670796018833116	0.723522551636739	0.508343966485763	0.45135795765842	0.78354706923618	0.614656116056995	0.541361788205113	0.824583825945889	0.752130576347472	0.789209289508175	0.755025268004161	0.787443689061582	0.590788946079738	0.749514148746121	0.558391883107549	0.690674073813913	0.689003651394456	0.673798089621322	0.76503270085406	0.511516400065485	0.676345038663893	0.664908139344582	0.840849021235834	0.706076614583576	0.604623594116507	0.485269247552498	0.794856982141649	0.370180843875144	0.690455558002846	0.65003588493823
cg07054526		NA	0.923245438172253	0.854584462888681	0.921278184413107	0.937964731340562	0.918426157790724	0.889064605057659	0.870114648734115	0.934820062921808	0.920860977777306	0.902409784700403	0.932298539537826	0.88781954691265	0.943841849879683	0.918903888633341	0.927382373971552	0.894587965227782	0.931076897426975	0.905497973532327	0.923039662206763	0.91256903206956	0.931647191603362	0.910060594757831	0.917916080716036	0.931440825493732	0.914263119681162	0.916871534066603	0.924777726165167	0.926445509241293	0.908689132410189	0.921853150917211	0.917477481178661	0.891550232810073	0.939248204558452	0.930208453330036	0.91802863635433	0.928187228312579	0.914604761830483	0.903342950119381	0.934805549210543	0.924217134217337	0.917494615639316	0.914093388924691	0.919116262098163	0.909530809716965	0.923941935510395	0.878492684970826	0.93824242146473	0.889717497134313	0.914729829457052	0.931943631919725	0.93292690362807	0.921837724939958	0.908979433974367	0.914737245448324	0.929144983335268	0.931387329820074	0.919308095941133	0.918085074312857	0.910756713645699	0.877709955149057	0.905517791265349	0.931718084124915	0.943211490758431	0.928410714236509	0.9180644944996	0.898193076047807	0.92919232021022	0.885545652470283	0.890634830115449	0.899321372429069	0.916479342393927	0.931544996931627	0.909433708204041	0.881427909838453	0.921469409723936	0.927998251892135	0.937839068476812	0.894835185858938	0.928450813321022
cg07077459		TSS200	0.596047426152771	0.359258877852168	0.093134477216562	0.621325183201995	0.959278582181479	0.573751993011355	0.176686447541107	0.540690560316998	0.183675184738404	0.557398215913134	0.337187667265354	0.576084387023722	0.311389807416578	0.588251508830091	0.91487401119781	0.92628275593298	0.508661505870223	0.249144749280559	0.433277827178663	0.59946294653804	0.564057904045713	0.632490278357646	0.517054004400582	0.377003185645363	0.268857332334446	0.475835065764679	0.101564102037688	0.460486701655347	0.607332121167885	0.548023886872057	0.175544092389913	0.0621991188587636	0.634195845683401	0.183193953338488	0.717453879267745	0.273709069299632	0.206854352713725	0.519476179101398	0.598872503557095	0.0860032502839674	0.695711593145511	0.0686172015493754	0.617229411035617	0.300861014739197	0.584801050833321	0.957041852850849	0.624890561247856	0.83090423210856	0.492924347649912	0.624219190731361	0.545364669851791	0.42097842737221	0.170577002488287	0.134697387455999	0.321556014676124	0.498763037764176	0.961908743018155	0.23479708365891	0.45822201138576	0.617494839371901	0.957574154650449	0.258974017720801	0.9384357285704	0.56489911353531	0.603795259571626	0.12599067046273	0.612150967791808	0.159671908521867	0.372919872059276	0.260148469945892	0.173681126914755	0.129708933980358	0.887813822021434	0.93282605190035	0.441088029223963	0.739349254119122	0.635990234557413	0.508660264318093	0.645893997851532
cg07215749		NA	0.069314018067959	0.0725064595689643	0.093883659143282	0.0757087964136468	0.0727299311956307	0.0785711577997444	0.0766034149629486	0.114004883271514	0.0835303988495204	0.104303150506382	0.085306459464392	0.0763490967637543	0.0651711158895048	0.067793727619397	0.0691161518445255	0.0844842078354076	0.0783995892500215	0.0787984562315951	0.0840680011611811	0.0792912422786734	0.0669483498993896	0.0873315101484834	0.0769575276940367	0.0737983274691509	0.0709007143707063	0.212460578188269	0.0882154698367941	0.0846037170193939	0.0711235504898676	0.0817176590621445	0.0619633783986362	0.0847680386821348	0.211784378229497	0.0666237022986825	0.0755178072306964	0.0738314512842977	0.0712910047069636	0.0726977891072885	0.0819062465462384	0.0735762192262228	0.0773523723728598	0.0581591085504649	0.0617198700523687	0.0875892408534843	0.0725110441243473	0.0996303306640274	0.0615851064904335	0.0805765292647781	0.0733630058739386	0.0753640675974186	0.0760463208477099	0.0732668084454728	0.084302522282604	0.0718143326922717	0.0782765336302171	0.0728424154338467	0.0783620668522352	0.0701482114333973	0.0664777215447002	0.0764712056439401	0.0896006969553507	0.0784291993616621	0.10889675709707	0.143801714507411	0.0776933402256555	0.0858337618414049	0.07785973440096	0.0783452363053978	0.0845679890164517	0.0705507378138035	0.0774180834532583	0.0772907754219201	0.0802536210698654	0.0786828661122898	0.0875180703596186	0.0901486635816641	0.0743864865673811	0.085423558058792	0.0683583831268615
