ID	chrom	loc.start	loc.end	num.mark	seg.mean
MDA-PCa-117-9		129281001	132771001	2909	0.9792
MDA-PCa-117-9		132772001	140559001	6067	-0.0373
MDA-PCa-117-9		140691001	140875001	145	0.948
MDA-PCa-117-9		140876001	140880001	3	1.6925
MDA-PCa-117-9		140881001	141358001	412	0.9472
MDA-PCa-117-9		141362001	142956001	1339	-0.0491
MDA-PCa-117-9		142957001	143121001	146	0.3076
MDA-PCa-117-9		143123001	154928001	8992	-0.0419
MDA-PCa-117-9		2650001	3407001	228	1.2561
MDA-PCa-117-9		3713001	9908001	2097	0.2145
MDA-PCa-117-9		9910001	9921001	7	1.3173
MDA-PCa-117-9		9922001	10009001	36	-0.1011
MDA-PCa-117-9		10010001	13136001	32	0.9787
MDA-PCa-117-9		13198001	13642001	24	0.2195
MDA-PCa-117-9		13643001	13863001	39	1.7549
MDA-PCa-117-9		13987001	24874001	6174	0.2106
MDA-PCa-117-9		28529001	28783001	17	1.2188
MDA-PCa-163-A		2700001	5159001	1900	0.5828
MDA-PCa-163-A		5160001	5163001	4	-0.4916
MDA-PCa-163-A		5166001	26810001	18126	0.5976
MDA-PCa-163-A		26811001	26821001	10	1.5022
MDA-PCa-163-A		26822001	31513001	3994	0.5679
MDA-PCa-163-A		31514001	31527001	13	0.8853
MDA-PCa-163-A		31532001	58470001	20252	0.5928
MDA-PCa-163-A		58472001	58503001	21	1.1367
MDA-PCa-163-A		58514001	58524001	10	3.9571
MDA-PCa-163-A		58534001	61916001	91	1.2269
MDA-PCa-163-A		61917001	78920001	12069	0.5874
MDA-PCa-163-A		78921001	78925001	5	-0.0989
MDA-PCa-163-A		78926001	122950001	32774	0.5709
MDA-PCa-163-A		122951001	122957001	3	-0.6268
MDA-PCa-163-A		122959001	126594001	3046	0.5692
MDA-PCa-163-A		126595001	126602001	4	-0.0254
MDA-PCa-163-A		126603001	154790001	22132	0.5842
MDA-PCa-163-A		154791001	154796001	6	-0.4537
MDA-PCa-163-A		154804001	154916001	90	0.601
MDA-PCa-163-A		154917001	154921001	3	-0.3824
MDA-PCa-163-A		154922001	154928001	7	0.5774
MDA-PCa-163-A		2650001	9908001	2325	0.2683
MDA-PCa-163-A		9911001	9930001	11	0.8652
MDA-PCa-163-A		9955001	10009001	29	-0.21
MDA-PCa-163-A		10010001	13136001	24	0.868
MDA-PCa-163-A		13198001	13642001	24	0.2539
MDA-PCa-163-A		13643001	13848001	28	1.4715
MDA-PCa-163-A		13987001	28783001	6191	0.2377
MDA-PCa-166-1		2700001	5159001	1900	0.0337
MDA-PCa-166-1		5160001	5163001	4	-1.0917
MDA-PCa-166-1		5166001	26810001	18126	0.0476
MDA-PCa-166-1		26811001	26821001	10	0.9649
MDA-PCa-166-1		26822001	58356001	24152	0.0354
MDA-PCa-166-1		58357001	58469001	106	0.376
MDA-PCa-166-1		58470001	58503001	23	0.9553
MDA-PCa-166-1		58514001	58524001	10	4.0518
MDA-PCa-166-1		58534001	61916001	102	1.0339
MDA-PCa-166-1		61917001	78921001	12070	0.046
MDA-PCa-166-1		78922001	78925001	4	-0.7121
MDA-PCa-166-1		78926001	154790001	57961	0.0323
MDA-PCa-166-1		154791001	154796001	6	-0.9197
MDA-PCa-166-1		154804001	154928001	100	0.0435
MDA-PCa-166-1		2650001	9908001	2325	0.2976
MDA-PCa-166-1		9911001	9930001	12	0.9386
MDA-PCa-166-1		9955001	9996001	24	-0.3033
MDA-PCa-166-1		10003001	10010001	7	0.3118
MDA-PCa-166-1		10020001	13136001	23	0.9665
MDA-PCa-166-1		13198001	13642001	24	0.3917
MDA-PCa-166-1		13643001	13848001	28	1.6521
MDA-PCa-166-1		13987001	28783001	6191	0.2745
MDA-PCa-173-2		2700001	5159001	1899	-0.0122
MDA-PCa-173-2		5160001	5163001	4	-1.2383
MDA-PCa-173-2		5166001	58469001	42395	-0.0087
MDA-PCa-173-2		58470001	58502001	17	0.7249
MDA-PCa-173-2		58515001	58522001	7	4.2236
MDA-PCa-173-2		58534001	61917001	65	0.8125
MDA-PCa-173-2		61918001	92796001	20770	-0.02
MDA-PCa-173-2		92797001	92800001	4	-1.0186
MDA-PCa-173-2		92801001	104773001	9502	-0.0137
MDA-PCa-173-2		104778001	108341001	510	-6.0952
MDA-PCa-173-2		108342001	108346001	4	-3.924
MDA-PCa-173-2		108350001	110120001	253	-6.0799
MDA-PCa-173-2		110123001	154928001	35450	-0.0139
MDA-PCa-173-2		2650001	3407001	228	0.2646
MDA-PCa-173-2		3713001	3720001	8	-0.9709
MDA-PCa-173-2		4078001	9928001	2096	0.2511
MDA-PCa-173-2		9955001	9996001	18	-0.1356
MDA-PCa-173-2		10003001	13642001	41	0.2835
MDA-PCa-173-2		13646001	13848001	12	1.1938
MDA-PCa-173-2		13987001	24522001	6171	0.2418
MDA-PCa-173-2		24873001	28745001	12	1.1161
MDA-PCa-173-2		28763001	28783001	7	0.1473
MDA-PCa-174-6		2700001	5159001	1900	0.0084
MDA-PCa-174-6		5160001	5163001	4	-1.0152
MDA-PCa-174-6		5166001	7906001	2392	0.0181
MDA-PCa-174-6		7907001	9135001	1003	1.0721
MDA-PCa-174-6		9137001	22943001	11620	0.0365
MDA-PCa-174-6		22944001	24485001	1146	0.6156
MDA-PCa-174-6		24486001	26572001	1749	1.0783
MDA-PCa-174-6		26573001	37353001	9302	0.0098
MDA-PCa-174-6		37364001	37367001	3	0.8833
MDA-PCa-174-6		37369001	44733001	6113	0.0268
MDA-PCa-174-6		44734001	44896001	124	0.7534
MDA-PCa-174-6		44902001	48496001	2561	0.0644
MDA-PCa-174-6		48498001	48502001	3	-2.0796
MDA-PCa-174-6		48503001	58469001	6372	0.0251
MDA-PCa-174-6		58470001	58503001	23	1.0517
MDA-PCa-174-6		58515001	58522001	7	5.1646
MDA-PCa-174-6		58534001	61898001	85	1.3566
MDA-PCa-174-6		61899001	63716001	1298	0.0546
MDA-PCa-174-6		63723001	63734001	5	0.8163
MDA-PCa-174-6		63740001	74279001	7515	0.0224
MDA-PCa-174-6		74280001	76208001	1243	0.6034
MDA-PCa-174-6		76213001	77119001	581	0.0131
MDA-PCa-174-6		77121001	77123001	3	1.3001
MDA-PCa-174-6		77124001	78921001	1439	0.0053
MDA-PCa-174-6		78922001	78929001	6	-0.6811
MDA-PCa-174-6		78930001	89439001	7931	0.0083
MDA-PCa-174-6		89530001	90558001	141	0.5791
MDA-PCa-174-6		90559001	90859001	150	-0.0151
MDA-PCa-174-6		90971001	91881001	110	1.0415
MDA-PCa-174-6		92376001	92546001	148	0.0228
MDA-PCa-174-6		92547001	92796001	218	1.018
MDA-PCa-174-6		92797001	92800001	4	-0.0048
MDA-PCa-174-6		92801001	93799001	888	1.0073
MDA-PCa-174-6		93800001	94452001	560	1.5843
MDA-PCa-174-6		94453001	95049001	520	0.9963
MDA-PCa-174-6		95050001	127069001	25558	0.0217
MDA-PCa-174-6		127070001	127527001	413	0.614
MDA-PCa-174-6		127528001	130866001	2696	0.024
MDA-PCa-174-6		130867001	132404001	1307	1.0956
MDA-PCa-174-6		132405001	135477001	2328	0.0276
MDA-PCa-174-6		135478001	136991001	1262	0.604
MDA-PCa-174-6		136992001	138004001	845	0.0263
MDA-PCa-174-6		138005001	138077001	63	0.6601
MDA-PCa-174-6		138079001	139804001	1392	0.0354
MDA-PCa-174-6		139805001	139807001	3	1.1273
MDA-PCa-174-6		139808001	141586001	1213	0.0111
MDA-PCa-174-6		141587001	141752001	146	0.6124
MDA-PCa-174-6		141753001	142023001	212	0.0105
MDA-PCa-174-6		142024001	142149001	109	0.6366
MDA-PCa-174-6		142150001	144859001	2240	0.0053
MDA-PCa-174-6		144860001	146188001	1147	1.2751
MDA-PCa-174-6		146189001	149443001	2533	0.0087
MDA-PCa-174-6		149444001	149939001	448	0.5769
MDA-PCa-174-6		149940001	154790001	3374	0.0088
MDA-PCa-174-6		154791001	154796001	6	-0.8446
MDA-PCa-174-6		154804001	154928001	100	0.0031
MDA-PCa-174-6		2650001	3406001	227	-0.7191
MDA-PCa-174-6		3407001	3720001	9	-1.8555
MDA-PCa-174-6		4078001	9908001	2089	-0.7289
MDA-PCa-174-6		9911001	9913001	3	1.2708
MDA-PCa-174-6		9917001	9973001	12	-0.3808
MDA-PCa-174-6		9974001	10009001	22	0.0967
MDA-PCa-174-6		10010001	13136001	26	1.0044
MDA-PCa-174-6		13198001	13642001	24	-0.4748
MDA-PCa-174-6		13643001	13848001	37	1.5856
MDA-PCa-174-6		13987001	28783001	6191	-0.7374
MDA-PCa-175-6		2700001	5159001	1900	-0.0067
MDA-PCa-175-6		5160001	5163001	4	-1.0631
MDA-PCa-175-6		5166001	58469001	42391	-0.0075
MDA-PCa-175-6		58470001	58502001	17	0.8148
MDA-PCa-175-6		58515001	58518001	4	4.2261
MDA-PCa-175-6		58519001	58534001	4	2.0075
MDA-PCa-175-6		58547001	61917001	76	0.8743
MDA-PCa-175-6		61918001	78921001	12064	-0.0125
MDA-PCa-175-6		78922001	78925001	4	-0.7196
MDA-PCa-175-6		78926001	92796001	8700	-0.027
MDA-PCa-175-6		92797001	92800001	4	-0.9664
MDA-PCa-175-6		92801001	94345001	1355	-0.0175
MDA-PCa-175-6		94346001	94393001	38	0.9735
MDA-PCa-175-6		94396001	154790001	47882	-0.0112
MDA-PCa-175-6		154791001	154796001	6	-0.9281
MDA-PCa-175-6		154804001	154928001	100	-0.017
MDA-PCa-175-6		2650001	3407001	228	0.2593
MDA-PCa-175-6		3713001	3720001	8	-0.9622
MDA-PCa-175-6		4078001	9928001	2097	0.2561
MDA-PCa-175-6		9955001	10009001	26	-0.1939
MDA-PCa-175-6		10010001	13642001	48	0.3218
MDA-PCa-175-6		13647001	13840001	15	1.3446
MDA-PCa-175-6		13987001	28783001	6191	0.2384
MDA-PCa-177-B		2700001	5159001	1898	0.4276
MDA-PCa-177-B		5160001	5163001	4	-0.7495
MDA-PCa-177-B		5166001	28934001	19947	0.4666
MDA-PCa-177-B		28935001	29074001	122	1.0198
MDA-PCa-177-B		29076001	58469001	22326	0.4138
MDA-PCa-177-B		58470001	58503001	22	1.1742
MDA-PCa-177-B		58515001	58522001	6	4.1583
MDA-PCa-177-B		58534001	61903001	72	1.146
MDA-PCa-177-B		61904001	92796001	20780	0.3696
MDA-PCa-177-B		92797001	92800001	4	-0.7058
MDA-PCa-177-B		92801001	92803001	3	0.8911
MDA-PCa-177-B		92805001	101054001	6852	0.364
MDA-PCa-177-B		101055001	101059001	4	1.3315
MDA-PCa-177-B		101068001	126595001	20273	0.4015
MDA-PCa-177-B		126596001	126602001	3	-0.3872
MDA-PCa-177-B		126603001	128497001	1594	0.3288
MDA-PCa-177-B		128500001	128503001	3	-0.3218
MDA-PCa-177-B		128504001	131004001	2021	0.4293
MDA-PCa-177-B		131005001	131011001	3	-0.9301
MDA-PCa-177-B		131012001	154790001	18511	0.3676
MDA-PCa-177-B		154791001	154796001	6	-0.524
MDA-PCa-177-B		154804001	154928001	100	0.4031
MDA-PCa-177-B		2659001	9862001	75	-5.8194
MDA-PCa-177-B		9908001	9913001	5	0.6479
MDA-PCa-177-B		9918001	10054001	55	-1.1079
MDA-PCa-177-B		10060001	13136001	13	0.8314
MDA-PCa-177-B		13203001	13642001	6	-1.6562
MDA-PCa-177-B		13643001	13863001	34	1.2171
MDA-PCa-177-B		14030001	24508001	278	-5.4456
MDA-PCa-178-11		2700001	5159001	1899	0.7759
MDA-PCa-178-11		5160001	5163001	4	-0.1765
MDA-PCa-178-11		5166001	51729001	38316	0.7817
MDA-PCa-178-11		51730001	51743001	3	-4.4687
MDA-PCa-178-11		51748001	51773001	8	1.068
MDA-PCa-178-11		51774001	58502001	4078	0.7817
MDA-PCa-178-11		58515001	58521001	4	5.2759
MDA-PCa-178-11		58534001	61925001	83	1.2428
MDA-PCa-178-11		61926001	77119001	10615	0.782
MDA-PCa-178-11		77121001	77123001	3	1.9969
MDA-PCa-178-11		77124001	92796001	10140	0.7733
MDA-PCa-178-11		92797001	92800001	4	-0.2858
MDA-PCa-178-11		92801001	122950001	24081	0.7846
MDA-PCa-178-11		122951001	122957001	3	-0.9438
MDA-PCa-178-11		122959001	145108001	17901	0.7799
MDA-PCa-178-11		145109001	145148001	5	-5.3396
MDA-PCa-178-11		145151001	154928001	7354	0.776
MDA-PCa-178-11		2650001	3407001	228	0.4451
MDA-PCa-178-11		3713001	3720001	8	-0.7686
MDA-PCa-178-11		4078001	9928001	2097	0.4488
MDA-PCa-178-11		9955001	10006001	21	-0.017
MDA-PCa-178-11		10007001	13642001	43	0.5413
MDA-PCa-178-11		13644001	13848001	24	1.4774
MDA-PCa-178-11		13987001	28783001	6191	0.4419
MDA-PCa-180-30		2700001	5159001	1897	-0.0126
MDA-PCa-180-30		5160001	5163001	4	-0.96
MDA-PCa-180-30		5166001	16866001	9870	-0.0015
MDA-PCa-180-30		16867001	49465001	26699	0.8732
MDA-PCa-180-30		49466001	49665001	178	1.4239
MDA-PCa-180-30		49666001	58502001	5658	0.863
MDA-PCa-180-30		58515001	58518001	3	4.2992
MDA-PCa-180-30		58519001	69460001	5698	0.8756
MDA-PCa-180-30		69461001	69470001	3	1.5622
MDA-PCa-180-30		69472001	92796001	15114	0.8534
MDA-PCa-180-30		92797001	92800001	4	-0.2609
MDA-PCa-180-30		92801001	94700001	1666	0.8427
MDA-PCa-180-30		94701001	94727001	23	0.0447
MDA-PCa-180-30		94728001	94821001	79	0.8469
MDA-PCa-180-30		94822001	94830001	8	-0.0279
MDA-PCa-180-30		94831001	94942001	98	0.8663
MDA-PCa-180-30		94943001	95118001	154	-0.0404
MDA-PCa-180-30		95119001	95122001	4	0.6512
MDA-PCa-180-30		95123001	95224001	85	-0.0384
MDA-PCa-180-30		95225001	95240001	13	0.838
MDA-PCa-180-30		95241001	95260001	20	0.0583
MDA-PCa-180-30		95261001	95407001	119	0.8356
MDA-PCa-180-30		95408001	95426001	19	-0.0202
MDA-PCa-180-30		95427001	95515001	64	0.8885
MDA-PCa-180-30		95517001	95523001	7	-0.108
MDA-PCa-180-30		95531001	99166001	3054	0.8653
MDA-PCa-180-30		99167001	119053001	15600	-0.0089
MDA-PCa-180-30		119054001	119063001	4	0.6753
MDA-PCa-180-30		119066001	119908001	611	0.0085
MDA-PCa-180-30		119910001	119938001	29	0.9299
MDA-PCa-180-30		119940001	132754001	10601	-0.0059
MDA-PCa-180-30		132764001	132769001	6	0.6937
MDA-PCa-180-30		132771001	154928001	17105	-0.0173
MDA-PCa-180-30		2650001	3407001	228	0.1246
MDA-PCa-180-30		3713001	3720001	8	0.5466
MDA-PCa-180-30		4078001	9906001	2087	0.0772
MDA-PCa-180-30		9907001	9913001	4	0.7512
MDA-PCa-180-30		9918001	10008001	28	-0.1011
MDA-PCa-180-30		10009001	13134001	18	0.5345
MDA-PCa-180-30		13198001	13642001	24	0.0743
MDA-PCa-180-30		13653001	13848001	12	1.2946
MDA-PCa-180-30		13987001	28783001	6190	0.0849
MDA-PCa-183-A		2700001	5159001	1900	0.2198
MDA-PCa-183-A		5160001	5163001	4	-0.8609
MDA-PCa-183-A		5166001	7056001	1674	0.2071
MDA-PCa-183-A		7057001	7078001	21	-0.8018
MDA-PCa-183-A		7079001	8248001	983	0.2147
MDA-PCa-183-A		8249001	8395001	140	1.2315
MDA-PCa-183-A		8396001	58469001	39577	0.2442
MDA-PCa-183-A		58470001	58503001	22	1.0536
MDA-PCa-183-A		58515001	58522001	7	4.31
MDA-PCa-183-A		58534001	61917001	82	1.1078
MDA-PCa-183-A		61918001	77119001	10627	0.2425
MDA-PCa-183-A		77121001	77123001	3	1.4648
MDA-PCa-183-A		77124001	78923001	1441	0.2176
MDA-PCa-183-A		78924001	78926001	3	-0.6652
MDA-PCa-183-A		78929001	101054001	15554	0.1983
MDA-PCa-183-A		101055001	101059001	4	1.0907
MDA-PCa-183-A		101068001	126594001	20272	0.2364
MDA-PCa-183-A		126595001	126602001	4	-0.3862
MDA-PCa-183-A		126603001	154928001	22235	0.2244
MDA-PCa-183-A		2669001	2849001	25	2.3817
MDA-PCa-183-A		2850001	3407001	63	2.0245
MDA-PCa-183-A		3713001	3720001	8	0.8418
MDA-PCa-183-A		4078001	6063001	8	1.9334
MDA-PCa-183-A		6404001	6921001	169	2.2718
MDA-PCa-183-A		6923001	6934001	9	1.1503
MDA-PCa-183-A		6935001	6943001	8	1.6049
MDA-PCa-183-A		6944001	7124001	130	1.2354
MDA-PCa-183-A		7125001	9928001	1688	1.7014
MDA-PCa-183-A		9966001	10008001	18	0.7318
MDA-PCa-183-A		10009001	13134001	6	1.3718
MDA-PCa-183-A		13198001	13642001	24	-0.6144
MDA-PCa-183-A		13643001	13848001	23	1.4689
MDA-PCa-183-A		13987001	16972001	2228	-0.6964
MDA-PCa-183-A		17275001	23801001	103	-5.33
MDA-PCa-183-A		23897001	23900001	4	0.7819
MDA-PCa-183-A		23965001	28778001	9	-5.382
MDA-PCa-118b		2700001	5159001	1900	-0.4162
MDA-PCa-118b		5160001	5163001	4	-1.4505
MDA-PCa-118b		5166001	25555001	17049	-0.3884
MDA-PCa-118b		25556001	25567001	12	0.5668
MDA-PCa-118b		25568001	53774001	22136	-0.4227
MDA-PCa-118b		53777001	53851001	43	0.5802
MDA-PCa-118b		53852001	58331001	3027	-0.4492
MDA-PCa-118b		58332001	58469001	128	-0.0946
MDA-PCa-118b		58470001	58503001	22	0.714
MDA-PCa-118b		58514001	58519001	6	4.9569
MDA-PCa-118b		58521001	61917001	104	1.0059
MDA-PCa-118b		61918001	69954001	6005	-0.4465
MDA-PCa-118b		69955001	69964001	7	0.2385
MDA-PCa-118b		69965001	154928001	64124	-0.417
MDA-PCa-118b		2732001	3720001	12	-1.3877
MDA-PCa-118b		6063001	9774001	22	-5.1574
MDA-PCa-118b		9908001	9921001	8	0.8478
MDA-PCa-118b		9922001	10009001	33	-0.9292
MDA-PCa-118b		10010001	10062001	24	0.3476
MDA-PCa-118b		10067001	13203001	8	1.3489
MDA-PCa-118b		13204001	13642001	4	-1.4468
MDA-PCa-118b		13643001	13863001	39	1.0928
MDA-PCa-118b		14025001	14909001	23	-4.4194
MDA-PCa-118b		14977001	28783001	5479	-0.1728
MDA-PCa-200-0		2700001	58469001	44299	0.0682
MDA-PCa-200-0		58470001	58502001	19	0.9004
MDA-PCa-200-0		58515001	58518001	4	4.371
MDA-PCa-200-0		58519001	58522001	3	2.4614
MDA-PCa-200-0		58534001	61903001	84	1.0898
MDA-PCa-200-0		61904001	68646001	5021	0.0537
MDA-PCa-200-0		68647001	68662001	11	-3.9434
MDA-PCa-200-0		68663001	77119001	5607	0.0566
MDA-PCa-200-0		77121001	77123001	3	1.3636
MDA-PCa-200-0		77124001	78921001	1439	0.0339
MDA-PCa-200-0		78922001	78925001	4	-0.7928
MDA-PCa-200-0		78926001	92796001	8700	0.0345
MDA-PCa-200-0		92797001	92800001	4	-1.0107
MDA-PCa-200-0		92801001	103256001	8288	0.0582
MDA-PCa-200-0		103259001	103303001	31	0.9451
MDA-PCa-200-0		103327001	107936001	3868	0.0703
MDA-PCa-200-0		107937001	107939001	3	-2.4425
MDA-PCa-200-0		107940001	115137001	5818	0.058
MDA-PCa-200-0		115138001	115152001	9	-3.4323
MDA-PCa-200-0		115153001	139804001	19830	0.0704
MDA-PCa-200-0		139805001	139807001	3	1.1632
MDA-PCa-200-0		139808001	140476001	417	0.0692
MDA-PCa-200-0		140477001	140479001	3	-2.5406
MDA-PCa-200-0		140480001	154765001	10990	0.0652
MDA-PCa-200-0		154766001	154768001	3	-0.6408
MDA-PCa-200-0		154769001	154928001	114	0.076
MDA-PCa-200-0		2650001	2653001	2	1.2644
MDA-PCa-200-0		2654001	3407001	226	0.7933
MDA-PCa-200-0		3713001	3720001	8	-0.4168
MDA-PCa-200-0		4078001	9928001	2098	0.6127
MDA-PCa-200-0		9955001	9996001	21	0.0558
MDA-PCa-200-0		10003001	13136001	28	0.9165
MDA-PCa-200-0		13198001	13642001	24	0.2001
MDA-PCa-200-0		13643001	13848001	29	1.6097
MDA-PCa-200-0		13987001	28783001	6191	0.2053
MDA-PCa-203-A		2700001	5159001	1900	0.2638
MDA-PCa-203-A		5160001	5163001	4	-0.7466
MDA-PCa-203-A		5166001	7056001	1674	0.252
MDA-PCa-203-A		7057001	7078001	21	-0.7998
MDA-PCa-203-A		7079001	8248001	983	0.2579
MDA-PCa-203-A		8249001	8395001	140	1.2744
MDA-PCa-203-A		8396001	58469001	39577	0.2747
MDA-PCa-203-A		58470001	58503001	22	1.117
MDA-PCa-203-A		58515001	58518001	4	4.581
MDA-PCa-203-A		58519001	61917001	98	1.2597
MDA-PCa-203-A		61918001	77119001	10626	0.2687
MDA-PCa-203-A		77121001	77123001	3	1.5293
MDA-PCa-203-A		77124001	78923001	1441	0.2507
MDA-PCa-203-A		78924001	78929001	4	-0.5301
MDA-PCa-203-A		78930001	101054001	15553	0.2477
MDA-PCa-203-A		101055001	101059001	4	1.2045
MDA-PCa-203-A		101068001	154928001	42511	0.2636
MDA-PCa-203-A		2650001	3407001	228	0.7512
MDA-PCa-203-A		3713001	3720001	8	-0.4398
MDA-PCa-203-A		4078001	9928001	2097	0.7102
MDA-PCa-203-A		9955001	9996001	22	0.0943
MDA-PCa-203-A		10003001	13134001	21	1.1199
MDA-PCa-203-A		13198001	13642001	24	-0.4448
MDA-PCa-203-A		13643001	13848001	28	1.6153
MDA-PCa-203-A		13987001	16972001	2227	-0.5892
MDA-PCa-203-A		17071001	23802001	82	-4.9094
MDA-PCa-203-A		23897001	23900001	4	0.0185
MDA-PCa-203-A		24365001	28622001	6	-4.8395
MDA-PCa-250-15		2700001	2806001	60	0.2016
MDA-PCa-250-15		2810001	2817001	6	-0.4161
MDA-PCa-250-15		2819001	5159001	1834	0.1994
MDA-PCa-250-15		5160001	5163001	4	-0.7514
MDA-PCa-250-15		5166001	8638001	2976	0.1156
MDA-PCa-250-15		8639001	8645001	7	-0.4145
MDA-PCa-250-15		8646001	17512001	7427	0.1251
MDA-PCa-250-15		17513001	17515001	3	-0.8611
MDA-PCa-250-15		17516001	17733001	207	0.0104
MDA-PCa-250-15		17734001	17738001	4	0.6999
MDA-PCa-250-15		17739001	17751001	12	0.1069
MDA-PCa-250-15		17752001	17761001	9	-0.5237
MDA-PCa-250-15		17762001	20727001	2469	0.1568
MDA-PCa-250-15		20728001	20734001	7	-0.3326
MDA-PCa-250-15		20735001	23589001	2434	0.1563
MDA-PCa-250-15		23592001	23602001	11	-0.3882
MDA-PCa-250-15		23603001	23800001	138	0.2226
MDA-PCa-250-15		23801001	23803001	3	-0.6861
MDA-PCa-250-15		23804001	28048001	3486	0.1397
MDA-PCa-250-15		28049001	28058001	10	-0.4469
MDA-PCa-250-15		28059001	29522001	1246	0.1229
MDA-PCa-250-15		29523001	29525001	3	1.0021
MDA-PCa-250-15		29526001	29885001	321	0.1142
MDA-PCa-250-15		29886001	29896001	11	-0.3538
MDA-PCa-250-15		29897001	29931001	30	0.0522
MDA-PCa-250-15		29932001	29939001	5	0.5535
MDA-PCa-250-15		29940001	30020001	63	0.0913
MDA-PCa-250-15		30021001	30028001	8	-0.4659
MDA-PCa-250-15		30029001	30808001	626	0.134
MDA-PCa-250-15		30809001	30823001	15	0.6417
MDA-PCa-250-15		30824001	31178001	322	0.0814
MDA-PCa-250-15		31179001	31185001	7	-0.35
MDA-PCa-250-15		31186001	33025001	1644	0.1396
MDA-PCa-250-15		33026001	33029001	3	-0.8094
