Composite Element REF	Hugo_Symbol	Group	TCGA-3X-AAV9-01	TCGA-3X-AAVA-01	TCGA-3X-AAVB-01	TCGA-3X-AAVC-01	TCGA-3X-AAVE-01	TCGA-4G-AAZO-01	TCGA-4G-AAZT-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2I-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2T-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA33-01	TCGA-W5-AA34-01	TCGA-W5-AA36-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-W6-AA0S-01	TCGA-WD-A7RX-01	TCGA-YR-A95A-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y8-01	TCGA-ZU-A8S4-01
cg00503840		1stExon5'UTR	0.480293950115657	0.665788411582271	0.728862743356795	0.23823133213484	0.553294154863986	0.312866640046045	0.666658169633155	0.55979489908485	0.363987182745016	0.746926855492607	0.169811649167525	0.82260896327706	0.536331539141046	0.60605784601586	0.673004921584716	0.617127591574094	0.657498806793135	0.523271986772003	0.623739389228809	0.517168422060478	0.583677320180329	0.312032634884572	0.606240967704953	0.632243862685772	0.687897097103785	0.516608171228661	0.601023269659623	0.589238288801307	0.671278227726281	0.711550308166122	0.176616417586188	0.720133392551353	0.547422086035379	0.199774955921986	0.498376799852924	0.447007485817081
cg00662556		Body	0.417057476026652	0.330126349062797	0.565771983156533	0.648630077804596	0.456772918898472	0.783287183262501	0.737505111873946	0.558001600033183	0.360800567344895	0.733275287490006	0.368832551724574	0.801982494201869	0.616237612063854	0.806845328512281	0.620002641333992	0.753856823532337	0.111132012302987	0.321226657814866	0.626766484443241	0.385934607756228	0.565341998268099	0.362869643660169	0.765281492447574	0.339515070184626	0.741868183801422	0.198700468101008	0.679446254851494	0.540420996449819	0.694924195980504	0.352337274960504	0.0870590191245075	0.698558186531992	0.760555235415122	0.105704610455441	0.607901515858067	0.372305037409001
cg00718513		Body	0.445696584437737	0.370980661082681	0.426472063297395	0.38065714126364	0.515292296753588	0.34426402912059	0.648052937857134	0.307311946330401	0.592440341767873	0.694624573577454	0.23773766444824	0.422239738639149	0.703831996794268	0.337593311344432	0.592995822053427	0.489996091412749	0.234810602151087	0.639535969723472	0.586675873217819	0.531063706730579	0.472040393984947	0.23207985638054	0.29724079486677	0.41973749376267	0.248721213860917	0.335866423771681	0.368100007947594	0.516113093022406	0.575882346798308	0.475581787384121	0.178379017883321	0.51827156405278	0.731144515158337	0.480600680428447	0.431138867391516	0.488532138184708
cg00904483		3'UTR	0.945764314634875	0.940235937992563	0.94251025827545	0.944153643399147	0.956077996927978	0.959620004265302	0.953459205232244	0.945722277988048	0.941735577595891	0.941231373115361	0.940817318574575	0.951804563718393	0.945547394955452	0.952548871694667	0.961620332506519	0.948810458230675	0.746364870293161	0.95934064923355	0.912291645269489	0.954733426324901	0.937872052809881	0.950547865850556	0.958702539217617	0.912429526919243	0.904849457815454	0.946632051550507	0.947668364710051	0.949750060959096	0.927735204011195	0.948826550256479	0.917509948755093	0.95861349688476	0.966811135419401	0.892538183960136	0.911207087942776	0.964071473589929
cg00953256		BodyTSS1500TSS200	0.570229185811572	0.741790579385298	0.492805977539277	0.488297158422852	0.511458221371547	0.167098352541134	0.286519061180684	0.569459919867384	0.73320322826543	0.749474705398428	0.436375770606982	0.292601864051909	0.422126279159707	0.232221306030925	0.49971627568979	0.244643976463296	0.166979209886353	0.30784437212946	0.38718765484031	0.473910933519758	0.575982965824069	0.28826326024709	0.581287255629262	0.596187041542176	0.214719658133573	0.665211679419576	0.489587261958561	0.591973199376622	0.213877458258674	0.294168667768409	0.534241538588627	0.343098296696146	0.1151454870787	0.221672805468376	0.634363553942437	0.495991149719623
cg01134491		TSS200	0.0370995290368954	0.0342640681979772	0.0443440994840001	0.0430557853944971	0.0466879765480059	0.0348141259210678	0.0326082145606249	0.0339286666647219	0.0338376503434879	0.0459169607742301	0.0316404062599917	0.0565826850964617	0.0500299021161316	0.0311811690518827	0.0247473711199587	0.0309415883573984	0.0281276245416485	0.0444991857907783	0.0489737397166244	0.0487377081784062	0.0553893532495098	0.0480248745773753	0.0373816281933412	0.0591474537525797	0.048190295019694	0.042364199878827	0.0421635487296906	0.0401681435851749	0.0505386114318136	0.043112638823124	0.0321069911141596	0.0396580259502285	0.028609900086182	0.0387780346144702	0.052914423569624	0.0297158014832538
cg01169726		TSS1500	0.119081340903032	0.5115601659504	0.177639802039732	0.127880526021631	0.240581319120628	0.154182182642985	0.482066383237468	0.188948354717998	0.167901179772131	0.496982585211537	0.0689305442416366	0.49038196195715	0.372979416584031	0.480528011430636	0.547898909969072	0.224833641618092	0.077368377368799	0.169916045490233	0.473456387261242	0.438800342956081	0.4258820606842	0.0925674099154429	0.426668555072167	0.291845605617085	0.386465216739449	0.180729238947395	0.251458102424885	0.32383460272286	0.193117353172808	0.108737492058061	0.093044028350604	0.618390299061142	0.712971612099668	0.0891251009117004	0.140761132179776	0.282745593761874
cg01226883		NA	0.0407836961384418	0.0502351291791037	0.0529239914399027	0.0400434710693052	0.0361244774781776	0.0319417901964815	0.0297523300981204	0.0290810631119007	0.0378756025609969	0.0618676782670471	0.0383291056097714	0.0565240829733705	0.0402477486078524	0.0340615212295435	0.0386924599830074	0.0390988162789263	0.0302113099918826	0.0542345235798005	0.0436424198238486	0.0492527677566583	0.0528354472053085	0.0498197050562507	0.0377237190230856	0.0659152466436089	0.0438985969516134	0.0668005675733619	0.0561045762202612	0.0362075041655671	0.0482997403168466	0.0452379502762767	0.0482752454862558	0.0522179550988349	0.0294427261499427	0.0552488125396675	0.0444083560335363	0.0537101118459695
cg01228636		TSS1500	0.0479224021293635	0.0639829463416789	0.06961676412354	0.0601754534764576	0.0734343659683578	0.0471633394290129	0.0529018640081352	0.0433645300872817	0.0737588983598772	0.0577570241557846	0.0514489181003234	0.0600423726938417	0.0771722889910972	0.0440336901085881	0.04608125454512	0.0499159669059366	0.0478913746624039	0.0618740725669407	0.0866466749970487	0.0597227819589117	0.107082040691902	0.0633001238654117	0.0671219229480151	0.0831734833787053	0.0990682220124691	0.089599761563151	0.069213505882007	0.0382720873151684	0.0732627562907175	0.0810277930304533	0.0735936349710735	0.0642529528868673	0.0523961392885024	0.0803404726410619	0.0934925355106503	0.0595132592836524
cg01355739		TSS1500	0.728859301560779	0.663234576377908	0.815938264964865	0.826004464668651	0.798163797195468	0.867290391276467	0.805305315412816	0.636216924100349	0.682593693184592	0.930500648933878	0.500018476311155	0.697156196661541	0.703685307641861	0.712591962979477	0.836624530185206	0.871351291299452	0.497871097220807	0.849604845085499	0.786905385918404	0.813708711718232	0.748119508141877	0.497237226367006	0.659538198999311	0.727383038126388	0.626895653950105	0.608757403023347	0.783273841824243	0.756142476954044	0.772864013022257	0.7068010241327	0.388448732136945	0.85665138168189	0.893516719550841	0.635603422635469	0.727560411288522	0.631066711136128
cg01401376		TSS1500	0.11950888806505	0.424141538152671	0.131986849936121	0.315803774477197	0.433900284478698	0.0771026149295867	0.68075479622761	0.140609636471275	0.106452596752552	0.693424224168365	0.0734168639333768	0.228714698622298	0.301646407771959	0.840492727729636	0.692441480826589	0.29231135099729	0.0711824148424585	0.115377259387302	0.526592691867128	0.140260935562349	0.561186697786866	0.154987220903852	0.657601150685632	0.265328314839786	0.0890622295843542	0.105557599963544	0.18642642638038	0.682661069845177	0.109639845377624	0.191001964449252	0.209280021216417	0.380842488813997	0.866496053824978	0.0966995897202377	0.354230493750265	0.312130580945133
cg01407244		BodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBody	0.0581703956280899	0.767589944186345	0.136660569129776	0.40372716096806	0.366605623804528	0.0273112128659772	0.494697258813891	0.539399060208402	0.0450623362623293	0.858836009780781	0.319159345441231	0.150507449224545	0.418048827882577	0.412080186131145	0.42803796132783	0.0263762955330007	0.0639311229991395	0.0390266701434107	0.510965365081102	0.106537123092239	0.164891866745354	0.603665022900249	0.918558903347301	0.0726201115471583	0.104360207059336	0.768594593315485	0.611351435914128	0.393527449320436	0.0514847898204879	0.645749923507711	0.756414435689542	0.402883855794888	0.882280919828376	0.571693230020385	0.0714777435295728	0.0510444697282674
cg01488147		NA	0.901612334013234	0.947044012530161	0.944173184589057	0.89826639373201	0.897463540346964	0.912054398920517	0.912713828210707	0.917860935538012	0.91143925056551	0.92755900257925	0.922434032790035	0.903371675639787	0.937965388848559	0.926877020721471	0.93792130596398	0.927482090034487	0.90555493623257	0.926768918478976	0.889850200500345	0.901573559525756	0.879762421147781	0.927135892784093	0.906381424463748	0.858318598782195	0.808632126125425	0.92547257318661	0.912624963636204	0.891408053885321	0.840889744640256	0.906928161244843	0.917407414071018	0.941084809244038	0.930513821017194	0.929108549953181	0.867561644215138	0.917011861429302
cg01505590		TSS1500	0.0195672798261293	0.0117698674227389	0.0228323822286224	0.0202178844065004	0.0191373196184605	0.0144148896741371	0.0151987037159793	0.0171914443852358	0.0153906638569527	0.0222710831496217	0.0106029051588841	0.0216465353264542	0.0176551164589459	0.0146551479507825	0.0115664072763137	0.0128322493973463	0.0127798828287638	0.020605348451583	0.0320435731575416	0.0233221722673224	0.0389575319041318	0.0190303404986018	0.0164196410587716	0.0473330348372402	0.0411197438860489	0.0226607751906762	0.021589554808903	0.499823842349195	0.0382306680718099	0.0218575922907664	0.0175476727254905	0.0187023836918136	0.012689350057808	0.019452898521276	0.0392971100121734	0.0126922389921713
cg01520924		Body	0.10859117539497	0.622774746296335	0.106030144776153	0.161491162228783	0.108976088616635	0.034805990229063	0.0339049168740932	0.304322341477558	0.191162522008825	0.0597877637824399	0.246320363996195	0.0332078727252204	0.147086073014714	0.027569163935869	0.0323240501210513	0.0423134046099665	0.066438330348901	0.0371649070953505	0.160589141693127	0.125658387053675	0.181343368062387	0.0853350128955573	0.698729677359062	0.0402887674418802	0.0431802567414652	0.345336099412466	0.179368424282315	0.360656030167103	0.0724850123717375	0.0332401081866668	0.0272446656707795	0.0469541029675858	0.0300644521180936	0.137023427497437	0.121275407819112	0.186656113656069
cg01530101		NA	0.61437783120182	0.436599854416946	0.476683579765203	0.25669284327418	0.659717802461694	0.390397531837418	0.798485788146655	0.608735556372253	0.485806025131827	0.774426245787882	0.529783848328251	0.634974134867803	0.68187187626751	0.877993680728564	0.805238879553987	0.869404728597692	0.473343736161094	0.639938635548861	0.764460689518851	0.264802056538098	0.672115159732385	0.219678778585187	0.845424160430943	0.739734709085569	0.473137691369954	0.751353102030405	0.666433873404131	0.665189573042732	0.818558982661642	0.783554353844861	0.339911920232495	0.804824181360975	0.866041055755071	0.364146679228199	0.738253750446104	0.530956256733586
cg01546563		1stExon1stExon5'UTR5'UTR	0.47120568239794	0.695848876403044	0.313300356021123	0.544574780876433	0.581677076910829	0.785148780516947	0.731357981838046	0.632977981318935	0.279614185267533	0.771155542909374	0.692719760355217	0.858545833699276	0.628240880106517	0.796075457052276	0.726464256732816	0.736295622425937	0.570470525495098	0.714540163177733	0.544616729335262	0.613231694426837	0.496427405113241	0.799383667117978	0.776735983536769	0.672625384261369	0.786722706832404	0.786238900136032	0.627462490808598	0.66546936897105	0.715725640266407	0.780058822757063	0.71021291426358	0.731020030437584	0.876220628470421	0.184788813143278	0.541879385123883	0.46904487568998
cg01565918		5'UTR1stExon1stExon5'UTR	0.951270483716959	0.955712432378806	0.943415630016582	0.947053874293573	0.950641742947994	0.954693842938713	0.954531432161138	0.942614417432583	0.939096561175516	0.954434653309711	0.95095966423378	0.953733498080891	0.956075046148298	0.954622126426493	0.965049477018784	0.959025863085544	0.735599392198666	0.944126972718287	0.93840604986758	0.939494715885145	0.929327151091803	0.934001378930003	0.954074110231104	0.913974006872294	0.90549233664568	0.956317885583732	0.939662200020502	0.961779917666623	0.913551359030007	0.943684782888507	0.695161300726114	0.95258458781392	0.967166237931904	0.944203155758495	0.920119230256614	0.968862860110952
cg01656470		NA	0.656049671819808	0.470263954501746	0.756255900682891	0.72933087891886	0.674998051018621	0.899956682615151	0.830425697668833	0.483416313927974	0.703927797132926	0.91434233314801	0.529770706803731	0.927814621299416	0.80289688710999	0.915620326663015	0.820479705489288	0.889963761106669	0.453187489875765	0.597895302546847	0.786460580819679	0.825206906807237	0.755145134138658	0.607559115283187	0.901596311837364	0.785987240275934	0.604059372646192	0.833010960543305	0.79807605564575	0.782226015526142	0.811100712802631	0.62078032376366	0.70704216188719	0.844043707485421	0.515071586390757	0.263185209352968	0.668267497939321	0.637945694838793
cg01663968		BodyBody	0.0240697083738877	0.0144333541380357	0.0270616657787527	0.0254062517336838	0.0213618728126936	0.0166910480325177	0.0171612333147461	0.0177499997850942	0.0220449669220658	0.02150458120901	0.0142524589293205	0.026095753949102	0.0232575395974661	0.0151254840672017	0.01385979070887	0.0143229919941663	0.0186319418368429	0.0200706251868174	0.0413902827359198	0.0262368602030051	0.0480782278160959	0.0214216906196616	0.0174923048232565	0.0530635098526179	0.0500298807745798	0.020487479587384	0.0269260276897718	0.0165362609855935	0.0410555184838435	0.0237187325633395	0.0192169381257386	0.023037295432971	0.0124331499299125	0.0258331765868493	0.0435560513513235	0.0149869906561843
cg01693350		NA	0.723801870788671	0.768947056367601	0.744997651611044	0.286783949128768	0.494369603216338	0.773872780230912	0.831708381046965	0.222701484738632	0.632790389057393	0.8250679228467	0.105624623958815	0.951008006216501	0.632509567277696	0.790112913277104	0.817991039402566	0.893081700230084	0.127613932736082	0.408150669053463	0.768846317915004	0.359575170356756	0.622709170689008	0.105573748261672	0.216671677524656	0.620246758875865	0.628730673639787	0.538936906164431	0.523451887324874	0.545392825640425	0.793347183548505	0.603665138560737	0.231713380769067	0.74540866481261	0.566818344495359	0.190819448481921	0.443141185759584	0.379367508048772
cg01712016		NA	0.0591871401990831	0.0564240818409479	0.0652605719204798	0.0495464015900646	0.058024943534239	0.0628233437322134	0.0544625341033558	0.0412507270628639	0.0455813598708111	0.0628130090601703	0.0489158174764367	0.0570005940952163	0.0502414351726533	0.0417540974900558	0.0560401370052579	0.0532967240926089	0.0524844071691063	0.056667915021097	0.0615787130849473	0.0682611164978555	0.0746212070431137	0.0750744704157415	0.0772962123911125	0.106042863163846	0.0737161175244306	0.0525449673158467	0.0610388052496069	0.0462816454804139	0.0766384432488838	0.06307585132869	0.0521239430820405	0.0606713667525831	0.0430973357161706	0.061109613341529	0.0725087843345529	0.0556175166582725
cg01717706		TSS200	0.102768028328079	0.0467205140233222	0.0660254612611618	0.0565292332162663	0.0552919746983326	0.0549144270988927	0.0309638836096997	0.0393900813958101	0.0315554564090199	0.0441697286794207	0.0992591368774331	0.0545444480202112	0.0878260848817225	0.027232901300242	0.0607613794516201	0.16582826350234	0.0370894354205072	0.0462528534893807	0.0461642207408517	0.0413747757222309	0.104788546554986	0.0416561522704524	0.0645496034783819	0.0529721116832417	0.0400132340069461	0.0536956146757724	0.0531229609283162	0.365270705650502	0.0676471120565939	0.0440073318666898	0.0425167194980797	0.0506370046391166	0.0837294511739906	0.0543959737086146	0.0558492189229028	0.08363816050396
cg01785568		NA	0.535561680743176	0.733073861437145	0.663774693550031	0.670674183532674	0.569502637197612	0.846220832369419	0.818980364150721	0.592500228461055	0.371685477926202	0.881893898622816	0.495158135601564	0.802204427191774	0.659104253278743	0.82235354790432	0.770930543804577	0.777400445295886	0.552763516792033	0.557315326306679	0.650371389360264	0.605499061064737	0.618033394307043	0.315913361228943	0.774492790760769	0.731782171040792	0.331299007358377	0.678232160552168	0.684851897148948	0.685998521728032	0.654747896709943	0.836866481698311	0.743238567530466	0.501821539496789	0.882634055104416	0.244308811021332	0.48105076456532	0.394226495660044
cg01805282		1stExon1stExon	0.305668384497934	0.671690087508265	0.628194619391978	0.437918925275756	0.596302952548438	0.322364634816845	0.648851607650934	0.530831909246432	0.279477737977459	0.764352844746382	0.102799030503984	0.64054642671449	0.534771133924532	0.80235481520903	0.68749911196711	0.504183219111726	0.0753518883124018	0.18952433337434	0.609038376380675	0.226133550488224	0.62200879774764	0.1820884450435	0.238140902710296	0.524520457434149	0.0941694400153076	0.703151879644237	0.607067918722164	0.615386447478115	0.463127765701447	0.627133058179039	0.665293692441875	0.695555985402334	0.679323917472845	0.528275105219942	0.563100609497338	0.516135163007342
cg01817393		TSS1500TSS200TSS1500TSS200	0.31582780357236	0.32336387552602	0.258565392456032	0.129675538132653	NA	0.189250794901918	0.392805469293921	0.222171643019713	0.371118894022371	0.415308448658361	0.158194514011928	0.330295711842715	0.249236726823636	0.414961820398884	0.831122949944793	0.350925350111611	0.263630896993717	0.46681254262179	0.248588514986133	NA	0.299699280706396	0.403708225418763	0.24356971302256	NA	0.392972560011916	0.227115796065221	0.359163613750309	0.232043100490879	0.311203869697348	0.301727111882723	0.193047763517747	0.239783579220354	0.309031472112771	NA	0.220291686603317	0.278081946167509
cg01839464		NA	0.39671687941331	0.440847630853228	0.0886642210283666	0.726675584794657	0.345326395902967	0.434358093011498	0.552947503273362	0.508865292821155	0.245472538933048	0.735436601600207	0.0680303044929619	0.0749918729901526	0.561329827727076	0.725671247488578	0.713216232680282	0.498653327456579	0.05805282778601	0.222143745937843	0.589265464222812	0.0674196753998515	0.510265795667923	0.0652154099607046	0.853778686352304	0.45603511062655	0.0510477317633367	0.609760877933326	0.5638649248572	0.57362925959755	0.439775104553285	0.0616077332667892	0.211463333467376	0.723745840314982	0.878653344787043	0.045520458693807	0.287012318029303	0.472837423453698
cg01860753		Body	0.0292700797876221	0.0166730636968938	0.0319586415071128	0.0280414395243244	0.0318117167442595	0.0238686932707704	0.0209437604999673	0.0263415102337353	0.0281705617771708	0.032951460106035	0.0442047721101159	0.0226850105850323	0.0288914180873844	0.0153895025646812	0.0191546915804126	0.0163611875070384	0.0231249201835488	0.0263389763371218	0.0354109193967423	0.0460981286504966	0.0633350506735688	0.0256141331797482	0.0274848326512162	0.0612059173063916	0.0500273549983743	0.0347820700792162	0.0274441278618101	0.0291829991521056	0.0471966399797403	0.0274416511201418	0.0257615207710297	0.0291496560450028	0.0146097046153965	0.0271708461681867	0.0575342935139056	0.0200744658593175
cg01882179		NA	0.0397288017933288	0.0282892103692704	0.0353445136320709	0.036440193699272	0.0353879834910145	0.0364228305989019	0.0254873795011799	0.0311206143508394	0.0321500480248913	0.0445098468625249	0.0325790548198012	0.0359094910891298	0.0393257192028015	0.0279612457331742	0.0213991511082108	0.029842868766844	0.0241443994993443	0.029520915845007	0.033296701086316	0.038087956511125	0.0403251958742257	0.035353202018238	0.0406936446814211	0.0496140541923653	0.0355830669501196	0.0397883379105658	0.0320347024341895	0.0284560459497769	0.0424213243555001	0.0358250067056697	0.0371274809848864	0.0459348082890576	0.0276341348512101	0.0475127769838524	0.0542709080759105	0.0352935047834619
cg01971122		TSS1500	0.218324989366228	0.177662643115961	0.413508927709415	0.13235782523944	0.197596820216461	0.250701515259427	0.12332139890798	0.134771094437605	0.232267399302227	0.646382303377435	0.0902806136442216	0.113995809692741	0.179494689647465	0.287496823089953	0.512820858493345	0.0984778226850537	0.0863937529063206	0.130688475860426	0.455137494749276	0.174299777421188	0.261810633393184	0.13227609347201	0.130652454924412	0.147101948807241	0.129707925565145	0.151550256349317	0.251954812117279	0.467898579707706	0.17388893871339	0.121670389260249	0.135635514326574	0.140214877738599	0.0845636000434572	0.121936676894355	0.205128689168745	0.140408561162469
cg02101486		TSS200	0.178376768493496	0.541759318458519	0.42243968721891	0.164535066542492	NA	0.580515323009971	0.427535231596619	0.104662086278796	0.207670207134094	0.302751496154076	0.494757976709855	0.465987423538732	0.204757509253841	0.684208405922526	0.764484082965871	0.521685896670804	0.0934026567552917	0.329690294962176	0.605825143432045	NA	0.219359681407896	0.206357639803156	0.483837335121143	0.552831750782429	0.219216729405901	0.209446324529557	0.346776509535317	0.52987672040577	0.551807723051514	0.318407487076913	0.132160983613674	0.341868537732771	0.580244613578197	0.136845057867382	0.207189890037535	0.125506243634026
