Composite Element REF	Hugo_Symbol	Group	TCGA-3H-AB3K-01	TCGA-3H-AB3L-01	TCGA-3H-AB3M-01	TCGA-3H-AB3O-01	TCGA-3H-AB3S-01	TCGA-3H-AB3T-01	TCGA-3H-AB3U-01	TCGA-3H-AB3X-01	TCGA-3U-A98D-01	TCGA-3U-A98E-01	TCGA-3U-A98F-01	TCGA-3U-A98G-01	TCGA-3U-A98H-01	TCGA-3U-A98I-01	TCGA-3U-A98J-01	TCGA-LK-A4NW-01	TCGA-LK-A4NY-01	TCGA-LK-A4NZ-01	TCGA-LK-A4O0-01	TCGA-LK-A4O2-01	TCGA-LK-A4O4-01	TCGA-LK-A4O5-01	TCGA-LK-A4O6-01	TCGA-LK-A4O7-01	TCGA-MQ-A4KX-01	TCGA-MQ-A4LC-01	TCGA-MQ-A4LI-01	TCGA-MQ-A4LJ-01	TCGA-MQ-A4LM-01	TCGA-MQ-A4LP-01	TCGA-MQ-A4LV-01	TCGA-MQ-A6BL-01	TCGA-MQ-A6BN-01	TCGA-MQ-A6BQ-01	TCGA-MQ-A6BR-01	TCGA-MQ-A6BS-01	TCGA-NQ-A57I-01	TCGA-NQ-A638-01	TCGA-SC-A6LM-01	TCGA-SC-A6LN-01	TCGA-SC-A6LP-01	TCGA-SC-A6LQ-01	TCGA-SC-A6LR-01	TCGA-SC-AA5Z-01	TCGA-SH-A7BC-01	TCGA-SH-A7BD-01	TCGA-SH-A7BH-01	TCGA-SH-A9CT-01	TCGA-SH-A9CU-01	TCGA-TS-A7OU-01	TCGA-TS-A7OY-01	TCGA-TS-A7OZ-01	TCGA-TS-A7P0-01	TCGA-TS-A7P1-01	TCGA-TS-A7P3-01	TCGA-TS-A7P6-01	TCGA-TS-A7P7-01	TCGA-TS-A7P8-01	TCGA-TS-A7PB-01	TCGA-TS-A8AF-01	TCGA-TS-A8AI-01	TCGA-TS-A8AS-01	TCGA-TS-A8AV-01	TCGA-TS-A8AY-01	TCGA-UD-AABY-01	TCGA-UD-AABZ-01	TCGA-UD-AAC1-01	TCGA-UD-AAC4-01	TCGA-UD-AAC5-01	TCGA-UD-AAC6-01	TCGA-UD-AAC7-01	TCGA-UT-A88C-01	TCGA-UT-A88D-01	TCGA-UT-A88E-01	TCGA-UT-A88G-01	TCGA-UT-A97Y-01	TCGA-XT-AASU-01	TCGA-YS-A95B-01	TCGA-YS-A95C-01	TCGA-YS-AA4M-01	TCGA-ZN-A9VO-01	TCGA-ZN-A9VP-01	TCGA-ZN-A9VQ-01	TCGA-ZN-A9VS-01	TCGA-ZN-A9VU-01	TCGA-ZN-A9VV-01	TCGA-ZN-A9VW-01
cg03256955		BodyBody	0.0304488146732202	0.030373060938486	0.0607095946831882	0.022712577872191	0.0346190198386003	0.0237485858644232	0.0260297122414484	0.0233829407979719	0.0230909719336179	0.030514199785174	0.0333430152841009	0.0247753950134322	0.032752460552877	0.027014471184216	0.0254857611432865	0.0261513957882916	0.0275236286307091	0.0275192286564864	0.0191377913522361	0.0316201277664019	0.0254471435812441	0.0282798781653272	0.0278997480140464	0.0234273342301266	0.0334637123115256	0.0219560478883389	0.0267122590595621	0.0232085118714834	0.0280307476809751	0.0268057071686192	0.0241677472351303	0.0305122734141111	0.0279809745274656	0.0284124560796715	0.0255953747814754	0.0266588622100774	0.0245154062609881	0.0260119546598446	0.0262354456406688	0.0287597246471426	0.0284559038214749	0.029711998193394	0.0285838665543697	0.0306789474570763	0.0378213653294931	0.0323328048290488	0.028957110947684	0.0343423387986143	0.0239913900652131	0.0250078288273854	0.0228356831992124	0.0281084961545224	0.0291615232553194	0.025447061187585	0.0380431495630968	0.0283483650112245	0.0290845883513052	0.0302981589540021	0.0388748339013184	0.0276998458161348	0.0338590067691088	0.0435571022343034	0.0299968611921805	0.0215767467937318	0.0284520135006393	0.0290688289259347	0.0319745591116587	0.0307221404625991	0.0300493353534217	0.0257523951174027	0.0263768630451412	0.0290918990777482	0.0225063316835971	0.0392267720983047	0.0260862236358195	0.0194807751590438	0.0234009701091923	0.0266479943649362	0.0238442785702341	0.0223738828994029	0.0386446866986304	0.0409914643102334	0.0450978934686144	0.0252270266133556	0.0275902620460472	0.0376825463962654	0.040068557477389
cg03271907		1stExon5'UTR	0.927820220797981	0.938599320992484	0.943978091779314	0.932837984072661	0.933685790711243	0.947341237600611	0.954656310157957	0.942128270024	0.940962372298078	0.941047735311702	0.916884891368083	0.921199554005191	0.9296677141438	0.927001420628623	0.941532589723684	0.948923913023657	0.942049504349262	0.952685929974166	0.944230047275362	0.954556433796299	0.938553801905466	0.948375937826813	0.9584681103996	0.938865962238097	0.952645448726808	0.939002529407565	0.945476547588381	0.970845530233311	0.935506948346186	0.934246379020908	0.93613951480603	0.945697618509549	0.90868432271084	0.936851123490548	0.94985258160659	0.933295109366389	0.940833498863803	0.955282882741275	0.939746242121151	0.932987904071396	0.932770339495845	0.950199835154728	0.947097344996978	0.942848369839323	0.945013904566284	0.963643323994907	0.829173471412845	0.929257357942689	0.938458522768499	0.931987735012867	0.953170418001091	0.928129420223838	0.945651414032405	0.954776197757485	0.938541862686787	0.933794936482396	0.945332312485703	0.944470090586567	0.945363881881321	0.945928598214909	0.928271900052573	0.920990844537694	0.937412113520093	0.944983568258251	0.865808457566725	0.945757389914398	0.950591619941025	0.932232346777837	0.943356384246361	0.949998528303918	0.931007683896341	0.94669757910732	0.935298516841925	0.954074290809928	0.950229135168857	0.943580614343534	0.939934668886594	0.937170804446437	0.943892897122956	0.945441689032007	0.89572338348535	0.927000246942297	0.95074013676813	0.95185603056397	0.953511560299527	0.947868560489604	0.932011750682153
cg03641225		Body	0.486671230623982	0.248471864818132	0.741646182159314	0.264850071262294	0.72576902928134	0.527174538062235	0.611435722462013	0.380912262738851	0.347717527564083	0.631026651333705	0.427793278964356	0.383639475952489	0.435161273634496	0.483337365467459	0.377862243191586	0.496857101513238	0.449756612261075	0.483494077505848	0.543605554304148	0.375592862175164	0.420931295283856	0.529282912450315	0.487430615274803	0.27703085131094	0.574781633060234	0.58093637250978	0.66952365666737	0.401498101704222	0.419646184803637	0.637984508186983	0.566660547372755	0.347085755220273	0.33649219429319	0.426386341912501	0.258962809137472	0.534591165873668	0.576489445399566	0.29818849296213	0.617755500194237	0.557782660838552	0.314230795919398	0.409951281319206	0.552525025957264	0.320571104197392	0.428567637837443	0.242997699157965	0.564888631333419	0.261560464660379	0.30892596731732	0.505684914135849	0.279119052229303	0.268681132448539	0.228170138694161	0.422320313641344	0.475039041362025	0.537502047996581	0.850724790171547	0.27284013092334	0.493354902631297	0.380538241256307	0.335117309979867	0.59994183896662	0.323326542490169	0.368969365278448	0.558433717543214	0.388326586070075	0.629514732228096	0.531961262103417	0.501055409465253	0.365194582058993	0.267210570506031	0.4295157753369	0.442631739885747	0.443592533430294	0.7201946503065	0.364566059749094	0.43853500096744	0.693530891334888	0.268282847077087	0.429597952456217	0.242166318502478	0.283406611324904	0.523937812695147	0.582673944977232	0.580079745725206	0.313155877855956	0.562789250650226
cg03794550		BodyBody	0.117969344147161	0.189898992601989	0.0774178589352007	0.0570361896631114	0.0522880483407772	0.0645570800631305	0.0664660810003416	0.0543476987460263	0.063565751222932	0.0766932195121527	0.0767666680964213	0.080492213584463	0.102296911999776	0.0731703571484858	0.106614339153051	0.0522848986758125	0.0519900320987437	0.0647192947173467	0.0784629564798511	0.0621893012146036	0.0794486974387933	0.0522625010199297	0.0810366335682059	0.0634968983928758	0.0714693796754341	0.0455875648115311	0.0711650142389913	0.0637486999316314	0.0387497075563887	0.0543746439321139	0.0612492379265876	0.0631369758630308	0.0852060414769989	0.0554807029947188	0.0567433278321907	0.0535996130084233	0.0405801443332447	0.053427969254945	0.0432426917892068	0.0728386985394617	0.0620471099210493	0.0506937104160035	0.115798282127756	0.079903442794663	0.0931152489960595	0.051818148223241	0.0666633730102313	0.0559924411987485	0.0699601311475469	0.0633850825035187	0.0654115391179658	0.0506792685524284	0.0729012333477546	0.0577134817456003	0.0574422711967117	0.0661508719592748	0.0905034338677574	0.0649134487910419	0.0542258834174631	0.0607855230776413	0.0553731798556789	0.0658961695864945	0.0629961769955054	0.161304593829797	0.0752204451867392	0.071477483930499	0.0552983206125849	0.0659214568404559	0.0687329223458822	0.0604659227643399	0.0518007670050288	0.0902584541069062	0.0586223052179484	0.0575247717896952	0.0962226007346817	0.0610846997596133	0.0577886506731167	0.0558182180667621	0.0694104205967362	0.0621355042484278	0.0489364110347363	0.0664102728952673	0.0519003183131969	0.0559403624753729	0.0541953160934386	0.0588862476741044	0.0627176355591263
cg03822011		TSS1500	0.0366944447525101	0.0405521231775686	0.0332575247441905	0.0347617031625381	0.0522690522914387	0.0414697650795436	0.0483722290554171	0.0259726959967034	0.040931900325052	0.0401017579132991	0.0499067775211125	0.0412925090595053	0.0406432793565559	0.0457514583099036	0.0358970844569746	0.037145230816017	0.0621686117454768	0.0495603068976083	0.0475094943580373	0.0316757893538633	0.0405168390549363	0.029678399175201	0.0333306557391255	0.0331991377544005	0.0362469494655467	0.0390414561288822	0.0417213356243591	0.0281528483749467	0.0365390366083739	0.0308744709524325	0.0368737367082295	0.0461768372243921	0.0324610344021155	0.040652104894654	0.0397226382647227	0.0387078474271809	0.0428577717831499	0.0403028599166125	0.0322085978304624	0.0444770698494045	0.032191106969255	0.0393375890216899	0.0452747689535257	0.0450237195840734	0.0476163979716073	0.0383407058874002	0.0398379869204577	0.0396093573220983	0.0335402609309398	0.0322590485772586	0.0266169797949548	0.0435047436101077	0.0391407627730262	0.0275079411908395	0.119233037480598	0.0283497205034491	0.0378709018631948	0.0452603530315407	0.0351697824746789	0.0310792663328348	0.0309743917857869	0.0370268366058518	0.0372409822481618	0.040250932918692	0.0387160363905027	0.0392105294144574	0.0512119649134898	0.0303443889475388	0.0312989801815536	0.0299932047615356	0.0336746048809334	0.0430377854917291	0.0374245237042516	0.0404170306043748	0.0343958053572211	0.0424751869346647	0.0432695426938165	0.028951912203149	0.0395645987781555	0.0322737192144243	0.0345979775470936	0.0466845988138264	0.037207275841062	0.0358917521700975	0.0466423036524894	0.0443417471371798	0.0326915149021257
cg03843978		NA	0.440172183865662	0.504795555303327	0.640527846640227	0.463238801054168	0.634449925436034	0.583616705327515	0.381496752383727	0.600641365934805	0.561731590644637	0.592391456458207	0.740782235327269	0.431644138732236	0.459570188126829	0.533672519333643	0.484570556428575	0.528926304896914	0.533727644576121	0.510483370309775	0.499995489232878	0.452605694747088	0.41364003640577	0.549249290718924	0.478775757238151	0.702023923740253	0.534254376614998	0.513011349710816	0.60532882625655	0.615270386203717	0.495573442900366	0.317164435805664	0.484265016928527	0.473238996378092	0.552288958166359	0.465161321247238	0.334540041695625	0.598616085787853	0.536280296331319	0.537715971048017	0.492724857530795	0.530121658018755	0.389198116111166	0.524656925144687	0.384736585218528	0.493055674678974	0.445744171354134	0.462413397831584	0.669829549317992	0.565522112474266	0.642767514893729	0.573355254125843	0.428408555119087	0.563795628879529	0.556554682099381	0.703053297545228	0.400020630297558	0.546955540320826	0.730484921487222	0.434452840051981	0.52985035100248	0.502523998504653	0.542337024146611	0.429995180890348	0.412313188927233	0.54369053391243	0.620454840063519	0.514812770441806	0.569169778137627	0.537177121341376	0.670517252403101	0.500284007825506	0.529023077992765	0.532846228906276	0.450317013369069	0.586748876340029	0.549225874363828	0.532852556128202	0.525984479860332	0.563088606723457	0.317670207164539	0.407382362835353	0.250099235613539	0.613584997203361	0.634476791779323	0.534743531190131	0.503852797145978	0.564946112970781	0.493186793152646
cg03846767		5'UTR5'UTR	0.683613727745503	0.201638741931085	0.868495589289786	0.620105328028161	0.199988675392494	0.631201803028831	0.578389589451546	0.456884048856751	0.673183278490641	0.538858169975685	0.726250842800736	0.569774801916217	0.557378562459104	0.678213033472899	0.542302754010993	0.477847289912628	0.415088683293063	0.713764918224112	0.766731878421749	0.801554208069666	0.717988352933878	0.736247970674484	0.795075397409951	0.775579140433046	0.731989143517737	0.775817857429127	0.822130337019594	0.736986380911795	0.708311272341947	0.466890199808784	0.764373072428722	0.617852840060997	0.638840616720049	0.661961819698596	0.426660502846687	0.814402954706538	0.388030318707644	0.769070712131184	0.746931931467022	0.704960539898757	0.645221237216503	0.703593702590987	0.616832665639522	0.488856024931841	0.808396709493573	0.800661502946669	0.176931432860786	0.751291527128373	0.715512745620936	0.773130092867774	0.618863433178452	0.731021134598548	0.536101592599415	0.627503554822245	0.660157296304459	0.73050156141161	0.885812670904917	0.734348992798844	0.687256840247026	0.663525989134608	0.687526010299494	0.592173752429796	0.537026740802302	0.683136682801774	0.616826224037506	0.510859400601547	0.686013034066731	0.47707209683526	0.703570519540261	0.766624703744409	0.368018628425553	0.61270225778448	0.686954718022855	0.519150120051788	0.524128892640021	0.597629529523795	0.587903361291918	0.697748405877417	0.808314045463027	0.662777718911818	0.707760294080494	0.109302453846933	0.727524692276174	0.783533908682478	0.86216407279723	0.605348740832071	0.837359818699219
cg03966406		NA	0.0334180267769547	0.0260797545588835	0.023831188979808	0.0257642440103885	0.0260636967363117	0.0243772949942259	0.0337504267649482	0.0265090836402204	0.0231863231951795	0.0275464973150308	0.0265689215127425	0.0265751129508706	0.0308671008236828	0.0320087881467531	0.0256927663060448	0.0234567135253872	0.0262500664789702	0.0274233336850229	0.0257638881327204	0.026019663264221	0.0242551735069194	0.0243074878439706	0.0273962391282818	0.0221268531148909	0.025347784632776	0.0277490530467795	0.0270323262144416	0.0182772282803643	0.0239235440902186	0.0215944869980995	0.0213400005006391	0.0315568546599117	0.0275752399590431	0.0268797900802238	0.0245085284410502	0.0271182769761743	0.0178050645259835	0.019729940576486	0.0317611312608447	0.0238717253374321	0.0238320848973809	0.0213319275690484	0.0345074002801666	0.0257322510859115	0.0248085013848464	0.0268158599314357	0.0225896634509769	0.0338143574098234	0.0247638753423804	0.0217044062744263	0.0260973408633076	0.0270848276800135	0.0231618931540898	0.0238146230719206	0.0247154850527855	0.0246306192352871	0.0321278544011219	0.0249535088798811	0.0300873524688048	0.0273525605821171	0.0233035458557659	0.0433333439559567	0.0289441574156822	0.0187791944481475	0.026572355994458	0.0261405071447366	0.0299525080091461	0.0270797086878601	0.0221047445261861	0.0221542530421621	0.0215854241497832	0.0335206297162268	0.0236199382783845	0.0248323257794272	0.0236408086503443	0.02131203852285	0.029021901768147	0.0259922614034368	0.0242262878436575	0.0225287230244559	0.019916452630793	0.02896986657481	0.0251971627980355	0.0218486603051632	0.0260042413306599	0.0330716720484668	0.0241210587289767
cg04096767		NA	0.191559350539217	0.37197500927242	0.225410753123474	0.303796467240162	0.43003733831536	0.516763209676604	0.175146782979342	0.23872630825849	0.407687910589007	0.211690077794309	0.679704330659381	0.343995901254962	0.25663033554814	0.176821096385236	0.207888537682331	0.245300387245698	0.157115815131584	0.280760691755362	0.34035388817077	0.234722675177237	0.248364561205326	0.213668517968131	0.294149967068657	0.236033375662063	0.306564407179857	0.194625993565979	0.19444752310553	0.169265677736475	0.465394417947388	0.222109250690371	0.479028304621386	0.440912630602447	0.272600038926985	0.239419281406633	0.198207771014252	0.204762535443399	0.351501484169357	0.61197984572295	0.370655138780678	0.25371992505664	0.513637690093878	0.232480561031778	0.262752577318694	0.174121998117919	0.282390320132624	0.0994264091988083	0.181251902834873	0.193560635084241	0.184613713108297	0.612811255120029	0.33374381192197	0.243978486525843	0.242153003381031	0.177231414923597	0.338432947096863	0.360413004921763	0.716603666468233	0.37707946628691	0.289594904981849	0.217029974583097	0.541470904016718	0.334111813151576	0.373000017813429	0.256215578566504	0.511530403812481	0.213283195010389	0.183170374495201	0.488918621576103	0.504483345437076	0.321201059545639	0.292624606554934	0.302860610559949	0.381783021744411	0.136067907998019	0.591205737323366	0.328212517439678	0.528816983888107	0.212131862222867	0.173861321272344	0.347633666555503	0.324674133087862	0.396969469534772	0.218203748224925	0.532806850903827	0.267423097212452	0.165761773702675	0.565265579053522
cg04112019		NA	0.132961016770409	0.0638787509513892	0.642104087148639	0.0909892809573484	0.118684557978087	0.282998120666375	0.0767164332701044	0.0823905002718555	0.0928560698537144	0.0903955782966489	0.092124333696808	0.0747531094921937	0.0707499826698949	0.0822212019465322	0.0768460352828759	0.0712418903995358	0.0809410519661125	0.0555045582655839	0.0561144791566881	0.101716185313201	0.0824418091277115	0.0719876125654352	0.0764159684213357	0.120842357669983	0.0906212234648425	0.0732670356636165	0.0905024801281068	0.0959651608128249	0.143169879776862	0.0655964601176801	0.0826592201688528	0.0645711279039252	0.130200078786215	0.0833662377163072	0.053725301177437	0.0926637815371151	0.0641431509006029	0.302793396766483	0.0537015041566433	0.0740899011353068	0.0580962672616479	0.0804226488277568	0.099546395610398	0.0906552824965221	0.0761968162787278	0.117968368056112	0.077441412070762	0.0838322135536212	0.0756702921706682	0.0584348860378671	0.069207133210899	0.288346586220777	0.0759696300345125	0.0670630786355769	0.0991440709943674	0.0667128425697327	0.0780545266538069	0.107149164647312	0.0539169000721388	0.0923520183832355	0.137124338093847	0.139654199315566	0.0710160134711088	0.119448875086771	0.085894405366527	0.0738410183278995	0.0818122105319105	0.0718384327299012	0.0821949965547187	0.0859134444930623	0.0857709196343473	0.157136929971564	0.155184660943732	0.0857412841433846	0.0606400003120037	0.0578713439121743	0.0686665639767458	0.072251313140211	0.105489758003657	0.0985208672150073	0.0715551504830374	0.0764420440072614	0.0804560575267399	0.0650402292525738	0.138216445156677	0.0975273143721189	0.0646846742564451
cg04113075		NA	0.0671976169866594	0.0552354981208961	0.0621851172111716	0.140303648873882	0.0264022027617645	0.0955607128058864	0.0523609330791731	0.0334035860557422	0.0486134020410965	0.0396781358171479	0.0398913603437194	0.0916027772358128	0.0493260906672469	0.0485680623287905	0.0558208368396469	0.0559010288749736	0.0322875951627853	0.0599858651182737	0.0626499802222272	0.0417374224274238	0.0389466373718861	0.0614679518346949	0.049693435792052	0.0230803319398149	0.101490018950802	0.0655499996783684	0.0399881492558735	0.0290470922524286	0.115219213394346	0.024961254465603	0.148905181454102	0.180429201715351	0.0406470757972826	0.0471502146643421	0.0360503825969032	0.037648404048512	0.0319870842244627	0.0399898911882906	0.0551038962518783	0.0404196321934992	0.0410735649504865	0.0429393520677958	0.0289195557976829	0.0510783072999217	0.0431281689757494	0.0244133146016462	0.0414749451289172	0.0317342209773643	0.0253736337524727	0.0288161513002118	0.0591453065508846	0.0449279024875521	0.07692751957089	0.0278331732167936	0.0264592688712087	0.0320215033654182	0.0385455114061975	0.179828504335809	0.0378200776948951	0.0495794695342231	0.0352309826535049	0.0402255633465868	0.171849262293106	0.0642704310620717	0.0210591891652426	0.0244106572841445	0.0377908892770282	0.0430749508325413	0.0798855627795911	0.0323075103407588	0.0402114857951969	0.0570186336667009	0.0907671298985963	0.0410593284742549	0.0360056118213179	0.0522840668538483	0.0671937068991676	0.0295578358258462	0.0502840231697765	0.0849830683142975	0.079407414200492	0.0330295543250505	0.0364169049992407	0.046788635253138	0.0852881374637418	0.0339832630049358	0.0357959386127169
cg04125208		5'UTRTSS200	0.0659480588322152	0.0856675787809965	0.0676625046572837	0.0793433143162444	0.0534366636824856	0.115332139526211	0.0649351989064446	0.0637021076869761	0.055585557534291	0.0666553313681282	0.0890348707561802	0.0727258234411674	0.0701715892291019	0.0788019135154211	0.048372870839655	0.0662353250195559	0.0465999968388979	0.0492569665321932	0.0659077173915271	0.0515967390791599	0.0473798396201195	0.0604514374284617	0.0623302678447521	0.0401386306138961	0.0445421470850923	0.0663842603165217	0.0684922994181861	0.0597081835098922	0.0523828472486719	0.0370071107272508	0.0585431693136321	0.0679181763597927	0.0706600384370573	0.0587315998268244	0.0599984263197389	0.0697771945683072	0.0411404460525694	0.0456152395111998	0.061088802673148	0.0656632811842581	0.0555368050099854	0.0530850119275368	0.062058952849717	0.0656758866473234	0.0706414931035951	0.0619755015157681	0.0574134202090295	0.0747294422191865	0.0696167215960734	0.0890054479080745	0.0518217510918632	0.069903958119221	0.0576446415447426	0.0555732755417493	0.0604195598519403	0.0522903913402622	0.07454949563439	0.0479337927858597	0.0713594736107268	0.0731236457240537	0.0656241370761327	0.0567077758768274	0.0760506745415608	0.0540863984374883	0.0589350232961721	0.0717770733410874	0.0672135531548388	0.0631827992528757	0.0572142998136671	0.0720629082465262	0.064700199546708	0.0650200792017744	0.0499169477016043	0.082386976684618	0.0657821773267527	0.0547162051090806	0.0658652393485988	0.0669219780993754	0.0740971651064014	0.0711129614172567	0.0540410935583022	0.0643778439217253	0.0721782763234041	0.0600493618685571	0.0756255296240863	0.0908884406073943	0.0680071883693883
cg04132607		Body	0.862292913841371	0.810180871158138	0.845923528914498	0.738258163213662	0.874053681030534	0.757625580039881	0.800230311529345	0.883793332901757	0.782507886226684	0.727252794934434	0.861052260634077	0.624658538692777	0.756590144778462	0.823124088432626	0.852473555173717	0.725695944841474	0.812086927313093	0.761908025953679	0.832102882396738	0.833434583060242	0.707329443887153	0.818589891189403	0.80511534311971	0.819646909295784	0.845954389459026	0.768086116076518	0.835053389951859	0.824345852310537	0.759597760393793	0.827205298906959	0.82766148209832	0.739891523403613	0.755731892862297	0.80399888110246	0.822361058660939	0.806335764059329	0.704468805958351	0.812644134327834	0.819900998764553	0.797655770328255	0.793258217267463	0.823191725699903	0.779655551726161	0.728362393402053	0.788378425251405	0.828761073304783	0.379963813207984	0.667185204633445	0.807237265587493	0.85035782337082	0.794335998888522	0.702972148605723	0.848771867037457	0.856197156777662	0.826771194023444	0.83822810832376	0.839945294996302	0.717427062094181	0.829100228551568	0.789951023094081	0.842740199586226	0.794582752898945	0.829309127005807	0.860017530067063	0.750013947287382	0.787839225945867	0.83826168661321	0.881604037924483	0.85939971306763	0.78411042023792	0.775687755486419	0.787147241900563	0.821025609480385	0.731685630101638	0.823768984072286	0.786637116524681	0.758360115825894	0.769808230824774	0.818440416701081	0.785714859528977	0.852995292755608	0.547615405803173	0.815176063221	0.819129238481735	0.821855248535001	0.899024430553069	0.86695363045319
cg04216597		Body	0.0907365190278408	0.268495288683621	0.307571323268894	0.0847746520812122	0.369888872907771	0.365156828650624	0.464067525417139	0.0932218168045116	0.0647621936062148	0.075991571611874	0.0806258324744498	0.109193623279734	0.065521577076846	0.0816078294558097	0.0920893877621166	0.285869643669874	0.0837959544852937	0.293582962780006	0.107187364939327	0.0967402535240031	0.132619319004625	0.119366561700611	0.120284915854648	0.100899749894797	0.0860430651597146	0.0942863206264617	0.0969959629316561	0.0868225467967052	0.103738766595323	0.0834470489593246	0.472551030560028	0.331816865264503	0.108743100591832	0.116225511247184	0.0594636284092647	0.464295885153354	0.205105814739796	0.0704942717164819	0.153592880763458	0.233766512195959	0.138809018001603	0.0957824322542007	0.0920469439905893	0.0711350365910369	0.25551064751502	0.146260991844137	0.0968321708631952	0.0811602740126212	0.0719697777587805	0.098856689062095	0.0729771394339189	0.0708044682348401	0.0975977543002428	0.092962696929842	0.102512126475549	0.100953455168003	0.134983832635302	0.0863648839245103	0.244328443488316	0.196135762414394	0.14661386968832	0.0688401483975949	0.0958124122459002	0.0746385969535797	0.177247359914402	0.112423363376805	0.0973508802487667	0.0993026762190281	0.10659028197817	0.0752012627431643	0.076989760774923	0.354939152439815	0.120760102224569	0.320847080689177	0.0738535256806584	0.112787743098049	0.0812681369634935	0.175540425718954	0.0967385886434757	0.0970590077813563	0.110922492278517	0.363554115146741	0.0838524983324909	0.0869068124942989	0.0795651436081107	0.124017635904317	0.11066443012762
cg04291079		TSS200TSS1500TSS1500TSS200	0.807383312337522	0.877081717841657	0.868964887207777	0.827674895053263	0.899916634751583	0.811511283204413	0.709705226151001	0.578670518050954	0.915969980768812	0.827186642333005	0.768469225779701	0.758147125060911	0.886343538926124	0.868180770640998	0.869658522874501	0.894379707995369	0.91356347514407	0.895096863038884	0.895716516945981	0.868791366772206	0.869219546612645	0.933720854896913	0.888754586700631	0.929675650063178	0.854048115399848	0.861455819008027	0.905624538984547	0.913735857381949	0.869544863797597	0.8200191519316	0.522268666048053	0.855003783987935	0.914573782385486	0.874525029199935	0.944655962459053	0.900920018588688	0.882826545349403	0.928422509086582	0.850460717006431	0.863342414597459	0.779368648651238	0.855422871665192	0.901560603104042	0.669935187936502	0.872428837095602	0.954641874345566	0.714254254016867	0.924359235233457	0.9005819005943	0.924507598725764	0.909058766730018	0.857726415857332	0.905323101620274	0.941960312423412	0.887746748041795	0.84385058462108	0.842962733806899	0.924944153043894	0.933456013401327	0.875553995624101	0.893650775744139	0.840130610294287	0.881409624131209	0.908141281543098	0.820744632055485	0.572766785321327	0.916511878011152	0.812280348263284	0.910708491477269	0.403564651113198	0.823935579014527	0.887393312752948	0.880308273362366	0.553549761661892	0.922729369386583	0.881769016048761	0.720400523055802	0.902071487605647	0.771188217073225	0.812759504030688	0.697367294628235	0.898613186833069	0.691301283498165	0.899450018123222	0.794701109329696	0.919060724456859	0.911931542743386
cg04330449		TSS1500	0.356650818094064	0.107529903808493	0.529284779692173	0.0655979241185997	0.41222052418019	0.488385183718973	0.555774166220023	0.0323855787696508	0.201862935436787	0.0573784028662713	0.161529507955658	0.0524319504367289	0.219105999929164	0.201141053769545	0.0869926061029188	0.062888101834079	0.0522118813156765	0.534227472971434	0.45742669037926	0.0791484262094347	0.0351270105913438	0.0974800154939853	0.0723329239639137	0.637983365210207	0.201184942500586	0.085174265334918	0.354248555535224	0.0388753565228242	0.450680896999961	0.0234035327665712	0.407082823306046	0.490255004244518	0.247109551224337	0.03596683014715	0.0220328844710045	0.462879535607097	0.653291491721532	0.57508190640809	0.622977937028745	0.166046768821949	0.0238368491831103	0.100122414138164	0.0210081485570337	0.0403808549072624	0.0990990633271269	0.24041550504692	0.0419663007031569	0.387964754960653	0.0285041384177515	0.0339536823065249	0.394927941679347	0.514067618773791	0.25970969298309	0.0673202088526494	0.343925828351604	0.0300898558931448	0.346115275066011	0.0556288535801974	0.147771643176464	0.229078455504644	0.187169144097792	0.130471111009685	0.0972632456879215	0.0553563026729074	0.0335669053945705	0.0299679525861601	0.0505160914810158	0.386228131200934	0.580985109145842	0.175061601594483	0.045351989945595	0.0839891269483466	0.120563487942899	0.708374039876917	0.071604075816819	0.308821590340463	0.478309306888757	0.0314927590908949	0.275170596113926	0.364129556691063	0.0759323880142567	0.0260854746737174	0.309174885083161	0.172873004225519	0.493382357799812	0.189750930819052	0.498822407358836
cg04456238		5'UTRBody	0.197996113993441	0.495426694172046	0.193539813531058	0.411554854143441	0.676658022848327	0.667459823328796	0.194266066437024	0.200500631505053	0.597322678149777	0.326215061783853	0.799022218426385	0.389022737514995	0.578169263353157	0.336619927285835	0.280078730176341	0.312114381847713	0.191740600583723	0.339293862187068	0.57829196675917	0.298051177088526	0.3063008080551	0.302622733449103	0.358745840943503	0.397614577724325	0.345532597893896	0.198876028849515	0.254854961186157	0.20448869489174	0.551533036910092	0.57658098880348	0.642402887989278	0.540480450581932	0.244540241763151	0.234981543922679	0.19354464922546	0.695460144195212	0.61028305394305	0.762298540374067	0.696419284412696	0.273880349569901	0.617525664876011	0.276407396838269	0.250951976858435	0.29288544521126	0.375947236625106	0.178483291896715	0.423420729074325	0.379483974018681	0.184210385849741	0.773315223337137	0.306399700757106	0.320360821379258	0.250275647295987	0.254224654402369	0.3831975576288	0.595882263235075	0.874891963293844	0.368468690444023	0.355164974831213	0.181100416629004	0.722027042089521	0.32830555946731	0.560724974148199	0.262599972420552	0.708588477505045	0.207753000293729	0.183939706236684	0.671866371193404	0.728090376856566	0.330910471374886	0.667967282794651	0.597496874849315	0.49968324990073	0.324051567352649	0.803224271006949	0.356053287382553	0.631711991746233	0.239499819595442	0.220121631188123	0.402443612484999	0.779273856843535	0.78069785947888	0.325479319932375	0.722980597461883	0.724759242978038	0.344868681660299	0.691043503154567
