hsa-mir-1259		1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	-1	0	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	-1	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	-1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	-1	1	1	0	1	0	1	-1	1	0	1	1	0	1	1	-1	1	1	-1	-1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	1	-1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	2	1	0	0	1	-1	1	1	1	1	1	-1	1	1	1	1	1	0	-1	0	0	0	-1	-1	1	0	1	1	0	0	-1	0	0
hsa-mir-1260		-1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	1	0	1	0	-1	0	1	-1	0	-1	-1	0	0	0	-1	-1	1	-1	-1	1	-1	1	0	-1	0	1	1	0	0	0	0	-1	-1	1	-1	-1	-1	0	0	0	1	0	0	0	0	-1	1	0	0	1	-1	-1	-1	0	-1	-1	0	1	0	0	0	0	1	0	1	-1	-1	1	1	1	0	0	0	0	1	1	1	1	0	-1	1	-1	-1	-1	1	-1	1	0	0	-1	1	2	1	0	0	1	-1	-1	0	-2	0	0	0	-1	-1	0	0	0	-1	-1	0	1	-1	1	-1	1	0	-1	1	-1	0	-1	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	-1	1	-1	0	-1	-1	-1	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	1	1	0	0	1	1	1	-1	-1	0	-1	1	-1	0	1	0	0	0	1	-1	-1	1	1	0	-1	1	0	0	1	0	1
hsa-mir-1261		0	0	0	-1	0	0	0	-1	0	-1	0	0	-1	0	-1	-1	0	-1	0	0	-1	0	1	-1	0	0	-1	-1	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	1	0	-1	-1	0	2	0	0	-1	1	-1	0	0	0	0	0	0	0	-1	0	0	0	1	1	1	0	0	-1	-1	0	0	-1	0	-1	0	0	1	-1	1	1	0	1	-1	-1	-1	0	0	0	-1	1	1	0	0	-1	0	-1	-1	0	0	1	0	-1	0	0	-1	-1	-1	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	1	0	0	0	-1	-1	-1	1	-1	0	1	-1	1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	1	-1	1	0	-1	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	1	-1	0	-2	-1	0	0	-1	0	0
hsa-mir-1263		-1	0	1	1	0	0	0	-1	0	-1	0	0	0	-2	0	0	0	-1	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	0	-1	-1	0	-1	-1	0	0	1	1	0	-1	0	0	0	0	-1	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	1	-1	-1	0	1	0	0	1	0	0	0	0	-1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	-1	0	0	0	0	-1	1	1	2	0	-1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	1	0	-1	1	0	0	1	0	0	1	-1	0	-1	1	0	-1	-1	0	0	0	0	0	0	0	1	1	0	1	1	-1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	1	0	0	-1	1	1	0	1	0	-1	-1	1	-1	0	1	0	0	0	1	0	0	-1	-1	0	1	0	0	0	-1	0	-1
hsa-mir-1267		-1	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	-1	-1	-1	2	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	0	-1	0	-1	-1	0	0	-1	-1	-1	0	-1	0	1	0	0	-1	-1	0	-1	0	-1	-1	1	0	-1	0	0	0	0	-1	1	-1	-1	0	-1	1	-1	-1	0	-1	0	-1	-1	0	0	0	-1	-1	-1	1	-1	1	-1	-1	-1	1	0	0	-1	1	0	1	-1	2	-1	-1	-1	1	0	-1	0	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	0	0	-1	0	-1	0	0	1	-1	-1	1	-1	-1	0	-1	0	1	1	0	0	-1	1	-1	-1	0	0	1	0	-1	1	0	1	0	-1	-1	-1	0	-1	-1	2	-1	-1	1	-1	1	-1	-1	-1	-1	-1	-1	0	1	-1	1	2	0	1	-1	0	1	-1	1	0	-1	1	-1
hsa-mir-1268		0	0	0	0	1	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	1	0	-1	-1	0	0	1	1	0	-1	1	0	1	2	0	-1	0	-1	1	1	0	0	0	0	0	1	0	0	0	0	-1	-1	0	-1	0	-1	0	0	1	0	0	-1	-1	1	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	1	1	0	-1	-1	0	0	0	0	0	-1	-1	0	-1	-1	1	-1	1	1	-1	0	-1	0	-1	0	1	1	0	0	-1	1	1	0	0	0	1	-1	0	0	-2	0	1	0	2	1	0	0	-1	0	2	2	1	0	0	0	0	1	-1	0	-1	1	0	1	-1	0	-1	1	0	0	1	0	-1	1	0	-1	2	-1	0	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	1	1	-1	1	1	1	0	1	-1	-1	0	1	0	0	0	-1	0	0	-1	-1	0	-1	1	0	0	-1	0	0
hsa-mir-1269		0	0	1	1	0	0	0	0	0	-1	0	0	1	0	0	-1	0	1	0	0	-1	0	0	0	0	0	-1	1	0	0	1	0	0	0	1	1	-1	0	0	1	0	1	0	-1	0	0	0	-1	0	0	-1	-1	0	0	1	1	0	0	1	0	-1	-1	0	0	-1	0	1	0	1	-1	0	0	-1	-1	0	0	0	-1	0	1	1	0	1	-1	-1	1	1	-1	0	0	0	0	0	0	1	-1	0	0	1	-1	1	0	1	-1	0	-1	-1	1	0	1	1	0	0	-1	0	-1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	-1	2	-1	0	0	-1	0	-1	0	-1	-1	-1	-1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	-1	0	0	1	0	1	1	0	-1	0	0	1	0	1	0	-1	1	0	0	1	0	1	1	1	1	0	1	1	1	-1	1	0	0	0	1	-1	0	1	1	-1	0	-1	0	0	0	1	1
hsa-mir-127		-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	1	0	0	1	0	1	0	-1	0	1	1	0	-1	1	0	0	0	-1	1	1	-1	-1	1	-1	1	0	-1	0	-1	1	2	0	0	0	-1	-1	1	-1	1	0	0	1	0	1	0	0	0	0	-1	1	0	0	1	1	-1	-1	0	-1	-1	0	1	0	0	0	0	1	0	1	1	-1	1	1	1	0	0	0	0	1	1	1	0	-1	-1	-1	-1	-1	1	1	-1	1	0	0	-1	1	2	2	0	0	1	-1	-1	0	0	0	0	0	-1	-1	0	0	0	-1	-1	0	1	-1	1	-1	1	0	-1	0	-1	0	-1	0	0	1	-1	-1	-1	-1	-1	0	0	0	0	0	1	-1	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	1	1	0	0	1	1	0	-1	-1	0	-1	1	-1	0	1	0	1	0	1	-1	0	-1	1	0	-1	1	0	0	1	0	1
hsa-mir-1271		0	1	0	1	0	0	0	-1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	-1	-1	0	-1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	2	1	-1	0	0	1	1	-1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	0	1	0	-1	2	2	0	0	0	0	-1	0	-1	-1	1	-1	0	1	-2	1	1	0	-1	-1	0	-1	0	0	1	0	-1	-1	0	1	0	0	2	0	0	1	0	0	0	-1	0	0	0	-1	-1	-1	0	1	0	1	1	-1	1	1	0	-1	-1	0	1	0	0	0	0	0	0	1	-1	-1	-1	0	-1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	-1	0	-1	1	1	-1	1	-1	0	1	-1	0	-1	-1	0	0	1	0	1	0	-1	-1	0	1	-2	-1	1	-1	-1	0	0	0	0
hsa-mir-1273		-1	1	1	-1	0	-2	0	2	0	1	0	0	1	0	0	1	0	-1	0	0	1	0	-1	-1	1	0	0	1	0	0	1	0	0	0	1	1	2	1	1	-1	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	1	2	0	0	0	0	1	0	1	-1	1	0	0	0	0	0	0	1	0	2	0	0	-1	1	-1	1	1	1	-1	0	1	0	0	0	0	1	0	0	1	-1	1	-1	0	-1	1	0	1	-1	0	1	1	1	-1	1	1	1	0	1	-1	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	-1	0	-1	1	0	-1	0	0	0	-1	0	0	1	0	-1	1	0	1	-1	0	1	-1	0	-1	1	1	1	1	0	1	0	-1	0	1	1	1	0	1	2	1	1	1	-1	0	1	1	0	0	-1	0	1	0	1	1	-1	1	0	0	-1	1	0	0	-1	0	1
hsa-mir-1273c		0	0	0	0	0	0	0	-1	0	1	0	0	0	0	2	-1	1	2	0	0	1	0	1	0	0	0	-1	1	-1	0	-1	0	0	0	0	-1	1	0	0	1	0	0	0	-1	0	1	0	0	0	2	0	1	0	0	1	-1	0	0	-1	0	1	-1	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	1	1	-1	2	0	-1	-1	0	-1	0	0	0	1	-1	-1	1	1	0	1	0	1	0	1	0	0	2	0	-1	0	2	-1	-1	0	0	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	1	0	2	0	1	0	1	-1	0	0	1	0	1	-1	0	1	0	1	-1	0	-1	0	0	0	-1	0	0	1	0	1	0	1	0	1	-1	0	0	0	0	1	0	-1	1	0	1	1	-1	1	-1	-1	1	1	0	0	1	-1	0	-1	1	0	1	-1	-1	1	0	1	-1	0	-1	1	-1	0	1	0	-1
hsa-mir-1273d		1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	-1	0	0	0	-1	1	-1	0	0	0	-1	0	1	1	1	0	0	-1	0	1	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	-1	0	1	0	1	-1	0	-1	0	0	-1	-1	1	1	0	-1	-1	-1	-1	-1	0	-1	-1	1	0	0	1	1	1	1	-1	-1	0	-1	1	-1	0	0	1	0	-1	1	1	0	1	0	1	1	0	1	1	0	0	2	1	2	-1	1	1	1	0	0	0	0	1	0	0	1	0	0	-1	1	-1	0	0	1	0	1	-1	-1	0	0	0	-1	1	1	-1	1	0	0	-1	-1	-1	1	0	0	0	-1	-1	1	-1	0	-1	1	1	2	1	0	1	-1	0	-1	1	-1	-1	0	0	1	1	1	1	1	1	1	1	0	1	1	-1	1	0	1	-1	-1	-1	-1	-1	1	0	0	1	0	-1	2	1	-1	0	0	0	1
hsa-mir-1274a		0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	1	-1	0	2	1	0	1	1	-1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	-1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	-1	1	1	1	0	2	1	1	0	1	0	0	2	-1	-1	1	1	1	-1	1	1	1	1	0	2	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	1	1	0	-1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	-1	0	-1	1	0	1	1	0	0	0	0	1	1	-1	1	1	1	1	-1	1	1	1	0	1	1	1	0	1	0	1	0	-1	1	1	1	1	1	2	1	0	0	1	0	1
hsa-mir-1274b		-1	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	-1	0	0	0	0	-1	-1	0	-1	1	-1	-1	0	-1	-1	-1	-1	0	1	-1	1	-1	1	0	1	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	-1	0	1	0	0	0	-1	0	0	0	0	1	-2	0	-1	0	-1	-1	-1	-1	0	0	0	0	0	1	0	1	-1	-1	1	-1	-1	-1	0	0	-1	0	1	-1	-1	-1	-1	-1	1	1	1	0	1	1	0	0	-1	0	1	-1	1	-1	0	1	-1	0	-1	0	0	1	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	1	-1	0	1	-1	0	1	0	0	0	-1	-1	0	1	-1	0	0	-1	0	1	0	-1	1	-2	-1	-1	0	-1	1	0	0	-1	-1	0	0	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	0	0	-1	1	1	1	1	-1	-1	1	-1	0	0	0	-1
hsa-mir-1277		-1	0	-1	-1	0	0	0	-1	0	0	0	0	-1	-1	0	-1	0	0	0	0	1	0	-1	1	0	-1	0	-1	-1	1	-1	-1	-1	-1	0	-1	1	0	0	-1	1	-1	0	-1	0	1	-1	0	-1	0	-1	0	0	-1	-1	-1	0	0	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	0	1	1	-1	-1	1	0	0	-1	-1	-1	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	1	0	-1	-1	0	-1	-1	0	-1	-1	0	0	0	0	-1	-1	0	0	0	-1	-1	0	0	-1	-1	2	-1	-1	-1	0	-1	-1	1	-1	0	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	-1	-1	-1	0	-1	0	-1	-1	-1	-1	0	-1	0	0	-1	0	0	-1	-1	0	0	1	-1	-1	0	1	-1	1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	-1	0	-1	-1	1	-2	-1	-2	0	-1	0	-1	1	0
hsa-mir-1278		-1	0	-1	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	1	0	0	1	0	-1	-1	1	0	0	1	0	0	1	0	0	0	0	1	-1	2	0	0	-1	-1	0	0	0	-1	0	0	-1	0	1	1	0	2	-1	0	-1	0	-1	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	-1	0	-1	0	0	1	1	1	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	1	0	0	1	0	-1	1	0	0	0	0	0	-1	-1	1	1	0	-1	1	0	1	0	0	0	0	0	-1	0	0	0	-1	-1	0	1	-1	1	-1	1	-1	0	1	1	1	1	0	0	1	1	0	0	0	2	0	0	0	0	1	1	1	1	0	1	-1	-1	-1	1	0	-1	0	0	0	-1	0	0	1	-1	-1	1	-1	0	1	2	-1	-1	-1	-1	-1	0	1	-1	-1	0	1	0	1	0	-1	1	0	-1	1	-1	-1	0	0	0	1	0	-1
hsa-mir-1284		1	0	1	-1	0	0	0	2	0	-1	0	0	-1	-1	0	-1	0	-1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	-1	1	-1	1	-1	0	0	0	1	0	1	0	0	0	0	-1	1	0	0	-1	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	1	0	0	1	0	0	0	-1	-1	0	1	-1	1	-1	-1	-1	1	-1	-1	0	0	-1	1	0	0	1	0	0	-1	1	0	1	-1	-1	0	0	-1	0	-1	0	0	-1	0	1	0	0	0	1	0	-1	0	0	0	0	1	0	1	-1	0	-1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	-1	0	-1	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	-1	-1	-1	1	1	0	1	0	1	-1	-1	0	1	-1	0	0	1	-1	0	1	1	0	0	0	0	-1	1	0	0
hsa-mir-1285-1		0	0	1	0	0	0	0	-1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	-1	0	1	0	0	1	-1	0	0	-1	1	0	0	0	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	-1	1	0	0	-1	0	-1	0	0	0	-1	0	1	-1	0	1	0	0	-1	0	0	0	0	-1	1	-1	0	-1	1	-1	1	1	0	-1	1	0	1	-1	0	0	-1	1	0	1	-1	0	1	1	1	0	1	1	-1	1	0	-1	1	0	1	1	1	-1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	-1	1	-1	0	-1	1	0	0	1	1	0	1	-1	0	1	0	0	0	0	0	0	-1	0	0	-1	0	1	0	0	0	1	-1	0	0	0	1	0	0	1	0	0	2	-1	0	0	-1	-1	0	1	-1	0	-1	0	0	1	-1	1	-1	0	-1	0	1	0	0	-1	1	0	1	0	0	0	0	0	0
hsa-mir-1285-2		0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	1	-1	0	0	-1	-1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	-1	0	0	1	0	-1	0	0	-1	-1	-1	-1	0	0	-1	0	0	-1	-1	0	0	0	-1	0	0	0	0	-1	-1	-1	-1	0	-1	1	0	-1	-1	0	0	-1	-1	1	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	0	-1	1	-1	-1	0	1	-1	0	-1	0	1	1	0	0	1	0	0	0	-1	0	0	0	-1	-1	1	2	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	1	0	2	0	0	-1	0	-1	0	-1	1	-1	0	1	-1	0	0	0	1	-1	0	1	1	0	1	0	-1	-1	-1	0	0	-1	-1	1	-1	0	1	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	0	-1	-1	0	-1	0	0	0	0	1	1
