Composite Element REF	Hugo_Symbol	Group	TCGA-V4-A9F8-01	TCGA-V4-A9EQ-01	TCGA-V4-A9EE-01	TCGA-V3-A9ZY-01	TCGA-V4-A9EU-01	TCGA-YZ-A983-01	TCGA-WC-A87U-01	TCGA-V4-A9F7-01	TCGA-WC-A884-01	TCGA-VD-AA8O-01	TCGA-VD-A8KO-01	TCGA-V4-A9EJ-01	TCGA-VD-A8KK-01	TCGA-VD-A8KE-01	TCGA-VD-AA8T-01	TCGA-V4-A9ED-01	TCGA-V4-A9ET-01	TCGA-VD-A8KL-01	TCGA-V4-A9EX-01	TCGA-WC-A87T-01	TCGA-VD-AA8R-01	TCGA-VD-A8K9-01	TCGA-WC-A885-01	TCGA-V4-A9E9-01	TCGA-V4-A9EK-01	TCGA-V4-A9EO-01	TCGA-V4-A9F4-01	TCGA-WC-A88A-01	TCGA-WC-A882-01	TCGA-VD-A8KI-01	TCGA-V4-A9F0-01	TCGA-V4-A9EI-01	TCGA-VD-AA8M-01	TCGA-YZ-A982-01	TCGA-VD-A8KA-01	TCGA-V3-A9ZX-01	TCGA-VD-A8KM-01	TCGA-VD-AA8S-01	TCGA-YZ-A984-01	TCGA-YZ-A980-01	TCGA-RZ-AB0B-01	TCGA-WC-AA9A-01	TCGA-WC-A881-01	TCGA-V4-A9EF-01	TCGA-WC-A888-01	TCGA-V4-A9EZ-01	TCGA-VD-A8KD-01	TCGA-WC-A87Y-01	TCGA-VD-A8KH-01	TCGA-V4-A9EV-01	TCGA-V4-A9EM-01	TCGA-V4-A9F5-01	TCGA-V4-A9EA-01	TCGA-V4-A9EC-01	TCGA-VD-A8K7-01	TCGA-WC-A87W-01	TCGA-VD-AA8Q-01	TCGA-V4-A9ES-01	TCGA-YZ-A985-01	TCGA-V4-A9E8-01	TCGA-WC-AA9E-01	TCGA-V4-A9F1-01	TCGA-V4-A9EH-01	TCGA-V4-A9EW-01	TCGA-VD-A8KF-01	TCGA-VD-A8KB-01	TCGA-V4-A9EL-01	TCGA-VD-A8KJ-01	TCGA-VD-A8KG-01	TCGA-WC-A880-01	TCGA-VD-AA8N-01	TCGA-VD-A8KN-01	TCGA-V4-A9E7-01	TCGA-V4-A9F2-01	TCGA-VD-A8K8-01	TCGA-V4-A9F3-01	TCGA-V4-A9EY-01	TCGA-V4-A9E5-01	TCGA-WC-A883-01	TCGA-VD-AA8P-01
cg04738091		NA	0.0491187324553108	0.0581993463163107	0.0840617806886146	0.0542354615278261	0.0638586374481773	0.138941982271762	0.0606603728981546	0.10036821470496	0.105283131760945	0.0602035157392464	0.0386966003627864	0.0740993412353082	0.0843447559670084	0.0382116183157117	0.0348393379011172	0.102898837459427	0.0687965258344542	0.0697408166279101	0.167890639446038	0.0353926859633724	0.0359158737949534	0.0484688323356214	0.111681579285652	0.0328928934340189	0.243454357837267	0.095331704285113	0.204626940895636	0.0426069407621651	0.0452852259398379	0.0621621089317369	0.0725487174819647	0.12265535482087	0.166224859966198	0.132887491355664	0.0344193781491448	0.0776781659790339	0.0412403255000617	0.219155854703392	0.0449972878321567	0.0393597251625352	0.0591046448329636	0.0570354353955883	0.0401853097825604	0.056919385956638	0.0576431785483612	0.0418615541331946	0.0688572996754225	0.0959490883432163	0.044826904939043	0.0616770154450592	0.0407359054278283	0.0644712897187193	0.0377201013917311	0.0514036007054639	0.0568558658715829	0.0474447172319557	0.0415081031205531	0.0627791507104738	0.0624175598396609	0.0923834075562747	0.133764328045714	0.0738047409226894	0.0392734267073015	0.0492557698579738	0.0380313646957554	0.0487356518452154	0.0485542541646326	0.104129679981061	0.0977112357738831	0.072095010241907	0.0434357975832871	0.0860125889375113	0.0507333230313531	0.0382972231761106	0.0452626344859548	0.0667364764130802	0.0395865120269558	0.0337356574837959	0.106040240744669	0.0361570299327881
cg04757093		BodyBodyBody	0.6942419674421	0.71048627743033	0.603942033143848	0.726898985512719	0.696184502235175	0.713303591774414	0.665660573332112	0.641425767331834	0.715865388468692	0.710935223088571	0.745655143972281	0.650911595174841	0.760839478952999	0.700249239889055	0.72475601060182	0.716815543556551	0.719635840371222	0.741797958536402	0.59916985762624	0.75988133108845	0.75405978815741	0.69765961559736	0.713161141428293	0.733738636040352	0.662152707908736	0.77578354176963	0.665040485888871	0.647984937711671	0.66566949124374	0.773501759828268	0.760078574257977	0.667173014973602	0.609950780126467	0.807013045953596	0.69795869691171	0.701151944453343	0.646720319750554	0.767051002636096	0.791215893979073	0.788447231136242	0.665325427997148	0.772423416489433	0.748165641164062	0.735688614346658	0.690509079582107	0.764965403129443	0.7258313876799	0.699597850173774	0.722117410968922	0.688067351151855	0.392072537529674	0.755064253101007	0.701882035347075	0.781729858674272	0.726068515383131	0.698256846283677	0.735368842784877	0.777990196980369	0.75855472786343	0.716182936586401	0.775473176608736	0.74641830809776	0.776466420706652	0.67536880191644	0.76652158318246	0.704481651998361	0.69696470194627	0.73659534776763	0.737797635084273	0.621874916460832	0.699186389907752	0.737037390685567	0.802997884946064	0.639627709331244	0.706348749425412	0.683983112607903	0.772681302423211	0.526792424406451	0.608200135282197	0.709289930900869
cg04796162		1stExon	0.0405701928856377	0.044509450799082	0.0587291743597679	0.0610459905714817	0.0433841992338072	0.0456434734194665	0.0502759671199121	0.0385588746005748	0.0591671391200022	0.0608665888617042	0.0452736761946016	0.0496362290801329	0.0585561164385281	0.0532526598722787	0.0529163093577408	0.0544732293028957	0.0389098681528234	0.0394702107912306	0.0379870793086225	0.0330561754247474	0.0539130432265086	0.11648664180113	0.0450458074661631	0.0572365408046486	0.0558429609926079	0.0393117976410136	0.0345772900141287	0.0595627771727337	0.0392175366590972	0.043065708097557	0.0407266034598089	0.0425773653795311	0.0339802512494709	0.0450779596670959	0.037909303619372	0.0772043076851184	0.0989339280173833	0.0355246162804988	0.0547558450917446	0.0555877932906766	0.064994572226655	0.0445613445430233	0.0404224185235341	0.035227148535791	0.0872219735471616	0.0569453713956366	0.0714173631125465	0.0741429887764472	0.0657143801025123	0.0742056008505624	0.0494814241418323	0.041418031858197	0.0640814036048883	0.048360164409171	0.0565860616094825	0.0427562706026172	0.0421740648217951	0.0475649723482535	0.0422939891466958	0.055750169676902	0.045787469803709	0.0664624030494419	0.0917757122261836	0.0518637582583674	0.0519153560868828	0.0409886532756509	0.0472266751074132	0.0507586009181196	0.0492865812769088	0.0331651849180209	0.0806451187631489	0.052488493538294	0.0463309447009913	0.0505044946191644	0.0493086413688847	0.0958256050613074	0.0535722137667124	0.0413910377125614	0.0529497011257002	0.036839761791573
cg04797323		TSS1500	0.0831099616979224	0.0214445472245641	0.0467857243176369	0.108800224488514	0.0186967708802862	0.533857527531842	0.0733256834068423	0.502844848489763	0.20044286305073	0.051082722686848	0.0344956119831131	0.159213817437181	0.0250567110399746	0.607910278055332	0.0325619204741597	0.0288708082174451	0.0464589162140067	0.0197598598132203	0.490157182222708	0.254803124175052	0.566600637146322	0.0482906550650795	0.0362987474103034	0.0708917520835147	0.616889903692077	0.034113645766117	0.477262135299439	0.507002815190021	0.337320766007017	0.465368918456007	0.105356737010613	0.267455076734966	0.120241084860735	0.0423412418448983	0.31538547504167	0.0599681890660459	0.0439305401805116	0.443971129597378	0.482664856604329	0.0987924059085969	0.0949264621877611	0.0195832082670273	0.0245795885596196	0.0339981573284627	0.050183008358065	0.118526185967013	0.169361420535406	0.425756643220248	0.582567835985959	0.0721225756026661	0.0357067617862198	0.0171269518586258	0.106515856051636	0.177433053039708	0.12420588593467	0.0304794164495499	0.335295927315438	0.0943045044277896	0.43969382528921	0.722483541224937	0.445942832594132	0.130274462708662	0.032380499331504	0.0643319362735396	0.0601064450423335	0.0246457883232454	0.0195353799565741	0.483908492144541	0.0901222128419837	0.902282011986721	0.0431312407604365	0.543899611400828	0.479441871922492	0.0264338626122048	0.0282441288603088	0.0293257982647408	0.115668884837339	0.0211455150075429	0.850493387372955	0.0678757803510618
cg04835638		BodyBody	0.899611102844541	0.859734810578891	0.913708028750943	0.929071046891508	0.883202296026912	0.933170524293106	0.929244441133649	0.925465650856368	0.910251813298605	0.906753172964894	0.907513169149796	0.924552203440392	0.896297693781581	0.89736929493727	0.888740343649551	0.88620945224697	0.922392818830013	0.902954203736797	0.884340820555245	0.930268490836153	0.921535694995047	0.912463509342089	0.921684796577693	0.919465824355221	0.918907556101782	0.890713659046612	0.927773424974474	0.903837095780246	0.90476087209512	0.892031291398277	0.882936564305725	0.888467856344024	0.913466130534418	0.902246344023845	0.918227127747352	0.907608625139529	0.91724250017476	0.926672489261277	0.907635091977927	0.916826715968147	0.880366882686124	0.888277942362183	0.915425169004935	0.872685651635602	0.917004734887941	0.935200818442543	0.898510965391161	0.915330424017095	0.905156026126265	0.909991546827922	0.919885503359089	0.891440035435746	0.922768864951076	0.911313042635627	0.927268606141322	0.918245086779873	0.917970012340041	0.905860481910722	0.894189294029095	0.914071380309645	0.924907624316048	0.901953380257851	0.914433934221184	0.925926119709965	0.900905404491303	0.916765258633413	0.887060142103023	0.917758600544139	0.913939912447962	0.909026745919448	0.906927491406416	0.908677345212673	0.890222164300432	0.928625877676518	0.895824737585725	0.911889301533342	0.928347222776489	0.913506259153723	0.908104124497784	0.869546111658812
cg04907664		NA	0.0353101451250316	0.0303358348487952	0.0462960804735336	0.0330254872083144	0.207443114110682	0.0914292006052645	0.0368727573848052	0.616262259361509	0.222926784179652	0.0548243822701689	0.0397948318832163	0.0381144630038741	0.059394815102323	0.098441502469129	0.577279023187922	0.0458205114901756	0.0366789541478583	0.634538621727528	0.247836868181707	0.0462601463505645	0.118634982822899	0.524828801823132	0.0378631924184079	0.032959281939284	0.645285322849819	0.0380869787430524	0.0887219036175297	0.0387237711019164	0.607910421672294	0.036989691148515	0.0379177104049924	0.0426584127525357	0.0339008714053986	0.576325877941621	0.0395893340073307	0.0479270878548382	0.0367782568517656	0.0384125600489725	0.656677092821986	0.0375099645216233	0.190394780291383	0.0780472492896257	0.0446341349310644	0.0413659799199765	0.0434274011068612	0.597399039796012	0.044894927837539	0.0321051772684666	0.0425124076836445	0.301477512162225	0.041933514691909	0.577887369062231	0.0400708264348945	0.513043175470493	0.0438355048079813	0.61579752323656	0.0310661525827362	0.0786541350129287	0.1409393072821	0.0429306372201467	0.0461591925434975	0.63580945640782	0.0412722629009488	0.614281652282683	0.0399126519245307	0.607822306409618	0.0434037549105254	0.0393034318013321	0.556113437746266	0.0408335040184233	0.0412577233569876	0.258000418072844	0.0395221006546263	0.591271126869095	0.325952746129815	0.416770117773732	0.589509314355004	0.667119903166353	0.432979794332211	0.611717248756514
cg04920951		3'UTR	0.0101339151779435	0.00966306552991303	0.0603010344916288	0.010649513269201	0.0113371798142366	0.0114730648439914	0.0111395205228022	0.0120506974186526	0.0125086060096349	0.0113658842067712	0.012174446348092	0.0122763567893036	0.0105052323317774	0.0124823526405211	0.0132604323330828	0.0108577926695284	0.0100570702802975	0.0106674294160412	0.010802368953716	0.0126850345151725	0.0109786784270979	0.013600221884771	0.0119472253113191	0.0105581348777207	0.0120814976864249	0.0105957477771796	0.0124832714704115	0.0112689431402085	0.0112070473976895	0.012309758212703	0.0117248435823334	0.0119125457609232	0.0106414222640502	0.0100745202083115	0.010226688282525	0.0117225412620972	0.0109057757267673	0.0127636697482408	0.0140030427758414	0.0116439627198705	0.0115493641624619	0.0107386552717819	0.0128664586214142	0.0126085550407174	0.0107041528987232	0.0116853386984583	0.0118210164958001	0.0111496288314086	0.0118674350275755	0.0107791932373736	0.0128525525924756	0.0100118436186509	0.0114774411820042	0.0122710284605793	0.0124445869509058	0.0129310712052612	0.0121167154692665	0.0468517402573906	0.0116316243264267	0.0113388469178552	0.0126748017729523	0.0111276924330271	0.0116418896123679	0.0116727714291489	0.00971098622697659	0.0124536990038142	0.0128896870959844	0.0134376733708346	0.0129486860701357	0.0140118947378275	0.0103629309507336	0.0119480727550907	0.203193195203682	0.0114742853407443	0.0107073328385451	0.0110900329503178	0.0118864511233017	0.0111153141465819	0.292933434853565	0.0128728705201099
cg04951204		NA	0.0406570640967319	0.0663719422482269	0.0626448894971382	0.0503911149011531	0.0550899631963448	0.0727042435984924	0.0507825203026581	0.0678275636180417	0.0830957981362392	0.058255139191805	0.0402310622887065	0.0553625379194079	0.0511028068689663	0.0487198807771598	0.0511875492942592	0.0620876672147042	0.0606568950573051	0.0519064044636615	0.0331446503707866	0.0546244664966852	0.0539724122073158	0.0564886201609496	0.0474126504274828	0.0493059917602924	0.0510617876368148	0.0559261038758246	0.0394520338631037	0.0447566582675502	0.0649326705465533	0.0434240464003975	0.0557210509374159	0.0584380537136278	0.049416198612933	0.0527812027870467	0.0457014182981713	0.043530498724855	0.0605903221726995	0.0444799599503645	0.071208493385506	0.066425238808493	0.053445143313076	0.0611735909101029	0.058193069146366	0.0550641019126309	0.0674702358736083	0.0784342016448309	0.0416491824760555	0.0598990540022659	0.0790611494780798	0.0551919570148777	0.0649770807759597	0.0420134129032402	0.077997460453492	0.05802069958704	0.061422454855159	0.0466263618176876	0.0539757091623718	0.0670133163135867	0.0587091200807187	0.051837216379547	0.053446573086752	0.048932566169998	0.0363159876028035	0.0670007652805785	0.0771349475846246	0.0487059798333445	0.0462498996420405	0.0457769524478492	0.0580913524002149	0.0624965117602479	0.0541040260952175	0.0438432014868626	0.0469532863796621	0.0582201986352046	0.053218860310282	0.0574876046180235	0.0559105433184167	0.0470275648254758	0.0515847013797234	0.0514311695015431
cg04970352		Body	0.0167388637365122	0.0316509371737142	0.0271926658553783	0.307411005822175	0.14512373923714	0.385444620567375	0.0622533646005461	0.311749989519612	0.109376931260779	0.0173951395610783	0.0456080717905843	0.843556382899218	0.277789873133622	0.521223441855069	0.0327810703537362	0.0316492752465248	0.436331470976393	0.0232890845113516	0.131990956321437	0.13249362153013	0.160317631622126	0.143005683335583	0.352821465190554	0.577384774008006	0.0356928869712219	0.25999550660998	0.281931394053566	0.120864016635312	0.0332977043891579	0.335643061976799	0.257384029119273	0.447078471906051	0.523147675627602	0.0427090965219903	0.325520387198372	0.0446791236427389	0.022234947401638	0.293506620644559	0.0340356020293615	0.0837600688783246	0.0810690648741778	0.0198272231930799	0.380070432139343	0.0294214918965991	0.0903469879853438	0.0473185648268128	0.412417693685268	0.0204089029755586	0.100552427739913	0.244740250323798	0.0339063187610308	0.31829604076528	0.34318810783417	0.0725174087370162	0.0600173872320983	0.0197746527190886	0.191738229483724	0.0190470021126174	0.0237536393378297	0.264525359120482	0.927913656692796	0.0360849784041372	0.0389497915208806	0.0395827031671698	0.0246943199073841	0.109812286224308	0.0251077095270874	0.379658566245627	0.136159273906212	0.818728705878533	0.452507560768486	0.0258618594673479	0.235902619042983	0.05184185283467	0.0259254900223498	0.0704921197868244	0.523432558145049	0.0255798516194688	0.0390919286322286	0.0247774873524615
cg05019001		NA	0.0192084821632075	0.0211974556727123	0.0175108393782495	0.017557624910094	0.134736533335377	0.0430892481077229	0.0174401132407832	0.440400143740937	0.157698337942246	0.0200972535856475	0.0165897503640845	0.0222767702534966	0.0202753778591428	0.0915284054276147	0.320313488218289	0.019800404659662	0.0184742793751538	0.1568387921537	0.113657407169443	0.0159895076948577	0.0608466459622493	0.443952866345084	0.0193393800171623	0.0121430612517032	0.173964168091186	0.0228278444107417	0.0154332915151902	0.0164762985448511	0.177999315799871	0.0157552622986003	0.0312950229072428	0.0185494222694474	0.0210005890715436	0.476239098386023	0.0163286723416903	0.0226670516860873	0.0142647156347842	0.0171247428088509	0.106811764396058	0.0212094878662224	0.0999705990301661	0.0454209365777185	0.0157901483770655	0.017185115141501	0.0236561711253391	0.347625036524565	0.0228493747099533	0.0162213939863371	0.0180699739117559	0.208662217348146	0.0233549743718455	0.104366710531431	0.0190352095147298	0.140449262182057	0.0169669193023381	0.412679824053554	0.0165131196108042	0.41853071040642	0.143855769707948	0.0199854134908598	0.0178184741598963	0.399628613036355	0.017876188658498	0.356627135696782	0.0166518049473021	0.426832404611774	0.01411321839488	0.0194224986233826	0.369159945667358	0.0184177763847829	0.0226672068996713	0.064721735371279	0.0174030011968889	0.172984194165923	0.192017490396193	0.219002225970836	0.430255181483314	0.150681984202607	0.270724011478927	0.288252599821749
cg05164185		Body	0.0423309013828549	0.0464618766146861	0.0543025402274126	0.0509629766861127	0.0400770419473189	0.0482719644552526	0.0441396387668979	0.0545562151403106	0.0562501179215338	0.0450916925508242	0.0345737321021462	0.0567210483450075	0.0632990861845861	0.0580324610688729	0.0444844074026057	0.045162733126096	0.0429296267134339	0.0556423576089083	0.0521576166405203	0.0645160973721074	0.0551935371292537	0.0456684749899794	0.056504294520302	0.0498784510251259	0.0634082031292667	0.0453829286393102	0.0602573701782784	0.0547141798530777	0.0619875234333272	0.0450016785235943	0.0480528558121993	0.0565531103801625	0.0483956701316323	0.0387160977096582	0.0481413812085595	0.0557308994495563	0.0637853364838304	0.0587115781013597	0.0973693888297904	0.0470300325414613	0.0493555976339675	0.05393780541788	0.0758482953041282	0.0651567583674368	0.0586543307271399	0.0491013055934951	0.0571391846962498	0.0496972275574847	0.0481656854037846	0.0449642262986618	0.0655639446446614	0.0453051040002753	0.0503276866515184	0.0550838867586355	0.0507262807133267	0.0407040536305931	0.0529812008726045	0.0583895877514808	0.0469852256826031	0.0371519225564239	0.0539564473225963	0.0616429699333741	0.0678466115125238	0.0495799827834405	0.0466530821436184	0.0572422064688311	0.0565984371972496	0.0630292008785603	0.0369823666997593	0.0552456300941004	0.0514413027699596	0.0524120891175484	0.0553079262342711	0.0478433642264003	0.0684137502939041	0.0579641094822941	0.0433208878014115	0.0344052935165345	0.0536843193626922	0.0561635808247969
cg05200606		1stExon5'UTRBody1stExon1stExon	0.060850303827499	0.0660875895983581	0.0587058674142894	0.0664162314846947	0.07689520625664	0.0694182325675346	0.0636954706318888	0.0701694147805874	0.0880417966281495	0.0587976173650128	0.0654173644227651	0.0526768951143771	0.0652156920592856	0.0672279753679862	0.0635657411552258	0.0561710955132088	0.0720918683934398	0.066049844244261	0.073696670183586	0.0886918622956118	0.0807076633672252	0.0702304426936252	0.0737139131544834	0.0510531078483263	0.0608077665638904	0.0744470337735463	0.0651292152643037	0.0719661883434475	0.0628999382716586	0.0601828382791829	0.0559181993376567	0.0623851945800955	0.0529684918518977	0.0698458159692578	0.0654876779952151	0.0688341651362217	0.0676288109886236	0.0691331415037963	0.0405596341252357	0.0625516825552222	0.0705318487157976	0.0652230659858764	0.0598538084915168	0.0560042334533623	0.0711471276356633	0.0679881113925049	0.055101081793623	0.0522173436380864	0.0675507090977152	0.0739433559725217	0.0725783803871794	0.0642273663157531	0.0729141043166503	0.0737570946021048	0.0644117091100831	0.0725393131942447	0.0547790472927467	0.0597412166183667	0.0548272993041994	0.0628786643057773	0.0724931122538521	0.0692523123051626	0.0616741785359274	0.0571080594697878	0.069092431452489	0.0624996923473733	0.0732718512331418	0.0789593867847541	0.0672959837203351	0.0551251487262786	0.0804580461718549	0.0681728875183692	0.0754411182086442	0.0683787281734173	0.056999263403064	0.065921670410213	0.0678231900875686	0.0740551963582169	0.0760259267023612	0.0803764640062977
cg05288803		Body	0.0369457999258061	0.0467799702315091	0.0463606275576041	0.0480361930840813	0.0477537933695772	0.0389281799707519	0.0509238950943184	0.0436527617356478	0.0552230506704428	0.0320425888918064	0.0507009328841951	0.0434025247317538	0.0486203181945234	0.0524012472051535	0.0522607662328389	0.0402005296275479	0.0403833753806739	0.046046713606868	0.0504061075821436	0.0385166300538328	0.0411436080142526	0.0438731988994686	0.0458219462768929	0.0505216320343442	0.0348909166248963	0.0524515959348608	0.0388502913126532	0.0478709498752652	0.0468506467660022	0.0432927948716103	0.0411657739839155	0.0488743269353968	0.0470796116254605	0.0522269176884758	0.0322671266430011	0.0473558782273635	0.045798698371441	0.0546648025344594	0.0508313356431362	0.0460054884592916	0.0380493460619787	0.0473364656479861	0.0400267345794282	0.0410061415682465	0.0530204439002514	0.0493572092115876	0.0438776852845424	0.0591959617824255	0.0423971214351396	0.0404967201462802	0.049673454259011	0.0427343590124497	0.0487145956625727	0.0538132140474659	0.0532899225531776	0.0515158435105878	0.0578683760769824	0.0601136534041631	0.035767550352718	0.046405169824262	0.0448854034257361	0.0462513791057212	0.0455508585060836	0.0492385017634324	0.0489739197626104	0.0438237157140431	0.0406630332773118	0.0521550625750231	0.0455942171853186	0.0425139045146201	0.0383525389014749	0.0457297612408245	0.0535778261437867	0.0491891996618086	0.0409232220985152	0.0534389909339491	0.037074558349217	0.0433037430855896	0.0621580343459582	0.044106495305577
cg05559445		NA	0.374309499566261	0.229497255493849	0.252646889243856	0.334468277332313	0.32405807434823	0.426565093870116	0.398743595769091	0.342504671811744	0.493713867767723	0.180490450011653	0.161966087668071	0.23188910695492	0.495227707290789	0.479500533677889	0.478171536316745	0.45486002811821	0.545083580518097	0.18298484454869	0.41514354255512	0.442932193547905	0.292207270469362	0.38239210221795	0.258709574146335	0.387248717238384	0.229714195196768	0.453813031216917	0.678248189365585	0.219962551856514	0.492384676454953	0.578780039884887	0.389160459880854	0.202789965188185	0.618522726892855	0.152378382326736	0.507610275866839	0.291135925262695	0.375413966457207	0.55400639288654	0.86641011757284	0.310081128416934	0.20459514354419	0.390665298100474	0.389537187524314	0.354551416155487	0.373677192321717	0.582661484798273	0.526513176316526	0.55027615543486	0.501839471237459	0.439722596283039	0.146873846445603	0.35148539495981	0.497239455523555	0.241866300235133	0.51008367717952	0.214624003326498	0.218635198309603	0.351066183915434	0.450985375304441	0.360145932536827	0.460668181026793	0.218877053650977	0.205441404580715	0.270088233320728	0.163582481567122	0.284657198237866	0.259912498056279	0.464950025829332	0.171065442302263	0.315624049743944	0.343728031747712	0.477985876626271	0.197349588109051	0.173962217222491	0.421186439820028	0.399730394259445	0.326283263783676	0.0899229979261486	0.326845861700019	0.616177008162663
cg05656180		NA	0.115524370957814	0.124889714515803	0.126855269839293	0.18885479776515	0.230459756891947	0.213209497326796	0.309133678687786	0.657243833538474	0.327492399850196	0.365623126257979	0.302718439922275	0.0591974794692929	0.213787102498521	0.354659389006803	0.153558440149622	0.23414272775503	0.540594513701443	0.208113685466509	0.264752092622987	0.296278037685717	0.177375236889921	0.260838758609938	0.0829954009011908	0.397251457180264	0.315328359931646	0.294453163715143	0.619670323275924	0.111179459015526	0.432884360759613	0.421081186543731	0.168024578126141	0.486991532042527	0.075970907444464	0.408283021049319	0.385619459311095	0.350549992446438	0.191275882068644	0.463065027895191	0.395006932359481	0.312858532007809	0.170973711035087	0.0411970009596917	0.422472453785343	0.111848766127022	0.170996806890816	0.265829721247248	0.429614279457593	0.339399589116956	0.318580619323557	0.152752577497562	0.050994647749046	0.149565083694157	0.0765497136335019	0.348205656239707	0.448789583473892	0.0717663887175718	0.150851340382002	0.152176508512503	0.125473834357893	0.104214983076943	0.147217870769793	0.0713630117871323	0.317831636164693	0.176485488061191	0.462613004388376	0.200428531182915	0.123733707706446	0.26144773590017	0.0625941638114647	0.39633252679121	0.582297584313453	0.196620599192617	0.127841435907318	0.0335361181399277	0.0841008343245193	0.12650441063902	0.38719045285454	0.088134035620745	0.663759147051752	0.303280766755539
cg05684891		BodyBodyBodyBodyBody	0.0282733006185598	0.0228110512330621	0.042830719903523	0.0323556924319435	0.0265130062471538	0.0369019340785429	0.0331300173350966	0.0320864455906821	0.0396916912845067	0.0228544879229953	0.0271396767736167	0.0225279852427467	0.0333452335630496	0.0491414794812526	0.03207192000624	0.0283711210313474	0.0235866175999605	0.0241656589854087	0.0311703743173873	0.0244783472324519	0.0234674704640881	0.0280685462702062	0.0295086832747112	0.0297985601431634	0.0215580483295931	0.0305813195828749	0.0271200947250805	0.0396217243579223	0.0290356710069006	0.0280765621832698	0.0237969201552396	0.0343257938150111	0.0217426125295559	0.0348221678152891	0.0264610474851196	0.0386868015359608	0.0293861730283431	0.0257362103001567	0.0268856218293174	0.0456870123690837	0.0464314798875041	0.0300984499038147	0.0289467859568669	0.0294142726984082	0.0258609754004467	0.037127129397423	0.0359909853293661	0.0352110158574575	0.0339444525243194	0.0225165133420048	0.0536067388270543	0.0271134334632889	0.0444182929165971	0.0358542622928393	0.035222493997271	0.0325259150712396	0.0220274799817396	0.0280179197907875	0.0291795354543517	0.021377759348148	0.0361555502368434	0.0445610570841196	0.0224018590647463	0.0444521864684013	0.0291231979364422	0.0224257837402565	0.0276620015548398	0.0358210079657283	0.0262974718938156	0.0320549543265999	0.0358716264364993	0.0231134054640116	0.0249925389769692	0.0252342642022406	0.0355393998763382	0.0268769372160406	0.0272375171970551	0.0371037091599087	0.0262805889272103	0.0301988270075109
cg05774801		BodyBody	0.0699130954975685	0.328544645729899	0.16761617833796	0.0932868058513772	0.103413211710573	0.207456759405059	0.100083097447506	0.104828727408207	0.101898253863329	0.0404835179072175	0.0799062746229096	0.086438972174398	0.32262491377767	0.165683446357248	0.0567676949881355	0.0594363970187147	0.0783475682690444	0.0319514472656851	0.0876757104907303	0.100869741388979	0.075313716521224	0.0743846472107923	0.100189092852136	0.108380682909899	0.0524220780629863	0.0482244904127707	0.121163624997266	0.0530682149825009	0.0643910824577027	0.0543443012625318	0.0617165441561206	0.0711853304329215	0.0706112122599068	0.137471888331423	0.0711674823473188	0.086165248567913	0.0744366529150932	0.169400173498561	0.0569388173013321	0.13343710437582	0.0393165935464217	0.05177812839698	0.0601184067269176	0.0917002752506735	0.208665670295717	0.0868944601804203	0.0823270128428859	0.104487894726805	0.16909681425143	0.0580570177827602	0.038456126902293	0.0645437085254592	0.189493393093816	0.163099612602707	0.119311713881665	0.0827944944369566	0.0978125697237604	0.109077759724993	0.034108263684269	0.104278326854326	0.045644214502207	0.0430947385229495	0.0623252951766423	0.0574039685875298	0.0640358011191094	0.0942508645928136	0.137120963887216	0.124435402770409	0.074697144981453	0.048550990351714	0.104261393125748	0.0486131201169986	0.064564725590956	0.116459364289891	0.063129353546191	0.0567925251175785	0.372197957919027	0.0639849729154136	0.0653040830781435	0.0637388293971476
cg05801648		Body	0.0334415242218866	0.0264054380826552	0.03202604104169	0.0292752644084836	0.0338402969692448	0.129124287023226	0.0484433969929198	0.0552274329507729	0.105302189630747	0.0670386563882821	0.0419611560542376	0.033179536306851	0.0406524777250288	0.131533856660132	0.0291906745504417	0.028913780143742	0.0351063876557012	0.0419309563540428	0.0385114046504915	0.0453668874842136	0.0309959978948127	0.0361004251939788	0.0348642729573521	0.0383494913378125	0.052734539613979	0.0426588346124509	0.0565190010614284	0.0401216934500813	0.0326471917655741	0.0368023478240016	0.0283999863300218	0.0351794904509621	0.153223808593226	0.0348918545538329	0.036895099904655	0.0338909473354786	0.0480293052938694	0.0508890863536522	0.0410860912158671	0.0373638858410625	0.0234600548203883	0.0350729736646819	0.0366218040495439	0.0340234868406766	0.0281245484211447	0.0353177977726715	0.0325083644348964	0.0368943586592352	0.0325693981195826	0.0421538112656653	0.0295772403790369	0.0316800823986565	0.0355508032176791	0.0379535482220754	0.0333166394461342	0.0314214786932129	0.0490507604638663	0.0288786586706685	0.0309431187805859	0.0403803504171879	0.0539220244955304	0.0320908929912244	0.0390289321008492	0.0375080767911115	0.0284975358751155	0.0394149561615297	0.0335368711919811	0.0951690128447854	0.0358242244195292	0.0909796126925851	0.0289888062996018	0.0393861070387587	0.0371385928185018	0.0346078776548325	0.0282114026731407	0.0279543906408578	0.0787151226418073	0.0311431693400517	0.0327013006735753	0.0401235809992462
