Composite Element REF	Hugo_Symbol	Group	TCGA-FA-8693-01	TCGA-FA-A4BB-01	TCGA-FA-A4XK-01	TCGA-FA-A6HN-01	TCGA-FA-A6HO-01	TCGA-FA-A7DS-01	TCGA-FA-A7Q1-01	TCGA-FA-A82F-01	TCGA-FA-A86F-01	TCGA-FF-8041-01	TCGA-FF-8042-01	TCGA-FF-8043-01	TCGA-FF-8046-01	TCGA-FF-8047-01	TCGA-FF-8061-01	TCGA-FF-8062-01	TCGA-FF-A7CQ-01	TCGA-FF-A7CR-01	TCGA-FF-A7CW-01	TCGA-FF-A7CX-01	TCGA-FM-8000-01	TCGA-G8-6324-01	TCGA-G8-6325-01	TCGA-G8-6326-01	TCGA-G8-6906-01	TCGA-G8-6907-01	TCGA-G8-6909-01	TCGA-G8-6914-01	TCGA-GR-7351-01	TCGA-GR-7353-01	TCGA-GR-A4D4-01	TCGA-GR-A4D5-01	TCGA-GR-A4D6-01	TCGA-GR-A4D9-01	TCGA-GS-A9TQ-01	TCGA-GS-A9TT-01	TCGA-GS-A9TU-01	TCGA-GS-A9TV-01	TCGA-GS-A9TW-01	TCGA-GS-A9TX-01	TCGA-GS-A9TY-01	TCGA-GS-A9TZ-01	TCGA-GS-A9U3-01	TCGA-GS-A9U4-01	TCGA-RQ-A68N-01	TCGA-RQ-A6JB-01	TCGA-RQ-AAAT-01	TCGA-VB-A8QN-01
cg01169726		TSS1500	0.308422540317896	0.221651420244892	0.395644460069883	0.36348792301038	0.379291031677413	0.376271111650199	0.693081484194285	0.418349211037061	0.220093422451434	0.366429594981092	0.654994484107193	0.363557528932932	0.456761907942247	0.358841867641724	0.3047274732456	0.366531994830407	0.365883304289173	0.396060732590541	0.341336166114827	0.765752884088792	0.616495252432152	0.0956361612736122	0.210098954422818	0.110142457547138	0.663778664245625	0.770807773806326	0.393189524781883	0.176863636833875	0.430673829018297	0.361406310888194	0.48683810273909	0.199333948570907	0.413194809299969	0.106248117547719	0.603910046953067	0.713848147221474	0.271726782762687	0.147686695261446	0.396253742580738	0.183739481065415	0.643818294255366	0.389852963833119	0.21630902134105	0.105734550667318	0.447887682227554	0.336617924785844	0.548441565212861	0.366385332773877
cg01226883		NA	0.0534226227816694	0.0332930119169711	0.0324188066737021	0.040609896040395	0.0357231725089292	0.0392077788503138	0.0394694008980142	0.0354190620444169	0.0406895692268965	0.0509466731799118	0.0514097741583194	0.0400562097250695	0.0349016019435896	0.0290824175436282	0.0405315025257348	0.0460226004574237	0.0440637592834537	0.0283111102224857	0.0362232437332825	0.0493781030992114	0.0384374212347737	0.0501329389991348	0.0411824402394473	0.0241291399054016	0.0411753260550887	0.0355698331736882	0.0415361610134213	0.0518066401589674	0.0542403516719671	0.0434842483286916	0.0529992536604628	0.033115423687918	0.0364654564215934	0.0346176956681908	0.0350665212184692	0.0368130763706631	0.043840329067209	0.063511493153279	0.0331836790886449	0.0399500072873672	0.0439687280137751	0.0492231548718761	0.0479754795886667	0.0477442474227214	0.0363348293686055	0.0280890913920512	0.0492763239811894	0.0289074396413592
cg01228636		TSS1500	0.0539119119632585	0.0371201905476198	0.0399912508829683	0.0456077089165953	0.072559834727328	0.068184408991828	0.0646689360966838	0.0550560665271457	0.0437637238825464	0.0431025017287169	0.0389741295809329	0.0549490607731906	0.0415241979732245	0.0411716135935185	0.054124535764728	0.041066319098902	0.0528641748060304	0.0474110664330146	0.0467577192829184	0.0581419778536739	0.0659210274666813	0.049760659168366	0.0511563801744917	0.0711383067456876	0.0420563313798914	0.0491089182947424	0.0545968334282233	0.0435078523523513	0.0571349212570942	0.0467388178516759	0.0395140544656047	0.0461173144540158	0.0467855852233325	0.0509865337801219	0.0510174038152235	0.0680865363803243	0.0721803242072519	0.0630854723040722	0.108357651658995	0.045524541486131	0.0522332498211289	0.0465575617085393	0.0427567387446075	0.0468786922164032	0.0421001830593369	0.0382865885955291	0.055063788669561	0.0475881905024989
cg01355739		TSS1500	0.732984124598722	0.527295342746219	0.803117591455919	0.680081066364221	0.664978766098149	0.844858082001399	0.869978658727358	0.792621362517862	0.689989835276355	0.764528730946214	0.88708722529096	0.886719340113763	0.707843876665595	0.916253191150126	0.840156765263509	0.693105943675089	0.71913266374991	0.766062437088543	0.748563589146364	0.959631408086082	0.851668941147178	0.548703478082028	0.631860702152397	0.551732139729329	0.85622740655587	0.91422916860958	0.721759473291582	0.748329167619446	0.783971639735154	0.765113646788964	0.742800936872558	0.630005339370252	0.671507499620867	0.76583179691023	0.874016262214935	0.908662635042106	0.709713485044246	0.618897113197049	0.767219130719789	0.578638184550644	0.83975394369009	0.680837500174957	0.685392593355105	0.5678963483875	0.784038031411475	0.778985210053199	0.813857143862951	0.746686117703934
cg01401376		TSS1500	0.555822072786844	0.186335135856896	0.745483998075297	0.47632362613482	0.307186288479919	0.756053105189531	0.839898686098816	0.630261655850816	0.350352767518723	0.0623288571640571	0.850786084823199	0.0720099770237394	0.499007278243995	0.838200610995778	0.0582754581750114	0.543533671402677	0.593839030107071	0.549170406479136	0.365256576519961	0.291501181231233	0.797714646795659	0.439644331891936	0.248347881197379	0.0819135783954351	0.818103961771094	0.439481686121083	0.395560881909773	0.365255779686973	0.399879827050361	0.0542161982684731	0.0447823389232526	0.189003223729008	0.344733055858533	0.539464123362664	0.730703503843583	0.803210096413977	0.533668517372073	0.127331635585554	0.462469406629405	0.21047985830186	0.839511982660229	0.479088978866346	0.435587100621146	0.0885535680973299	0.553252468172048	0.763161748692447	0.547194357840954	0.478704437128722
cg01407244		BodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBodyBody	0.540094780387243	0.0400239926143472	0.0407706356837416	0.0800769960231276	0.0488594209983493	0.0319163109272202	0.812941921591345	0.0511990285364642	0.0841331467722518	0.0470648717461664	0.241861006204392	0.0332791823103635	0.043600266212709	0.845276008207073	0.785996631759681	0.462805296981612	0.0404147274807821	0.0400111297412787	0.0289613510027368	0.929343516550635	0.821573169825615	0.0398767134347957	0.17880557300928	0.0380212505884588	0.201312382863478	0.0905607444942337	0.0733216662364592	0.319232728823549	0.460169438656876	0.494290905346812	0.041751355363375	0.0343408789358321	0.0412850638182901	0.0470857392094883	0.596391833553908	0.0371053759051595	0.0348985544633937	0.033393052278605	0.409669950272271	0.0441822580783696	0.777881592356418	0.0415784638674014	0.044009798644761	0.032981118069729	0.0600161179345436	0.39406767633643	0.386443002012781	0.477275010532921
cg01488147		NA	0.93047059714888	0.878861051058988	0.904980967888368	0.910254511622117	0.91750024060159	0.919952613967314	0.828639693928898	0.921947560354941	0.9006122815512	0.904431506541928	0.923926216871811	0.648453853824107	0.912403537844893	0.901494093592147	0.918263670095315	0.88523431965135	0.835303748091938	0.887169616178958	0.926710352604152	0.896257844539891	0.721345205603335	0.898994186033515	0.921952951355514	0.92523099571736	0.918235358545732	0.9428860006633	0.924670604480767	0.913304956711234	0.929147881442907	0.900050757216949	0.922572203291438	0.859641757834937	0.909613653822339	0.870242395793503	0.860555319133447	0.907255857338675	0.905955395331378	0.895100130101881	0.854425263373979	0.910301034014731	0.910489538057971	0.883903727612069	0.889959757156053	0.882409130253617	0.876076799849935	0.881230491161894	0.906545396805526	0.920547508414726
cg01505590		TSS1500	0.542486574598999	0.295593228566003	0.466146758843422	0.318833421356089	0.316277872852589	0.692354139489135	0.367639607060354	0.634078443163047	0.309534366544903	0.633249939987997	0.714343109968356	0.0173119223931059	0.0226588332121778	0.798256246341319	0.651470601162303	0.539117524978023	0.270213380887916	0.555773424630303	0.0376504387434213	0.842173467104124	0.675261244492559	0.0212975127667195	0.491512293506755	0.0168493455664793	0.446590522429767	0.0188128827200844	0.597857488197303	0.572223973130476	0.603128786059609	0.604190197212556	0.015201872734836	0.516557943816427	0.537742374264355	0.345068104994584	0.749952962236794	0.827296234820757	0.578918554444938	0.0251197722658952	0.0118899602089771	0.0119459075413413	0.0185233034072253	0.0156858486793158	0.510309229939391	0.0184601471378049	0.608190944075109	0.544609019555326	0.694577545322578	0.57440478828622
cg01520924		Body	0.428421826081418	0.257490206895162	0.0679445374399846	0.315799505221202	0.275174905244343	0.0533234765528065	0.422089298029343	0.0529996695095881	0.176725476531737	0.0863529563090531	0.0538320224372244	0.0511682982621424	0.378991940820189	0.806153464598354	0.642237486107431	0.293865422976391	0.26242052935681	0.0873867262804187	0.334172951326489	0.0536123511690924	0.339570049202241	0.109318236320901	0.279817655578116	0.191671101687965	0.0559923434435063	0.0453421964149646	0.281209447458051	0.338600791801809	0.524149948534961	0.637071509453146	0.562390543110991	0.138839622395591	0.408594351162085	0.325568696629078	0.614026132282017	0.0489964761263226	0.175241142723898	0.131826325728306	0.19814639155778	0.250787222566598	0.438957750419608	0.0976085160326162	0.330018411716628	0.115359370019007	0.411097648084568	0.378222983338592	0.244745977702353	0.327640590503887
cg01530101		NA	0.652517143154521	0.550578577977184	0.739821291235433	0.609847738396751	0.616226942414345	0.805801742535339	0.857085714260634	0.732377538207671	0.600557106163422	0.730428578473935	0.783726181557155	0.832074250106788	0.70829407662298	0.856482066442459	0.767703694305873	0.664121983164303	0.637229329087332	0.674163679765176	0.658499159771167	0.886854123450956	0.796598315349286	0.533160980565507	0.593058666840327	0.255577641215041	0.81098154906623	0.909896147636441	0.702911781134744	0.638571964865305	0.701090289809003	0.716507833577064	0.703834254912278	0.599535078444903	0.634847968499961	0.683851829911876	0.866413636215537	0.871146145324061	0.666850917360458	0.408045219504988	0.69031189905326	0.592790593716715	0.814143662190132	0.600540083766534	0.637937745181726	0.348620594063895	0.714654221261506	0.714956340787626	0.73286476390285	0.687469033157005
cg01546563		1stExon1stExon5'UTR5'UTR	0.474444645753621	0.287059076157077	0.667833276192658	0.431276616602483	0.227005205207129	0.384495997481259	0.704540088938772	0.564557558178937	0.23489001571017	0.529641937368641	0.682692054554263	0.688007356057942	0.349691599278199	0.770353477408987	0.645675930598099	0.417762614023242	0.516907651595327	0.430032089610405	0.32130761120438	0.861728981830802	0.646051320624438	0.116615304504943	0.33175678458176	0.0981928691508658	0.709278622568123	0.803404488902938	0.444778936883774	0.100883926604658	0.518948102578285	0.58437589930528	0.489953949391912	0.269082338696102	0.357748479235313	0.476690565135912	0.78766479464248	0.79506381147348	0.331822700802295	0.17935220214197	0.431991489373388	0.337023547596416	0.67068643616829	0.306406709604808	0.322131141669466	0.123881355584671	0.505649637877175	0.537383915241538	0.642665279967225	0.391270760341369
cg01565918		5'UTR1stExon1stExon5'UTR	0.962211582913099	0.955867339207011	0.963727368098053	0.939924234172641	0.92601149046627	0.960275529885011	0.951484970555241	0.938028813822937	0.94686629408683	0.953320354660948	0.954161666328921	0.933458827477649	0.946712075745263	0.941969993888714	0.952656027206383	0.947357008834688	0.783147437181412	0.955152037486933	0.967545996094097	0.969843674776846	0.942682936832572	0.942576175876091	0.955612752752065	0.951590785120804	0.950748857033163	0.938640090314214	0.952021030726184	0.958371419180074	0.94826045253268	0.948712955009322	0.952402328705435	0.946446546167831	0.950253041824246	0.942194440162003	0.96170285425471	0.952095024691988	0.957031115725201	0.962061600433985	0.964270575936775	0.961444703230778	0.955932340051607	0.951614591463791	0.950658366670162	0.940494626708688	0.929043705951351	0.95008057315541	0.926976483496022	0.951607182081315
cg01656470		NA	0.616969438118435	0.645726993536814	0.857605795638535	0.672797132985223	0.689685630963945	0.876796800634179	0.947509089879285	0.833319697266966	0.71596543618561	0.812853987972874	0.874848249463374	0.880914707759639	0.78972004716758	0.910961231236885	0.858133612283018	0.721326935056565	0.82426063926894	0.807413167893791	0.781417073490174	0.924271415039225	0.86669691754964	0.542981609605518	0.533329514573556	0.574476057712209	0.897995449437689	0.894260477237465	0.740481649051153	0.776086106477922	0.567482743498416	0.763264107807795	0.760264255177011	0.648456246258361	0.737027372245702	0.739171587354774	0.900894280235651	0.874137339487177	0.493414016439399	0.620226731339495	0.531509136078825	0.697414501079265	0.906710136583217	0.721358692127846	0.603404146184694	0.59457184068493	0.78311726228516	0.817046252922257	0.809028094836363	0.821119448520176
cg01663968		BodyBody	0.0321083664356481	0.0317844030184765	0.0211041992628438	0.0205725738719106	0.0231802529314925	0.0181028096632091	0.0158356476178049	0.0160121681312388	0.0167900008344954	0.0222297252825784	0.0240450673263315	0.0246202902660301	0.034888557927933	0.0262479436650503	0.0280309555302349	0.0291243957378505	0.0157341050105968	0.0174780198712026	0.0159429350001757	0.0135330449526317	0.0230330500809604	0.0323206798992249	0.0313979570571588	0.0320885216327545	0.026975305377895	0.0260196330709079	0.0340015143479385	0.0289009405149745	0.0246339704253396	0.0262799733401122	0.0203496341555594	0.0310191299701691	0.029727149005826	0.0201471414781924	0.0171699920223499	0.0146510385871207	0.0202030159887945	0.0138959948330851	0.0167231915383835	0.0191927885770825	0.0219107486454268	0.0226732566395318	0.0229062257657445	0.0185573915213326	0.0217344566301129	0.0249462709509645	0.0170907630238461	0.0144277537776368
